site,scenario,period,phase,method,horizon,n,nwis,nmae,coverage50,coverage80,coverage90,nwidth90,events
nist,joint_gradual,validation,recovery_6_24,persistence,1,226,0.06389260884401556,0.10734724079274426,0.4026548672566372,0.672566371681416,0.8407079646017699,0.41308869526508885,22
nist,joint_gradual,validation,recovery_6_24,persistence,2,226,0.10274232986178083,0.17921862607922429,0.4026548672566372,0.6769911504424779,0.8097345132743363,0.5662270460719667,22
nist,joint_gradual,validation,recovery_6_24,persistence,3,223,0.1269794524920996,0.2240250399920927,0.3991031390134529,0.6995515695067265,0.7982062780269058,0.6522078260811941,22
nist,joint_gradual,validation,recovery_6_24,persistence,4,219,0.1428061917364828,0.2562008581393636,0.4383561643835616,0.6621004566210046,0.7990867579908676,0.7079040339634715,22
nist,joint_gradual,validation,recovery_6_24,quantile_compact,1,226,0.0832021667924865,0.2469963608757209,0.6460176991150443,0.8362831858407079,0.8893805309734514,0.44143233496160095,22
nist,joint_gradual,validation,recovery_6_24,quantile_compact,2,226,0.08958537016768571,0.2528237934841655,0.588495575221239,0.7477876106194691,0.8539823008849557,0.4802642056102609,22
nist,joint_gradual,validation,recovery_6_24,quantile_compact,3,223,0.09822265829800463,0.26454464946802847,0.5964125560538116,0.7174887892376681,0.8340807174887892,0.4971484648002637,22
nist,joint_gradual,validation,recovery_6_24,quantile_compact,4,219,0.10870992549379015,0.32259364188565753,0.6027397260273972,0.726027397260274,0.821917808219178,0.5080445402594984,22
nist,joint_gradual,validation,recovery_6_24,quantile_flexible,1,226,0.0729302455268382,0.18609688204351216,0.5973451327433629,0.7831858407079646,0.8495575221238938,0.4277544255035656,22
nist,joint_gradual,validation,recovery_6_24,quantile_flexible,2,226,0.08528464727037885,0.22261717071139914,0.5398230088495575,0.7256637168141593,0.827433628318584,0.4695430233984383,22
nist,joint_gradual,validation,recovery_6_24,quantile_flexible,3,223,0.0962626539858951,0.24445228637110308,0.5515695067264574,0.6816143497757847,0.8071748878923767,0.48070570646516364,22
nist,joint_gradual,validation,recovery_6_24,quantile_flexible,4,219,0.1108192982099009,0.32259364188565753,0.5707762557077626,0.6986301369863014,0.8082191780821918,0.4938830076750909,22
nist,joint_gradual,validation,recovery_6_24,single_imputation_compact,1,226,0.043141494006687486,0.06309460989324546,0.4424778761061947,0.6150442477876106,0.7300884955752213,0.14351464826045374,22
nist,joint_gradual,validation,recovery_6_24,single_imputation_compact,2,226,0.062257556006936256,0.09013468868240022,0.4026548672566372,0.5530973451327433,0.6415929203539823,0.18247477062205789,22
nist,joint_gradual,validation,recovery_6_24,single_imputation_compact,3,223,0.07624710747251173,0.10916017700125595,0.3542600896860987,0.5381165919282511,0.600896860986547,0.20493848874209505,22
nist,joint_gradual,validation,recovery_6_24,single_imputation_compact,4,219,0.08418116664395156,0.12202562052373193,0.3333333333333333,0.4931506849315068,0.593607305936073,0.225416248557062,22
nist,joint_gradual,validation,recovery_6_24,single_imputation_flexible,1,226,0.047317211382412974,0.06213265915667853,0.34513274336283184,0.48672566371681414,0.5530973451327433,0.09025560859156954,22
nist,joint_gradual,validation,recovery_6_24,single_imputation_flexible,2,226,0.06670688677199123,0.08681353735870648,0.2743362831858407,0.4336283185840708,0.504424778761062,0.11185424652994423,22
nist,joint_gradual,validation,recovery_6_24,single_imputation_flexible,3,223,0.08568012610938658,0.10847789084923862,0.2645739910313901,0.3721973094170404,0.4260089686098655,0.1201410046173086,22
nist,joint_gradual,validation,recovery_6_24,single_imputation_flexible,4,219,0.09961949453005012,0.12365804213825961,0.2557077625570776,0.3470319634703196,0.4337899543378995,0.12684570781704416,22
nist,joint_gradual,warmup,normal,geometric_persistence,1,228,0.03981428409333705,0.05359069472597515,0.39473684210526316,0.6052631578947368,0.7105263157894737,0.20308984342204722,0
nist,joint_gradual,warmup,normal,geometric_persistence,2,228,0.06286630952161062,0.09236923944913576,0.3684210526315789,0.5877192982456141,0.6842105263157895,0.3358895204022958,0
nist,joint_gradual,warmup,normal,geometric_persistence,3,228,0.07970588455352788,0.12468726269956663,0.36403508771929827,0.5745614035087719,0.6885964912280702,0.42021707365524635,0
nist,joint_gradual,warmup,normal,geometric_persistence,4,229,0.09573108291707047,0.15857241526646088,0.34497816593886466,0.5589519650655022,0.6768558951965066,0.44936458063549717,0
nist,joint_gradual,warmup,normal,multiple_imputation_compact,1,228,0.0345070637839787,0.052032641578431356,0.5131578947368421,0.7017543859649122,0.7631578947368421,0.1425210955492184,0
nist,joint_gradual,warmup,normal,multiple_imputation_compact,2,228,0.05575845488074756,0.08186295292078939,0.43859649122807015,0.6008771929824561,0.6710526315789473,0.18110904543042006,0
nist,joint_gradual,warmup,normal,multiple_imputation_compact,3,228,0.0665048129803342,0.09971778893151179,0.3684210526315789,0.5614035087719298,0.6491228070175439,0.20541444279477436,0
nist,joint_gradual,warmup,normal,multiple_imputation_compact,4,229,0.08440414508765287,0.12277906167441484,0.32751091703056767,0.5021834061135371,0.5938864628820961,0.2253118916485574,0
nist,joint_gradual,warmup,normal,multiple_imputation_flexible,1,228,0.03786516154482165,0.052195412648958474,0.38596491228070173,0.5394736842105263,0.618421052631579,0.09049365062904395,0
nist,joint_gradual,warmup,normal,multiple_imputation_flexible,2,228,0.059883835804445264,0.07978195210455674,0.2850877192982456,0.4780701754385965,0.5350877192982456,0.11399211944058296,0
nist,joint_gradual,warmup,normal,multiple_imputation_flexible,3,228,0.07774106609112047,0.10099665316608339,0.24561403508771928,0.37719298245614036,0.4342105263157895,0.12292342854952144,0
nist,joint_gradual,warmup,normal,multiple_imputation_flexible,4,229,0.10285086204962665,0.12848448567862442,0.24017467248908297,0.3537117903930131,0.4410480349344978,0.13030097122199755,0
nist,joint_gradual,warmup,normal,persistence,1,228,0.058540525200530574,0.09123631661039065,0.41228070175438597,0.6973684210526315,0.7982456140350878,0.31811776323890606,0
nist,joint_gradual,warmup,normal,persistence,2,228,0.08984971626093001,0.1512619824172548,0.4166666666666667,0.6666666666666666,0.793859649122807,0.48777386019460034,0
nist,joint_gradual,warmup,normal,persistence,3,228,0.10987735576164893,0.19590219071413295,0.39473684210526316,0.6666666666666666,0.7807017543859649,0.5401657227471761,0
nist,joint_gradual,warmup,normal,persistence,4,229,0.11965266693721592,0.22359468067315907,0.35807860262008734,0.6419213973799127,0.7816593886462883,0.5517981517538497,0
nist,joint_gradual,warmup,normal,quantile_compact,1,228,0.0707060026257457,0.21746210548762743,0.7280701754385965,0.8508771929824561,0.9342105263157895,0.3609738985189698,0
nist,joint_gradual,warmup,normal,quantile_compact,2,228,0.0792637107169499,0.23149448786949825,0.6754385964912281,0.868421052631579,0.9254385964912281,0.4345037147074503,0
nist,joint_gradual,warmup,normal,quantile_compact,3,228,0.08297333692871287,0.23120367348857132,0.6885964912280702,0.8640350877192983,0.9298245614035088,0.47047930653424264,0
nist,joint_gradual,warmup,normal,quantile_compact,4,229,0.08746635703432638,0.2413487015979382,0.6899563318777293,0.851528384279476,0.9213973799126638,0.476194077305439,0
nist,joint_gradual,warmup,normal,quantile_flexible,1,228,0.06667661491688888,0.19580189644215984,0.6754385964912281,0.8245614035087719,0.9122807017543859,0.3446116018892177,0
nist,joint_gradual,warmup,normal,quantile_flexible,2,228,0.07761761313272855,0.22207186884390284,0.6710526315789473,0.8289473684210527,0.8947368421052632,0.41694844442184764,0
nist,joint_gradual,warmup,normal,quantile_flexible,3,228,0.08298847430142858,0.22417056744598218,0.6578947368421053,0.8026315789473685,0.8859649122807017,0.4574412819000722,0
nist,joint_gradual,warmup,normal,quantile_flexible,4,229,0.0899834816202173,0.2413487015979382,0.6419213973799127,0.7991266375545851,0.9039301310043668,0.4643524430687858,0
nist,joint_gradual,warmup,normal,single_imputation_compact,1,228,0.03429527488137193,0.051408497566826326,0.5175438596491229,0.6973684210526315,0.7587719298245614,0.13917814780215804,0
nist,joint_gradual,warmup,normal,single_imputation_compact,2,228,0.0554897336754151,0.08161083454186471,0.4342105263157895,0.5964912280701754,0.6798245614035088,0.17833755875487384,0
nist,joint_gradual,warmup,normal,single_imputation_compact,3,228,0.06672167226222307,0.09987032730034125,0.3684210526315789,0.5570175438596491,0.6447368421052632,0.2030164146043441,0
nist,joint_gradual,warmup,normal,single_imputation_compact,4,229,0.0844393524167593,0.12288664786027169,0.31877729257641924,0.5065502183406113,0.5938864628820961,0.22320524550308055,0
nist,joint_gradual,warmup,normal,single_imputation_flexible,1,228,0.03781057773942143,0.05168706748968738,0.39035087719298245,0.5350877192982456,0.618421052631579,0.08690550320905402,0
nist,joint_gradual,warmup,normal,single_imputation_flexible,2,228,0.06015969697929047,0.07997091319041161,0.27631578947368424,0.4649122807017544,0.5219298245614035,0.11021010042318247,0
nist,joint_gradual,warmup,normal,single_imputation_flexible,3,228,0.078792402892377,0.10142992247990627,0.24561403508771928,0.3684210526315789,0.4298245614035088,0.11941441877307066,0
nist,joint_gradual,warmup,normal,single_imputation_flexible,4,229,0.10341202641079973,0.12835611797159535,0.2314410480349345,0.34497816593886466,0.43231441048034935,0.12618524074774576,0
nist,joint_gradual,warmup,outage,geometric_persistence,1,24,0.3707627454002871,0.4438184127717224,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.17141232770943174,3
nist,joint_gradual,warmup,outage,geometric_persistence,2,24,0.297232816263523,0.42345671125602946,0.125,0.125,0.125,0.2945686084343641,4
nist,joint_gradual,warmup,outage,geometric_persistence,3,24,0.24459294807594847,0.3952466325286271,0.125,0.125,0.3333333333333333,0.3615990438690906,4
nist,joint_gradual,warmup,outage,geometric_persistence,4,23,0.22004591179304892,0.38045090283369043,0.17391304347826086,0.2608695652173913,0.43478260869565216,0.4120594853605848,4
nist,joint_gradual,warmup,outage,multiple_imputation_compact,1,24,0.1762346204767802,0.29503750657562305,0.16666666666666666,0.2916666666666667,0.4583333333333333,0.49468890375213753,3
nist,joint_gradual,warmup,outage,multiple_imputation_compact,2,24,0.18858210748935453,0.28107962665778796,0.20833333333333334,0.2916666666666667,0.3333333333333333,0.4008500480491021,4
nist,joint_gradual,warmup,outage,multiple_imputation_compact,3,24,0.19863911092422637,0.27139548093655214,0.25,0.3333333333333333,0.375,0.3281146712096958,4
nist,joint_gradual,warmup,outage,multiple_imputation_compact,4,23,0.19464293968323326,0.25722651570436555,0.17391304347826086,0.34782608695652173,0.391304347826087,0.2883804018234922,4
nist,joint_gradual,warmup,outage,multiple_imputation_flexible,1,24,0.18756811644218685,0.2984351401528788,0.16666666666666666,0.25,0.4166666666666667,0.46186615423026495,3
nist,joint_gradual,warmup,outage,multiple_imputation_flexible,2,24,0.19766080117529963,0.28639481921337334,0.16666666666666666,0.25,0.2916666666666667,0.37419035683632385,4
nist,joint_gradual,warmup,outage,multiple_imputation_flexible,3,24,0.18760738995691675,0.2554927760761901,0.08333333333333333,0.2916666666666667,0.2916666666666667,0.28852975630829,4
nist,joint_gradual,warmup,outage,multiple_imputation_flexible,4,23,0.19394487366494167,0.2460126419333123,0.13043478260869565,0.30434782608695654,0.30434782608695654,0.22448858060517415,4
nist,joint_gradual,warmup,outage,persistence,1,24,0.35900398930828953,0.4637958636046464,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.2544681048105732,3
nist,joint_gradual,warmup,outage,persistence,2,24,0.28241309810763987,0.4416070424414071,0.125,0.125,0.25,0.3743796081660713,4
nist,joint_gradual,warmup,outage,persistence,3,24,0.24006260537238858,0.41606775899930226,0.125,0.20833333333333334,0.375,0.39566693474736203,4
nist,joint_gradual,warmup,outage,persistence,4,23,0.21876522460364622,0.3946146624692825,0.17391304347826086,0.30434782608695654,0.4782608695652174,0.44007874913669875,4
nist,joint_gradual,warmup,outage,quantile_compact,1,24,0.21768966603788306,0.48068377892916553,0.125,0.20833333333333334,0.375,0.47129163861203843,3
nist,joint_gradual,warmup,outage,quantile_compact,2,24,0.18152199393967192,0.46599544391084846,0.20833333333333334,0.3333333333333333,0.4583333333333333,0.4648159411580292,4
nist,joint_gradual,warmup,outage,quantile_compact,3,24,0.1656292187284296,0.43429952702356034,0.20833333333333334,0.3333333333333333,0.4583333333333333,0.44672605688174744,4
nist,joint_gradual,warmup,outage,quantile_compact,4,23,0.15700679495900502,0.41483078759844316,0.34782608695652173,0.34782608695652173,0.5217391304347826,0.4459952102834652,4
nist,joint_gradual,warmup,outage,quantile_flexible,1,24,0.22968351277475132,0.4916869844908027,0.16666666666666666,0.20833333333333334,0.375,0.4400752440900901,3
nist,joint_gradual,warmup,outage,quantile_flexible,2,24,0.19614183970895085,0.46599544391084846,0.16666666666666666,0.2916666666666667,0.2916666666666667,0.45165630091077374,4
nist,joint_gradual,warmup,outage,quantile_flexible,3,24,0.18003059936387067,0.43231650178244213,0.20833333333333334,0.2916666666666667,0.5,0.4434048607823668,4
nist,joint_gradual,warmup,outage,quantile_flexible,4,23,0.16493075749697073,0.41483078759844316,0.17391304347826086,0.34782608695652173,0.4782608695652174,0.44113312716498043,4
nist,joint_gradual,warmup,outage,single_imputation_compact,1,24,0.24982323128045406,0.2855173739437753,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.1451832810444176,3
nist,joint_gradual,warmup,outage,single_imputation_compact,2,24,0.21683942126978786,0.25808424308305583,0.125,0.20833333333333334,0.25,0.1806795268857614,4
nist,joint_gradual,warmup,outage,single_imputation_compact,3,24,0.2025105873876563,0.2474689152647648,0.16666666666666666,0.2916666666666667,0.375,0.20231498755863694,4
nist,joint_gradual,warmup,outage,single_imputation_compact,4,23,0.1953540641152953,0.2414161827376564,0.21739130434782608,0.34782608695652173,0.391304347826087,0.22270447347000252,4
nist,joint_gradual,warmup,outage,single_imputation_flexible,1,24,0.2489406546187293,0.2713197039060151,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.09180791611561602,3
nist,joint_gradual,warmup,outage,single_imputation_flexible,2,24,0.2365987953833939,0.26241546390503406,0.125,0.125,0.16666666666666666,0.11286248436177677,4
nist,joint_gradual,warmup,outage,single_imputation_flexible,3,24,0.20628109375939577,0.23503030796607974,0.08333333333333333,0.125,0.25,0.11877561395475905,4
nist,joint_gradual,warmup,outage,single_imputation_flexible,4,23,0.20304946246756653,0.23133148199311027,0.13043478260869565,0.21739130434782608,0.21739130434782608,0.12403892927142672,4
nist,joint_gradual,warmup,recovery_0_6,geometric_persistence,1,6,0.009544245999610618,0.008263211178016391,0.8333333333333334,0.8333333333333334,1.0,0.13786442624124548,1
nist,joint_gradual,warmup,recovery_0_6,geometric_persistence,2,6,0.02087225927824747,0.017322443618341184,0.8333333333333334,0.8333333333333334,1.0,0.3140391885503255,1
nist,joint_gradual,warmup,recovery_0_6,geometric_persistence,3,6,0.03279793859754845,0.025811410908416117,1.0,1.0,1.0,0.49424471775511375,1
nist,joint_gradual,warmup,recovery_0_6,geometric_persistence,4,6,0.03761457767778543,0.028131447017965324,1.0,1.0,1.0,0.5462649708034326,1
nist,joint_gradual,warmup,recovery_0_6,multiple_imputation_compact,1,6,0.007885352903523248,0.007741558140671199,1.0,1.0,1.0,0.09333957337848081,1
nist,joint_gradual,warmup,recovery_0_6,multiple_imputation_compact,2,6,0.026679600704520818,0.05432900523031372,0.5,0.6666666666666666,1.0,0.16896617500082037,1
nist,joint_gradual,warmup,recovery_0_6,multiple_imputation_compact,3,6,0.02651979319877133,0.05695072276231685,0.16666666666666666,1.0,1.0,0.19727833422352148,1
nist,joint_gradual,warmup,recovery_0_6,multiple_imputation_compact,4,6,0.04026381624225695,0.07730463872729477,0.5,0.6666666666666666,0.8333333333333334,0.2241713495586859,1
nist,joint_gradual,warmup,recovery_0_6,multiple_imputation_flexible,1,6,0.00531134355030067,0.004860588186109655,1.0,1.0,1.0,0.06751897138072575,1
nist,joint_gradual,warmup,recovery_0_6,multiple_imputation_flexible,2,6,0.05257891905874954,0.07646418207009183,0.16666666666666666,0.3333333333333333,0.5,0.108407478729365,1
nist,joint_gradual,warmup,recovery_0_6,multiple_imputation_flexible,3,6,0.06224204692318879,0.0923995910299909,0.0,0.3333333333333333,0.3333333333333333,0.1285757354341365,1
nist,joint_gradual,warmup,recovery_0_6,multiple_imputation_flexible,4,6,0.08492124761693033,0.11814411746352534,0.0,0.16666666666666666,0.5,0.14349947723569176,1
nist,joint_gradual,warmup,recovery_0_6,persistence,1,6,0.013106372367934981,0.00926305257973156,0.8333333333333334,0.8333333333333334,1.0,0.18555564790871382,1
nist,joint_gradual,warmup,recovery_0_6,persistence,2,6,0.02538760030579157,0.02107641710790954,0.8333333333333334,0.8333333333333334,1.0,0.38066293919057564,1
nist,joint_gradual,warmup,recovery_0_6,persistence,3,6,0.03727566230407935,0.03456172269424948,1.0,1.0,1.0,0.5210395271518274,1
nist,joint_gradual,warmup,recovery_0_6,persistence,4,6,0.04018247823104122,0.031314831917251554,1.0,1.0,1.0,0.5692908816648197,1
nist,joint_gradual,warmup,recovery_0_6,quantile_compact,1,6,0.013119183236945919,0.01857979312892501,1.0,1.0,1.0,0.2022705488477702,1
nist,joint_gradual,warmup,recovery_0_6,quantile_compact,2,6,0.025491331744853473,0.030393157657102987,1.0,1.0,1.0,0.43694150817402516,1
nist,joint_gradual,warmup,recovery_0_6,quantile_compact,3,6,0.039862137057346286,0.04672891269548085,1.0,1.0,1.0,0.5914238812359955,1
nist,joint_gradual,warmup,recovery_0_6,quantile_compact,4,6,0.040782142166243956,0.05836553380125601,0.6666666666666666,1.0,1.0,0.5739118916040696,1
nist,joint_gradual,warmup,recovery_0_6,quantile_flexible,1,6,0.010708926841711,0.0185606797192464,1.0,1.0,1.0,0.20479450592937742,1
nist,joint_gradual,warmup,recovery_0_6,quantile_flexible,2,6,0.023263186956950493,0.030393157657102987,1.0,1.0,1.0,0.3998435380564738,1
nist,joint_gradual,warmup,recovery_0_6,quantile_flexible,3,6,0.03842398639460982,0.04672891269548085,1.0,1.0,1.0,0.5832401823500273,1
nist,joint_gradual,warmup,recovery_0_6,quantile_flexible,4,6,0.041884477596699464,0.05836553380125601,1.0,1.0,1.0,0.5759912978793025,1
nist,joint_gradual,warmup,recovery_0_6,single_imputation_compact,1,6,0.008018403647135639,0.008286749425683358,1.0,1.0,1.0,0.09377629452285423,1
nist,joint_gradual,warmup,recovery_0_6,single_imputation_compact,2,6,0.026616901015953653,0.05371249254408406,0.5,0.6666666666666666,1.0,0.1679442660762267,1
nist,joint_gradual,warmup,recovery_0_6,single_imputation_compact,3,6,0.0270494602955063,0.058232057830713134,0.16666666666666666,1.0,1.0,0.19837803568617204,1
nist,joint_gradual,warmup,recovery_0_6,single_imputation_compact,4,6,0.04041033935713312,0.07805525907316117,0.3333333333333333,0.6666666666666666,0.8333333333333334,0.2247232873704623,1
nist,joint_gradual,warmup,recovery_0_6,single_imputation_flexible,1,6,0.005462123541128469,0.0049979669147869705,1.0,1.0,1.0,0.06847036765982373,1
nist,joint_gradual,warmup,recovery_0_6,single_imputation_flexible,2,6,0.05261519240116109,0.07594409169469216,0.16666666666666666,0.3333333333333333,0.5,0.10754520841852844,1
nist,joint_gradual,warmup,recovery_0_6,single_imputation_flexible,3,6,0.06203518786349502,0.09122958316025846,0.0,0.16666666666666666,0.3333333333333333,0.12394150129098692,1
nist,joint_gradual,warmup,recovery_0_6,single_imputation_flexible,4,6,0.09210763940482995,0.12346198226580091,0.0,0.16666666666666666,0.16666666666666666,0.13442706578430547,1
nist,joint_gradual,warmup,recovery_6_24,geometric_persistence,1,31,0.03300305420078654,0.03908036042705008,0.5483870967741935,0.6774193548387096,0.7741935483870968,0.20795555358994006,4
nist,joint_gradual,warmup,recovery_6_24,geometric_persistence,2,31,0.05852376781576021,0.07782293014382324,0.4838709677419355,0.6774193548387096,0.7419354838709677,0.3239701229650732,4
nist,joint_gradual,warmup,recovery_6_24,geometric_persistence,3,31,0.08175641951607378,0.12021733916755753,0.3870967741935484,0.5806451612903226,0.6774193548387096,0.38343589705317066,4
nist,joint_gradual,warmup,recovery_6_24,geometric_persistence,4,31,0.10650582140368105,0.1674975108094174,0.3225806451612903,0.5161290322580645,0.7096774193548387,0.40901174377070443,4
nist,joint_gradual,warmup,recovery_6_24,multiple_imputation_compact,1,31,0.023278096987780036,0.03871881981500198,0.5483870967741935,0.7741935483870968,0.8709677419354839,0.15398306166157064,4
nist,joint_gradual,warmup,recovery_6_24,multiple_imputation_compact,2,31,0.05388239247503536,0.086594933140934,0.2903225806451613,0.5161290322580645,0.6774193548387096,0.18679812062224813,4
nist,joint_gradual,warmup,recovery_6_24,multiple_imputation_compact,3,31,0.07797501577481311,0.11819277352958521,0.22580645161290322,0.3548387096774194,0.5161290322580645,0.20833894992132684,4
nist,joint_gradual,warmup,recovery_6_24,multiple_imputation_compact,4,31,0.11657181790861829,0.16134852811841188,0.22580645161290322,0.3548387096774194,0.45161290322580644,0.22874235710487123,4
nist,joint_gradual,warmup,recovery_6_24,multiple_imputation_flexible,1,31,0.019509745265981468,0.031348573562072456,0.3548387096774194,0.6774193548387096,0.7741935483870968,0.0995525281885798,4
nist,joint_gradual,warmup,recovery_6_24,multiple_imputation_flexible,2,31,0.059896100328728254,0.08148001127105116,0.1935483870967742,0.3548387096774194,0.45161290322580644,0.11477021573518964,4
nist,joint_gradual,warmup,recovery_6_24,multiple_imputation_flexible,3,31,0.10935821451092946,0.13366627477828594,0.22580645161290322,0.2903225806451613,0.2903225806451613,0.12169400561807965,4
nist,joint_gradual,warmup,recovery_6_24,multiple_imputation_flexible,4,31,0.12649463065757016,0.15447448264340932,0.1935483870967742,0.22580645161290322,0.2903225806451613,0.12815205047858014,4
nist,joint_gradual,warmup,recovery_6_24,persistence,1,31,0.07383663238392583,0.1071822971904779,0.3870967741935484,0.6129032258064516,0.7419354838709677,0.33406865712549283,4
nist,joint_gradual,warmup,recovery_6_24,persistence,2,31,0.11715118585002075,0.184070450564248,0.41935483870967744,0.6129032258064516,0.6774193548387096,0.4923449215693283,4
nist,joint_gradual,warmup,recovery_6_24,persistence,3,31,0.14433587301681883,0.2382300546969029,0.3225806451612903,0.5161290322580645,0.6451612903225806,0.5251664650785888,4
nist,joint_gradual,warmup,recovery_6_24,persistence,4,31,0.16032733269891963,0.2759563159629952,0.3225806451612903,0.4838709677419355,0.6129032258064516,0.5385545042522175,4
nist,joint_gradual,warmup,recovery_6_24,quantile_compact,1,31,0.09068825713975522,0.2828752743377584,0.5161290322580645,0.6774193548387096,0.8709677419354839,0.42533222942043525,4
nist,joint_gradual,warmup,recovery_6_24,quantile_compact,2,31,0.10037599421846147,0.3011636719940053,0.45161290322580644,0.5161290322580645,0.7419354838709677,0.444432646906385,4
nist,joint_gradual,warmup,recovery_6_24,quantile_compact,3,31,0.10593858595925425,0.28726250809161935,0.41935483870967744,0.5806451612903226,0.7096774193548387,0.44921892721156625,4
nist,joint_gradual,warmup,recovery_6_24,quantile_compact,4,31,0.11867845824031331,0.32903957084579605,0.3870967741935484,0.4838709677419355,0.6774193548387096,0.4553855768809899,4
nist,joint_gradual,warmup,recovery_6_24,quantile_flexible,1,31,0.07752670836475069,0.2088907960183134,0.4838709677419355,0.6451612903225806,0.8064516129032258,0.4182237230178273,4
nist,joint_gradual,warmup,recovery_6_24,quantile_flexible,2,31,0.09430086356834592,0.2627208675110497,0.3548387096774194,0.5161290322580645,0.6774193548387096,0.43311772683779054,4
nist,joint_gradual,warmup,recovery_6_24,quantile_flexible,3,31,0.10299531427671359,0.2484515350589234,0.3870967741935484,0.4838709677419355,0.6774193548387096,0.43760543778895766,4
nist,joint_gradual,warmup,recovery_6_24,quantile_flexible,4,31,0.1245294450909606,0.32903957084579605,0.3548387096774194,0.45161290322580644,0.6129032258064516,0.4427958536357421,4
nist,joint_gradual,warmup,recovery_6_24,single_imputation_compact,1,31,0.02286073538038468,0.03896197205123569,0.5483870967741935,0.7741935483870968,0.8709677419354839,0.14842242507024025,4
nist,joint_gradual,warmup,recovery_6_24,single_imputation_compact,2,31,0.05387645150059467,0.08672762217619355,0.2903225806451613,0.5161290322580645,0.6774193548387096,0.18660930945462886,4
nist,joint_gradual,warmup,recovery_6_24,single_imputation_compact,3,31,0.0779750157748131,0.1181927735295852,0.22580645161290322,0.3548387096774194,0.5161290322580645,0.20833894992132684,4
nist,joint_gradual,warmup,recovery_6_24,single_imputation_compact,4,31,0.11657181790861827,0.16134852811841188,0.22580645161290322,0.3548387096774194,0.45161290322580644,0.2287423571048712,4
nist,joint_gradual,warmup,recovery_6_24,single_imputation_flexible,1,31,0.01914393513914655,0.03192912299563356,0.3548387096774194,0.6774193548387096,0.7741935483870968,0.09342335317377305,4
nist,joint_gradual,warmup,recovery_6_24,single_imputation_flexible,2,31,0.05972731645557721,0.08105836717960897,0.1935483870967742,0.3548387096774194,0.45161290322580644,0.11339743353881566,4
nist,joint_gradual,warmup,recovery_6_24,single_imputation_flexible,3,31,0.10935821451092945,0.13366627477828594,0.22580645161290322,0.2903225806451613,0.2903225806451613,0.12169400561807965,4
nist,joint_gradual,warmup,recovery_6_24,single_imputation_flexible,4,31,0.12649463065757016,0.15447448264340932,0.1935483870967742,0.22580645161290322,0.2903225806451613,0.12815205047858014,4
nist,joint_none,development_evaluation,normal,geometric_persistence,1,1688,0.04278073032168064,0.06569909023003473,0.3293838862559242,0.6321090047393365,0.7843601895734598,0.2975689084912038,0
nist,joint_none,development_evaluation,normal,geometric_persistence,2,1687,0.06342747912776464,0.10299758730225385,0.3260225251926497,0.6218138707765264,0.7771191464137522,0.4236906444975808,0
nist,joint_none,development_evaluation,normal,geometric_persistence,3,1686,0.08009004582517265,0.1350962449255608,0.32147093712930014,0.6352313167259787,0.7716488730723606,0.5086746411279826,0
nist,joint_none,development_evaluation,normal,geometric_persistence,4,1686,0.09356843806899603,0.16662760617883296,0.31494661921708184,0.6298932384341637,0.7722419928825622,0.5601983076602618,0
nist,joint_none,development_evaluation,normal,multiple_imputation_compact,1,1688,0.03814660721620986,0.05712010341157692,0.47334123222748814,0.67239336492891,0.75,0.14773787909654368,0
nist,joint_none,development_evaluation,normal,multiple_imputation_compact,2,1687,0.051987141223924754,0.07777728522149387,0.42679312388855956,0.6342620035566093,0.7225844694724363,0.1867443446859801,0
nist,joint_none,development_evaluation,normal,multiple_imputation_compact,3,1686,0.0593488594898506,0.0889738229912685,0.4139976275207592,0.6204033214709371,0.7075919335705813,0.20786978140631948,0
nist,joint_none,development_evaluation,normal,multiple_imputation_compact,4,1686,0.0657432312037608,0.0988076905311237,0.4027283511269276,0.6168446026097272,0.7022538552787663,0.22810796350833015,0
nist,joint_none,development_evaluation,normal,multiple_imputation_flexible,1,1688,0.04225924276424188,0.05723576151478437,0.35604265402843605,0.5319905213270142,0.6054502369668247,0.09486411846999786,0
nist,joint_none,development_evaluation,normal,multiple_imputation_flexible,2,1687,0.05964923532217994,0.07927049292689291,0.31950207468879666,0.4854771784232365,0.5524599881446355,0.11691409322515704,0
nist,joint_none,development_evaluation,normal,multiple_imputation_flexible,3,1686,0.06810769973932743,0.08953739550282706,0.302491103202847,0.47034400948991695,0.5468564650059312,0.12494359158905921,0
nist,joint_none,development_evaluation,normal,multiple_imputation_flexible,4,1686,0.07864876197408058,0.1022642450309894,0.26631079478054565,0.4122182680901542,0.49762752075919336,0.13007809375714496,0
nist,joint_none,development_evaluation,normal,persistence,1,1688,0.06454617974834254,0.11106099805751983,0.3074644549763033,0.6522511848341233,0.8359004739336493,0.4006549570557812,0
nist,joint_none,development_evaluation,normal,persistence,2,1687,0.10141899515647348,0.18236860074362815,0.3082394783639597,0.6532305868405454,0.8310610551274452,0.560541529746403,0
nist,joint_none,development_evaluation,normal,persistence,3,1686,0.12470023211406298,0.23199676555794674,0.31613285883748515,0.6524317912218268,0.8143534994068802,0.6378276033018823,0
