split,scenario,phase,method,horizon,n,nwis,wis_kw,mae_kw,coverage50,coverage80,coverage90,width90_kw,events
calibration,irradiance_first,background,rolling,2,499,0.0945349872902379,25.590621059467402,62.70427590530975,0.5270541082164328,0.8136272545090181,0.9539078156312625,147.81787080185015,0
calibration,irradiance_first,background,rolling,3,505,0.11201309952054407,30.32194604021128,90.55094844956314,0.5326732673267327,0.7861386138613862,0.9386138613861386,152.30681715171852,0
calibration,irradiance_first,background,rolling,4,511,0.12209149329913929,33.05016723607701,103.40070841487281,0.5166340508806262,0.7064579256360078,0.8414872798434442,141.50519464533582,0
calibration,irradiance_first,outage,context,1,49,0.07161072069247827,19.38502209145387,33.0651565261377,0.6326530612244898,0.8979591836734694,0.9795918367346939,184.79530613808433,6
calibration,irradiance_first,outage,context,2,44,0.07520537747983012,20.35809568379001,32.395799258359666,0.7272727272727273,0.8636363636363636,0.9090909090909091,157.73051866167762,6
calibration,irradiance_first,outage,context,3,39,0.0780368191663339,21.12456694832659,40.58353356481725,0.5897435897435898,0.8205128205128205,0.9487179487179487,137.66570618328157,6
calibration,irradiance_first,outage,context,4,33,0.09404715011647659,25.458563536530214,74.17516464646465,0.3939393939393939,0.696969696969697,0.9090909090909091,114.7973613434232,6
calibration,irradiance_first,outage,persistence,1,49,0.15077903362516573,40.81588440233236,57.02774931972789,0.14285714285714285,0.46938775510204084,0.5510204081632653,99.63294557823127,6
calibration,irradiance_first,outage,persistence,2,44,0.12896599034969464,34.911093587662336,55.3240731060606,0.29545454545454547,0.6590909090909091,0.7045454545454546,152.13871325757577,6
calibration,irradiance_first,outage,persistence,3,39,0.11606049803949695,31.417576819291817,53.34374957264957,0.358974358974359,0.7435897435897436,0.8717948717948718,192.32115512820513,6
calibration,irradiance_first,outage,persistence,4,33,0.11711374140369338,31.702689797979797,54.7783,0.48484848484848486,0.8484848484848485,0.8787878787878788,223.75852323232323,6
calibration,irradiance_first,outage,quantile_raw,1,49,0.07161072069247827,19.38502209145387,33.0651565261377,0.6326530612244898,0.8979591836734694,0.9795918367346939,184.79530613808433,6
calibration,irradiance_first,outage,quantile_raw,2,44,0.07519852296006767,20.356240165290316,32.395799258359666,0.7272727272727273,0.8636363636363636,0.9090909090909091,157.60063236669885,6
