split,scenario,phase,method,horizon,n,nwis,wis_kw,mae_kw,coverage50,coverage80,coverage90,width90_kw,events
calibration,no_backfill,recovery,rolling,1,86,0.08962394841015943,24.261202834630154,71.02649913679615,0.5232558139534884,0.8372093023255814,0.9767441860465116,139.0526980028626,6
calibration,no_backfill,recovery,rolling,2,86,0.09755838845033307,26.40905575350516,68.06754421761349,0.5581395348837209,0.7558139534883721,0.9767441860465116,148.33560640970182,6
calibration,no_backfill,recovery,rolling,3,86,0.11594652581712514,31.386724538695773,94.542915480146,0.5116279069767442,0.8023255813953488,0.9767441860465116,157.6570261629542,6
calibration,no_backfill,recovery,rolling,4,86,0.12723384037899654,34.44220059059437,105.6754125968992,0.5,0.7209302325581395,0.8255813953488372,142.33862162826796,6
calibration,pv_first,background,context,1,493,0.08855702861724368,23.972387646687864,69.49663880630236,0.6206896551724138,0.8356997971602435,0.9310344827586207,134.0297830811844,0
calibration,pv_first,background,context,2,499,0.0944434030092465,25.56582919460303,62.70427590530975,0.5270541082164328,0.8156312625250501,0.9539078156312625,147.84948409651295,0
calibration,pv_first,background,context,3,505,0.1119256547305946,30.298274735571955,90.55094844956314,0.5326732673267327,0.7920792079207921,0.9386138613861386,152.3340886553619,0
calibration,pv_first,background,context,4,511,0.11988648046128803,32.45327026087067,103.40070841487281,0.5185909980430529,0.7671232876712328,0.9080234833659491,144.45343402007958,0
calibration,pv_first,background,persistence,1,493,0.06586803545947377,17.830477198879553,30.96695848546315,0.2028397565922921,0.6511156186612576,0.8438133874239351,94.75304418526032,0
calibration,pv_first,background,persistence,2,499,0.1063234144384253,28.781748288481726,51.66570297261189,0.218436873747495,0.6292585170340681,0.811623246492986,146.97202057448231,0
calibration,pv_first,background,persistence,3,505,0.1376986601955884,37.27502731494578,68.08352442244225,0.23366336633663368,0.6475247524752475,0.7841584158415842,182.0303805610561,0
calibration,pv_first,background,persistence,4,511,0.1582320662834566,42.833420342931696,80.46060991519896,0.28180039138943247,0.649706457925636,0.7984344422700587,203.80792022178736,0
calibration,pv_first,background,quantile_raw,1,493,0.0885528230680762,23.971249204528227,69.49663880630236,0.6206896551724138,0.8356997971602435,0.9310344827586207,134.0297830811844,0
calibration,pv_first,background,quantile_raw,2,499,0.09451570364279953,25.58540097610583,62.70427590530975,0.5270541082164328,0.8136272545090181,0.9539078156312625,147.81787080185015,0
calibration,pv_first,background,quantile_raw,3,505,0.11201217615001959,30.321696083810302,90.55094844956314,0.5326732673267327,0.7861386138613862,0.9386138613861386,152.30681715171852,0
calibration,pv_first,background,quantile_raw,4,511,0.12256739280235339,33.17899323159706,103.40070841487281,0.5166340508806262,0.684931506849315,0.8101761252446184,139.38842588313705,0
calibration,pv_first,background,recovery,1,493,0.08855687949821839,23.972347280167718,69.49663880630236,0.6206896551724138,0.8356997971602435,0.9310344827586207,134.0297830811844,0
calibration,pv_first,background,recovery,2,499,0.0945349872902379,25.590621059467402,62.70427590530975,0.5270541082164328,0.8136272545090181,0.9539078156312625,147.81787080185015,0
calibration,pv_first,background,recovery,3,505,0.11201309952054407,30.32194604021128,90.55094844956314,0.5326732673267327,0.7861386138613862,0.9386138613861386,152.30681715171852,0
calibration,pv_first,background,recovery,4,511,0.12199358408694065,33.02366321233483,103.40070841487281,0.5166340508806262,0.7084148727984344,0.8414872798434442,141.63995850605338,0
calibration,pv_first,background,rolling,1,493,0.08855687949821839,23.972347280167718,69.49663880630236,0.6206896551724138,0.8356997971602435,0.9310344827586207,134.0297830811844,0
calibration,pv_first,background,rolling,2,499,0.0945349872902379,25.590621059467402,62.70427590530975,0.5270541082164328,0.8136272545090181,0.9539078156312625,147.81787080185015,0
calibration,pv_first,background,rolling,3,505,0.11201309952054407,30.32194604021128,90.55094844956314,0.5326732673267327,0.7861386138613862,0.9386138613861386,152.30681715171852,0
calibration,pv_first,background,rolling,4,511,0.12209149329913929,33.05016723607701,103.40070841487281,0.5166340508806262,0.7064579256360078,0.8414872798434442,141.50519464533582,0
calibration,pv_first,outage,context,1,49,0.07161072069247827,19.38502209145387,33.0651565261377,0.6326530612244898,0.8979591836734694,0.9795918367346939,184.79530613808433,6
calibration,pv_first,outage,context,2,44,0.07520537747983012,20.35809568379001,32.395799258359666,0.7272727272727273,0.8636363636363636,0.9090909090909091,157.73051866167762,6
calibration,pv_first,outage,context,3,39,0.0780368191663339,21.12456694832659,40.58353356481725,0.5897435897435898,0.8205128205128205,0.9487179487179487,137.66570618328157,6
calibration,pv_first,outage,context,4,33,0.09404715011647659,25.458563536530214,74.17516464646465,0.3939393939393939,0.696969696969697,0.9090909090909091,114.7973613434232,6
calibration,pv_first,outage,persistence,1,49,0.15147671533651194,41.00474684159378,57.02774931972789,0.12244897959183673,0.46938775510204084,0.5510204081632653,98.78336734693877,6
calibration,pv_first,outage,persistence,2,44,0.12942591655512325,35.03559561147186,55.3240731060606,0.29545454545454547,0.6363636363636364,0.6818181818181818,149.90527007575758,6
calibration,pv_first,outage,persistence,3,39,0.11604564070539321,31.41355493894994,53.34374957264957,0.3333333333333333,0.7435897435897436,0.8717948717948718,190.84962692307693,6
calibration,pv_first,outage,persistence,4,33,0.11702589411983576,31.67890953823954,54.7783,0.48484848484848486,0.8484848484848485,0.8787878787878788,220.23265757575757,6
calibration,pv_first,outage,quantile_raw,1,49,0.07161072069247827,19.38502209145387,33.0651565261377,0.6326530612244898,0.8979591836734694,0.9795918367346939,184.79530613808433,6
calibration,pv_first,outage,quantile_raw,2,44,0.07519852296006767,20.356240165290316,32.395799258359666,0.7272727272727273,0.8636363636363636,0.9090909090909091,157.60063236669885,6
calibration,pv_first,outage,quantile_raw,3,39,0.07849102318658614,21.247519976608867,40.58353356481725,0.5897435897435898,0.7435897435897436,0.9487179487179487,136.97969934180873,6
calibration,pv_first,outage,quantile_raw,4,33,0.10120505368569122,27.39620803271661,74.17516464646465,0.3939393939393939,0.45454545454545453,0.6363636363636364,103.8030976155765,6
calibration,pv_first,outage,recovery,1,49,0.07161072069247827,19.38502209145387,33.0651565261377,0.6326530612244898,0.8979591836734694,0.9795918367346939,184.79530613808433,6
calibration,pv_first,outage,recovery,2,44,0.07519852296006767,20.356240165290316,32.395799258359666,0.7272727272727273,0.8636363636363636,0.9090909090909091,157.60063236669885,6
calibration,pv_first,outage,recovery,3,39,0.07849102318658614,21.247519976608867,40.58353356481725,0.5897435897435898,0.7435897435897436,0.9487179487179487,136.97969934180873,6
calibration,pv_first,outage,recovery,4,33,0.09744966303071989,26.379623782415877,74.17516464646465,0.3939393939393939,0.5757575757575758,0.7575757575757576,109.06420100867128,6
calibration,pv_first,outage,rolling,1,49,0.07161072069247827,19.38502209145387,33.0651565261377,0.6326530612244898,0.8979591836734694,0.9795918367346939,184.79530613808433,6
calibration,pv_first,outage,rolling,2,44,0.07519852296006767,20.356240165290316,32.395799258359666,0.7272727272727273,0.8636363636363636,0.9090909090909091,157.60063236669885,6
calibration,pv_first,outage,rolling,3,39,0.07849102318658614,21.247519976608867,40.58353356481725,0.5897435897435898,0.7435897435897436,0.9487179487179487,136.97969934180873,6
calibration,pv_first,outage,rolling,4,33,0.09922366035448416,26.859844857958862,74.17516464646465,0.3939393939393939,0.45454545454545453,0.6666666666666666,105.58247048251434,6
calibration,pv_first,partial_restoration,context,1,2,0.021580524950392047,5.841848104071126,7.986877767977111,0.5,1.0,1.0,50.681058751069465,1
calibration,pv_first,partial_restoration,context,2,1,0.022012739942654836,5.958848702476664,10.790805643130707,1.0,1.0,1.0,62.663295038361326,1
calibration,pv_first,partial_restoration,persistence,1,2,0.03909196175699685,10.582194047619048,20.648341666666667,0.0,1.0,1.0,93.62683333333334,1
calibration,pv_first,partial_restoration,persistence,2,1,0.0730279962003272,19.76867857142857,41.296683333333334,0.0,1.0,1.0,119.59483333333333,1
calibration,pv_first,partial_restoration,quantile_raw,1,2,0.021580524950392047,5.841848104071126,7.986877767977111,0.5,1.0,1.0,50.681058751069465,1
calibration,pv_first,partial_restoration,quantile_raw,2,1,0.022012739942654836,5.958848702476664,10.790805643130707,1.0,1.0,1.0,62.663295038361326,1
calibration,pv_first,partial_restoration,recovery,1,2,0.021580524950392047,5.841848104071126,7.986877767977111,0.5,1.0,1.0,50.681058751069465,1
calibration,pv_first,partial_restoration,recovery,2,1,0.022012739942654836,5.958848702476664,10.790805643130707,1.0,1.0,1.0,62.663295038361326,1
calibration,pv_first,partial_restoration,rolling,1,2,0.021580524950392047,5.841848104071126,7.986877767977111,0.5,1.0,1.0,50.681058751069465,1
calibration,pv_first,partial_restoration,rolling,2,1,0.022012739942654836,5.958848702476664,10.790805643130707,1.0,1.0,1.0,62.663295038361326,1
calibration,pv_first,recovery,context,1,86,0.08842110636646243,23.935593493401377,70.55278090140939,0.5697674418604651,0.8604651162790697,0.9883720930232558,137.40804312296194,6
calibration,pv_first,recovery,context,2,86,0.09561962700581512,25.884233030474153,64.43176956928762,0.5348837209302325,0.7674418604651163,1.0,149.6293248783206,6
calibration,pv_first,recovery,context,3,86,0.11503336210891521,31.139531122883348,94.28633264710481,0.5348837209302325,0.7790697674418605,0.9767441860465116,154.80989805781317,6
calibration,pv_first,recovery,context,4,86,0.12396620979030051,33.557652990234345,105.6754125968992,0.5232558139534884,0.7674418604651163,0.8488372093023255,143.85938303277183,6
calibration,pv_first,recovery,persistence,1,86,0.06368927731761428,17.240687369878184,30.74363798449612,0.20930232558139536,0.6511627906976745,0.8953488372093024,100.73361182170542,6
calibration,pv_first,recovery,persistence,2,86,0.10891759790968905,29.483993754152824,53.08414767441861,0.20930232558139536,0.6511627906976745,0.813953488372093,153.306063372093,6
calibration,pv_first,recovery,persistence,3,86,0.1455208873901018,39.392504216500555,70.97588410852713,0.29069767441860467,0.627906976744186,0.7906976744186046,190.65747131782945,6
calibration,pv_first,recovery,persistence,4,86,0.1681860786153449,45.527971481173864,83.44705077519379,0.32558139534883723,0.6627906976744186,0.7674418604651163,215.4269903100775,6
calibration,pv_first,recovery,quantile_raw,1,86,0.08842110636646243,23.935593493401377,70.55278090140939,0.5697674418604651,0.8604651162790697,0.9883720930232558,137.40804312296194,6
calibration,pv_first,recovery,quantile_raw,2,86,0.09559619842401182,25.87789091338,64.43176956928762,0.5348837209302325,0.7674418604651163,1.0,149.6293248783206,6
calibration,pv_first,recovery,quantile_raw,3,86,0.1151040360545167,31.158662559957673,94.28633264710481,0.5348837209302325,0.7674418604651163,0.9767441860465116,154.79139925507087,6
calibration,pv_first,recovery,quantile_raw,4,86,0.1263882335078794,34.21329481058296,105.6754125968992,0.5232558139534884,0.7209302325581395,0.8255813953488372,138.08388474537048,6
calibration,pv_first,recovery,recovery,1,86,0.08842110636646243,23.935593493401377,70.55278090140939,0.5697674418604651,0.8604651162790697,0.9883720930232558,137.40804312296194,6
calibration,pv_first,recovery,recovery,2,86,0.09559619842401182,25.87789091338,64.43176956928762,0.5348837209302325,0.7674418604651163,1.0,149.6293248783206,6
calibration,pv_first,recovery,recovery,3,86,0.1151040360545167,31.158662559957673,94.28633264710481,0.5348837209302325,0.7674418604651163,0.9767441860465116,154.79139925507087,6
calibration,pv_first,recovery,recovery,4,86,0.12604951422243751,34.12160350001383,105.6754125968992,0.5232558139534884,0.7441860465116279,0.8255813953488372,139.32298372017186,6
calibration,pv_first,recovery,rolling,1,86,0.08842110636646243,23.935593493401377,70.55278090140939,0.5697674418604651,0.8604651162790697,0.9883720930232558,137.40804312296194,6
calibration,pv_first,recovery,rolling,2,86,0.09559619842401182,25.87789091338,64.43176956928762,0.5348837209302325,0.7674418604651163,1.0,149.6293248783206,6
calibration,pv_first,recovery,rolling,3,86,0.1151040360545167,31.158662559957673,94.28633264710481,0.5348837209302325,0.7674418604651163,0.9767441860465116,154.79139925507087,6
calibration,pv_first,recovery,rolling,4,86,0.12625650530191165,34.177635985227475,105.6754125968992,0.5232558139534884,0.7325581395348837,0.8372093023255814,140.7912656966249,6
calibration,pv_only,background,context,1,493,0.08855705700989414,23.972395332578337,69.49663880630236,0.6206896551724138,0.8356997971602435,0.9310344827586207,134.0297830811844,0
calibration,pv_only,background,context,2,499,0.0944384169372168,25.564479464904586,62.70427590530975,0.5270541082164328,0.8156312625250501,0.9539078156312625,147.84815514627326,0
calibration,pv_only,background,context,3,505,0.11191621297585427,30.29571885256375,90.55094844956314,0.5326732673267327,0.7920792079207921,0.9386138613861386,152.33726126896903,0
calibration,pv_only,background,context,4,511,0.11987511523535388,32.4501936942103,103.40070841487281,0.5185909980430529,0.7690802348336595,0.9080234833659491,144.51253340452516,0
calibration,pv_only,background,persistence,1,493,0.06513191968863008,17.63121065971216,30.96695848546315,0.2150101419878296,0.665314401622718,0.8600405679513184,96.22644983096687,0
calibration,pv_only,background,persistence,2,499,0.10549432062006048,28.557312591850366,51.66570297261189,0.23446893787575152,0.6432865731462926,0.8196392785571143,149.67367434869738,0
calibration,pv_only,background,persistence,3,505,0.13631058210095642,36.8992745747289,68.08352442244225,0.25544554455445545,0.6574257425742575,0.7960396039603961,184.3975572937294,0
calibration,pv_only,background,persistence,4,511,0.15705924954534295,42.51593885192433,80.46060991519896,0.2974559686888454,0.6594911937377691,0.8003913894324853,206.11645273972601,0
calibration,pv_only,background,quantile_raw,1,493,0.0885528230680762,23.971249204528227,69.49663880630236,0.6206896551724138,0.8356997971602435,0.9310344827586207,134.0297830811844,0
calibration,pv_only,background,quantile_raw,2,499,0.09451570364279953,25.58540097610583,62.70427590530975,0.5270541082164328,0.8136272545090181,0.9539078156312625,147.81787080185015,0
calibration,pv_only,background,quantile_raw,3,505,0.11201217615001959,30.321696083810302,90.55094844956314,0.5326732673267327,0.7861386138613862,0.9386138613861386,152.30681715171852,0
calibration,pv_only,background,quantile_raw,4,511,0.12256739280235339,33.17899323159706,103.40070841487281,0.5166340508806262,0.684931506849315,0.8101761252446184,139.38842588313705,0
calibration,pv_only,background,recovery,1,493,0.08855687949821839,23.972347280167718,69.49663880630236,0.6206896551724138,0.8356997971602435,0.9310344827586207,134.0297830811844,0
calibration,pv_only,background,recovery,2,499,0.0945349872902379,25.590621059467402,62.70427590530975,0.5270541082164328,0.8136272545090181,0.9539078156312625,147.81787080185015,0
calibration,pv_only,background,recovery,3,505,0.11201309952054407,30.32194604021128,90.55094844956314,0.5326732673267327,0.7861386138613862,0.9386138613861386,152.30681715171852,0
calibration,pv_only,background,recovery,4,511,0.12198900964631988,33.02242491125879,103.40070841487281,0.5166340508806262,0.7084148727984344,0.8414872798434442,141.6424484974353,0
calibration,pv_only,background,rolling,1,493,0.08855687949821839,23.972347280167718,69.49663880630236,0.6206896551724138,0.8356997971602435,0.9310344827586207,134.0297830811844,0
calibration,pv_only,background,rolling,2,499,0.0945349872902379,25.590621059467402,62.70427590530975,0.5270541082164328,0.8136272545090181,0.9539078156312625,147.81787080185015,0
calibration,pv_only,background,rolling,3,505,0.11201309952054407,30.32194604021128,90.55094844956314,0.5326732673267327,0.7861386138613862,0.9386138613861386,152.30681715171852,0
calibration,pv_only,background,rolling,4,511,0.12209308593112693,33.050598361556055,103.40070841487281,0.5166340508806262,0.7064579256360078,0.8414872798434442,141.52722865781095,0
calibration,pv_only,outage,context,1,51,0.06839938035402134,18.515712261833578,25.96510780086287,0.7843137254901961,0.9215686274509803,0.9607843137254902,174.25825094098144,6
calibration,pv_only,outage,context,2,45,0.07581847902448317,20.524062271927594,32.44654611812318,0.6888888888888889,0.8444444444444444,0.8888888888888888,154.37835818696763,6
calibration,pv_only,outage,context,3,39,0.07611437402462282,20.604161048465397,36.94331363316822,0.6153846153846154,0.7435897435897436,0.8717948717948718,133.56862306596778,6
calibration,pv_only,outage,context,4,33,0.09553179617997418,25.86045722591901,74.17516464646465,0.3939393939393939,0.6363636363636364,0.8181818181818182,113.26112607268715,6
calibration,pv_only,outage,persistence,1,51,0.1469253520888715,39.772692810457514,55.83110588235294,0.13725490196078433,0.47058823529411764,0.5686274509803921,98.95134640522875,6
calibration,pv_only,outage,persistence,2,45,0.12748651874524797,34.51060062433862,54.85123481481481,0.28888888888888886,0.6666666666666666,0.7111111111111111,151.0810688888889,6
calibration,pv_only,outage,persistence,3,39,0.11606049803949695,31.417576819291817,53.34374957264957,0.358974358974359,0.7435897435897436,0.8717948717948718,192.32115512820513,6
calibration,pv_only,outage,persistence,4,33,0.11711374140369338,31.702689797979797,54.7783,0.48484848484848486,0.8484848484848485,0.8787878787878788,223.75852323232323,6
calibration,pv_only,outage,quantile_raw,1,51,0.0683993803284418,18.515712254909193,25.96510780086287,0.7843137254901961,0.9215686274509803,0.9607843137254902,174.25825094098144,6
calibration,pv_only,outage,quantile_raw,2,45,0.07583883624873654,20.52957297253298,32.44654611812318,0.6888888888888889,0.8444444444444444,0.8888888888888888,154.37835818696763,6
calibration,pv_only,outage,quantile_raw,3,39,0.07656972886532433,20.727425603843297,36.94331363316822,0.6153846153846154,0.717948717948718,0.8717948717948718,133.56184036718832,6
calibration,pv_only,outage,quantile_raw,4,33,0.10271685314421931,27.805452146140166,74.17516464646465,0.3939393939393939,0.45454545454545453,0.6363636363636364,101.77738153156774,6
calibration,pv_only,outage,recovery,1,51,0.06839938048191907,18.515712296455494,25.96510780086287,0.7843137254901961,0.9215686274509803,0.9607843137254902,174.25825094098144,6
calibration,pv_only,outage,recovery,2,45,0.07583883624873654,20.52957297253298,32.44654611812318,0.6888888888888889,0.8444444444444444,0.8888888888888888,154.37835818696763,6
calibration,pv_only,outage,recovery,3,39,0.07656972886532433,20.727425603843297,36.94331363316822,0.6153846153846154,0.717948717948718,0.8717948717948718,133.56184036718832,6
calibration,pv_only,outage,recovery,4,33,0.10003301617517495,27.078937478619856,74.17516464646465,0.3939393939393939,0.5151515151515151,0.696969696969697,105.92893045923215,6
calibration,pv_only,outage,rolling,1,51,0.0683993803284418,18.515712254909193,25.96510780086287,0.7843137254901961,0.9215686274509803,0.9607843137254902,174.25825094098144,6
calibration,pv_only,outage,rolling,2,45,0.07583883624873654,20.52957297253298,32.44654611812318,0.6888888888888889,0.8444444444444444,0.8888888888888888,154.37835818696763,6
calibration,pv_only,outage,rolling,3,39,0.07656972886532433,20.727425603843297,36.94331363316822,0.6153846153846154,0.717948717948718,0.8717948717948718,133.56184036718832,6
calibration,pv_only,outage,rolling,4,33,0.10071321615442405,27.263067613002587,74.17516464646465,0.3939393939393939,0.45454545454545453,0.6666666666666666,103.55675439850556,6
calibration,pv_only,recovery,context,1,86,0.08842110636646243,23.935593493401377,70.55278090140939,0.5697674418604651,0.8604651162790697,0.9883720930232558,137.40804312296194,6
calibration,pv_only,recovery,context,2,86,0.09561952596498365,25.884205678721074,64.43176956928762,0.5348837209302325,0.7674418604651163,1.0,149.6293248783206,6
calibration,pv_only,recovery,context,3,86,0.11503341757423102,31.139546137344336,94.28633264710481,0.5348837209302325,0.7790697674418605,0.9767441860465116,154.82551600143114,6
calibration,pv_only,recovery,context,4,86,0.12394835531786458,33.55281978454594,105.6754125968992,0.5232558139534884,0.7674418604651163,0.8488372093023255,143.91500342866476,6
calibration,pv_only,recovery,persistence,1,86,0.06267625243360289,16.9664615337763,30.74363798449612,0.23255813953488372,0.6976744186046512,0.9069767441860465,102.79126220930232,6
calibration,pv_only,recovery,persistence,2,86,0.10778488079590219,29.17736723145072,53.08414767441861,0.23255813953488372,0.6511627906976745,0.8372093023255814,157.28394011627907,6
calibration,pv_only,recovery,persistence,3,86,0.1440110707607241,38.983796854928016,70.97588410852713,0.3023255813953488,0.6395348837209303,0.8023255813953488,194.504232751938,6
calibration,pv_only,recovery,persistence,4,86,0.16676324344292576,45.142810000000004,83.44705077519379,0.32558139534883723,0.6744186046511628,0.7674418604651163,218.17511841085272,6
calibration,pv_only,recovery,quantile_raw,1,86,0.08842110636646243,23.935593493401377,70.55278090140939,0.5697674418604651,0.8604651162790697,0.9883720930232558,137.40804312296194,6
calibration,pv_only,recovery,quantile_raw,2,86,0.09559619842401182,25.87789091338,64.43176956928762,0.5348837209302325,0.7674418604651163,1.0,149.6293248783206,6
calibration,pv_only,recovery,quantile_raw,3,86,0.1151040360545167,31.158662559957673,94.28633264710481,0.5348837209302325,0.7674418604651163,0.9767441860465116,154.79139925507087,6
calibration,pv_only,recovery,quantile_raw,4,86,0.1263882335078794,34.21329481058296,105.6754125968992,0.5232558139534884,0.7209302325581395,0.8255813953488372,138.08388474537048,6
calibration,pv_only,recovery,recovery,1,86,0.08842110636646243,23.935593493401377,70.55278090140939,0.5697674418604651,0.8604651162790697,0.9883720930232558,137.40804312296194,6
calibration,pv_only,recovery,recovery,2,86,0.09559619842401182,25.87789091338,64.43176956928762,0.5348837209302325,0.7674418604651163,1.0,149.6293248783206,6
calibration,pv_only,recovery,recovery,3,86,0.1151040360545167,31.158662559957673,94.28633264710481,0.5348837209302325,0.7674418604651163,0.9767441860465116,154.79139925507087,6
calibration,pv_only,recovery,recovery,4,86,0.1260759081332005,34.12874833165737,105.6754125968992,0.5232558139534884,0.7325581395348837,0.8255813953488372,138.90347496585187,6
calibration,pv_only,recovery,rolling,1,86,0.08842110636646243,23.935593493401377,70.55278090140939,0.5697674418604651,0.8604651162790697,0.9883720930232558,137.40804312296194,6
calibration,pv_only,recovery,rolling,2,86,0.09559619842401182,25.87789091338,64.43176956928762,0.5348837209302325,0.7674418604651163,1.0,149.6293248783206,6
calibration,pv_only,recovery,rolling,3,86,0.1151040360545167,31.158662559957673,94.28633264710481,0.5348837209302325,0.7674418604651163,0.9767441860465116,154.79139925507087,6
calibration,pv_only,recovery,rolling,4,86,0.12625629808047387,34.17757989038427,105.6754125968992,0.5232558139534884,0.7325581395348837,0.8372093023255814,140.83259566968647,6
development_evaluation,clean,background,context,1,595,0.07408936669561193,20.05599156450215,58.02315318386516,0.7546218487394958,0.8991596638655462,0.9596638655462185,122.24416657633321,0
development_evaluation,clean,background,context,2,595,0.07894682329243016,21.370905065260846,50.20612688067452,0.7092436974789916,0.8957983193277311,0.9596638655462185,144.20902236230415,0
development_evaluation,clean,background,context,3,595,0.09906829694984809,26.81778798432388,72.64859967757259,0.7848739495798319,0.8689075630252101,0.9445378151260504,154.09936073938331,0
development_evaluation,clean,background,context,4,595,0.10527296470975138,28.4973915469297,81.51978369747899,0.7075630252100841,0.9042016806722689,0.9478991596638655,158.0384254341905,0
development_evaluation,clean,background,persistence,1,595,0.06811073327446975,18.43757549739896,28.174414761904764,0.052100840336134456,0.6067226890756302,0.8084033613445378,84.25838655462185,0
development_evaluation,clean,background,persistence,2,595,0.11137268484638037,30.148585787915167,47.42666599439776,0.08403361344537816,0.6336134453781512,0.8168067226890756,138.09904011204483,0
development_evaluation,clean,background,persistence,3,595,0.13689376837399164,37.05714309883954,60.73417644257703,0.13949579831932774,0.6638655462184874,0.8252100840336134,172.43488957983195,0
development_evaluation,clean,background,persistence,4,595,0.15039613470212615,40.71223366386555,70.34535725490196,0.21008403361344538,0.7092436974789916,0.8470588235294118,196.66231789915966,0
development_evaluation,clean,background,quantile_raw,1,595,0.07407122581002272,20.05108082677315,58.02315318386516,0.7546218487394958,0.8991596638655462,0.9596638655462185,122.24224968061891,0
development_evaluation,clean,background,quantile_raw,2,595,0.07887683846023165,21.351960171184707,50.20612688067452,0.7092436974789916,0.8957983193277311,0.9596638655462185,144.12422063428113,0
development_evaluation,clean,background,quantile_raw,3,595,0.09904222403377737,26.810730045943533,72.64859967757259,0.7848739495798319,0.865546218487395,0.9445378151260504,154.08762227907283,0
development_evaluation,clean,background,quantile_raw,4,595,0.10525325886680906,28.492057175245208,81.51978369747899,0.7058823529411765,0.9042016806722689,0.9478991596638655,158.037480432843,0
development_evaluation,clean,background,recovery,1,595,0.07409387197185599,20.057211142781416,58.02315318386516,0.7546218487394958,0.8991596638655462,0.9596638655462185,122.25562142352146,0
development_evaluation,clean,background,recovery,2,595,0.0789426502122974,21.369775412468904,50.20612688067452,0.7092436974789916,0.8957983193277311,0.9596638655462185,144.20902236230415,0
development_evaluation,clean,background,recovery,3,595,0.09904704857016657,26.81203604794409,72.64859967757259,0.7848739495798319,0.865546218487395,0.9445378151260504,154.08762227907283,0
development_evaluation,clean,background,recovery,4,595,0.10525325886680906,28.492057175245208,81.51978369747899,0.7058823529411765,0.9042016806722689,0.9478991596638655,158.037480432843,0
development_evaluation,clean,background,rolling,1,595,0.07409387197185599,20.057211142781416,58.02315318386516,0.7546218487394958,0.8991596638655462,0.9596638655462185,122.25562142352146,0
development_evaluation,clean,background,rolling,2,595,0.07894234949586017,21.369694008529347,50.20612688067452,0.7092436974789916,0.8957983193277311,0.9596638655462185,144.20902236230415,0
development_evaluation,clean,background,rolling,3,595,0.099046713126566,26.811945243361414,72.64859967757259,0.7848739495798319,0.865546218487395,0.9445378151260504,154.08762227907283,0
development_evaluation,clean,background,rolling,4,595,0.10525325886680906,28.492057175245208,81.51978369747899,0.7058823529411765,0.9042016806722689,0.9478991596638655,158.037480432843,0
development_evaluation,irradiance_first,background,context,1,465,0.07389682890776067,20.00387158533081,57.92451482861167,0.7440860215053764,0.8946236559139785,0.956989247311828,119.72874010536114,0
development_evaluation,irradiance_first,background,context,2,473,0.07956418687498444,21.538025387058287,51.19171282272056,0.6892177589852009,0.8900634249471459,0.9556025369978859,142.815033194371,0
development_evaluation,irradiance_first,background,context,3,481,0.10048319665901778,27.200801335596115,73.74056705405269,0.7713097713097713,0.8565488565488566,0.9397089397089398,153.98698914005783,0
development_evaluation,irradiance_first,background,context,4,489,0.10725697579591544,29.034463347954308,82.60533261758691,0.7034764826175869,0.8977505112474438,0.9447852760736196,159.36053286468726,0
development_evaluation,irradiance_first,background,persistence,1,465,0.06659824446718045,18.028144777265744,28.58342569892473,0.07526881720430108,0.6688172043010753,0.8774193548387097,99.73845268817205,0
development_evaluation,irradiance_first,background,persistence,2,473,0.10784350484968908,29.193236762810834,47.54501888653982,0.12896405919661733,0.6807610993657506,0.8583509513742071,152.13228269908385,0
development_evaluation,irradiance_first,background,persistence,3,481,0.1322943508575943,35.81208077715078,60.24005990990991,0.19542619542619544,0.7068607068607069,0.8544698544698545,179.02010415800416,0
development_evaluation,irradiance_first,background,persistence,4,489,0.1461067037259234,39.55108469860746,69.42779369461486,0.25971370143149286,0.7321063394683026,0.8507157464212679,196.41629812542604,0
development_evaluation,irradiance_first,background,quantile_raw,1,465,0.07387361637112691,19.997587951664052,57.92451482861167,0.7440860215053764,0.8946236559139785,0.956989247311828,119.72628730331812,0
development_evaluation,irradiance_first,background,quantile_raw,2,473,0.07947615098670088,21.514194072099933,51.19171282272056,0.6892177589852009,0.8900634249471459,0.9556025369978859,142.70835871620255,0
development_evaluation,irradiance_first,background,quantile_raw,3,481,0.10045299489287196,27.19262571750044,73.74056705405269,0.7713097713097713,0.8503118503118503,0.9397089397089398,153.9684905821665,0
development_evaluation,irradiance_first,background,quantile_raw,4,489,0.10723295045349916,29.027959687762227,82.60533261758691,0.7014314928425358,0.8977505112474438,0.9447852760736196,159.3584756386792,0
development_evaluation,irradiance_first,background,recovery,1,465,0.07390259371798882,20.005432119459574,57.92451482861167,0.7440860215053764,0.8946236559139785,0.956989247311828,119.74339738294609,0
development_evaluation,irradiance_first,background,recovery,2,473,0.07955893744014512,21.536604365047282,51.19171282272056,0.6892177589852009,0.8900634249471459,0.9556025369978859,142.815033194371,0
development_evaluation,irradiance_first,background,recovery,3,481,0.10045896287447607,27.19424125012067,73.74056705405269,0.7713097713097713,0.8503118503118503,0.9397089397089398,153.9684905821665,0
development_evaluation,irradiance_first,background,recovery,4,489,0.10723295045349916,29.027959687762227,82.60533261758691,0.7014314928425358,0.8977505112474438,0.9447852760736196,159.3584756386792,0
development_evaluation,irradiance_first,background,rolling,1,465,0.07390259371798882,20.005432119459574,57.92451482861167,0.7440860215053764,0.8946236559139785,0.956989247311828,119.74339738294609,0
