split,phase_detail,method,n,nwis,coverage50,coverage80,coverage90,width90_kw,repair_fraction,events
development_evaluation,recovery_6_to_24h,recovery_day,201,0.10062133545227522,0.47761194029850745,0.8258706467661692,0.9104477611940298,138.81755978749445,0.9054726368159204,8
development_evaluation,recovery_6_to_24h,signed_all,201,0.09932674990013322,0.6517412935323383,0.845771144278607,0.9303482587064676,141.17345394522704,0.0,8
development_evaluation,recovery_6_to_24h,signed_day,201,0.10037312897426325,0.47761194029850745,0.8208955223880597,0.9104477611940298,138.394091592697,0.9054726368159204,8
validation,background,aci_bounded_day,1477,0.10483871358822548,0.5355450236966824,0.8266756939742722,0.9106296547054841,146.240109234014,0.997968855788761,0
validation,background,context_day,1477,0.10402618032583401,0.5633039945836155,0.8625592417061612,0.943805010155721,150.09675367909688,0.9058903182125931,0
validation,background,expand_all,1477,0.1048313070554563,0.5991875423155044,0.8395396073121192,0.9417738659444821,151.56645516309533,0.07041299932295193,0
validation,background,expand_day,1477,0.10469275589148136,0.5998645903859174,0.8551117129316181,0.950575490859851,152.47232902604952,0.36154366960054163,0
validation,background,mask_day,1477,0.10444093579429947,0.5693974272173324,0.8402166553825322,0.9322951929587001,150.3493944890021,0.8740690589031821,0
validation,background,raw,1477,0.10486128778189653,0.5991875423155044,0.8395396073121192,0.9383886255924171,151.39363114681004,0.0,0
validation,background,recency_day,1477,0.10469271540622799,0.5470548408937035,0.8314150304671631,0.929587000677048,149.82198461617548,0.9417738659444821,0
validation,background,recovery_day,1477,0.10445689345635534,0.5680433310765064,0.8449559918754231,0.936357481381178,150.35645308045866,0.8767772511848341,0
validation,background,signed_all,1477,0.1048313070554563,0.5991875423155044,0.8395396073121192,0.9417738659444821,151.56645516309533,0.07041299932295193,0
validation,background,signed_day,1477,0.10464232539376667,0.5565335138794855,0.8388625592417062,0.9350033852403521,150.66625351663225,0.9052132701421801,0
validation,outage,aci_bounded_day,72,0.09187564124018222,0.8333333333333334,0.9722222222222222,0.9861111111111112,185.2396216448244,0.9027777777777778,6
validation,outage,context_day,72,0.08891960647715012,0.625,0.8888888888888888,0.9444444444444444,183.6536626844649,0.625,6
validation,outage,expand_all,72,0.09245825763118379,0.8611111111111112,0.9861111111111112,1.0,190.4864598984893,0.16666666666666666,6
validation,outage,expand_day,72,0.09277619571875896,0.8611111111111112,0.9861111111111112,1.0,192.24862522532948,0.4861111111111111,6
validation,outage,mask_day,72,0.0918004302032858,0.7916666666666666,0.9722222222222222,0.9861111111111112,188.93862866785014,0.8194444444444444,6
validation,outage,raw,72,0.09242443638425968,0.8611111111111112,0.9861111111111112,1.0,189.99756042745094,0.0,6
