site,case_id,case_group,period,method,horizon,n,nwis,nmae,coverage50,coverage80,coverage90,nwidth90,events
nist,clean,primary,evaluation,physical_availability,3,3978,0.051021157314269566,0.09098876002305792,0.5010055304172951,0.8079436902966315,0.9039718451483157,0.3997755570114996,0
nist,clean,primary,evaluation,physical_availability,4,3978,0.05700952560312226,0.10534304852386311,0.5070387129210658,0.8034188034188035,0.9042232277526395,0.4225694617164618,0
nist,clean,primary,evaluation,physical_recovery,1,3978,0.031694210349101234,0.05283412882899899,0.5070387129210658,0.811965811965812,0.9074912016088487,0.25866075863258925,0
nist,clean,primary,evaluation,physical_recovery,2,3978,0.04332435269355317,0.07438842186513044,0.5095525389643036,0.8109602815485168,0.9115133232780291,0.35197558192233086,0
nist,clean,primary,evaluation,physical_recovery,3,3978,0.05103024764867058,0.09098876002305792,0.5027652086475616,0.8099547511312217,0.9047259929612871,0.40061181661749534,0
nist,clean,primary,evaluation,physical_recovery,4,3978,0.057014637015462645,0.10534304852386311,0.5090497737556561,0.8046757164404224,0.9027149321266968,0.4229516167399434,0
nist,clean,primary,evaluation,previous_day,1,3978,0.08688771864429518,0.1436944259180944,0.48969331322272497,0.809703368526898,0.9150326797385621,0.63010109250366,0
nist,clean,primary,evaluation,previous_day,2,3978,0.08769921490637245,0.1455719616987137,0.49321266968325794,0.8149824032176973,0.918552036199095,0.6353312087076755,0
nist,clean,primary,evaluation,previous_day,3,3978,0.08857764766585502,0.1470680301657887,0.49824032176973354,0.8169934640522876,0.922071392659628,0.647124911487538,0
nist,clean,primary,evaluation,previous_day,4,3978,0.08928265525997814,0.1480001890399661,0.4997486173956762,0.8207642031171443,0.924333836098542,0.658232159413562,0
nist,clean,primary,evaluation,raw,1,3978,0.032086496597291285,0.05283412882899899,0.39894419306184015,0.68350930115636,0.8353443941679236,0.23536380831485826,0
nist,clean,primary,evaluation,raw,2,3978,0.043852054271083823,0.07438842186513044,0.40372046254399196,0.6784816490698844,0.8313222724987431,0.3257222909542194,0
nist,clean,primary,evaluation,raw,3,3978,0.05170761114265882,0.09098876002305792,0.3783308195072901,0.6684263448969331,0.8169934640522876,0.3640175942682732,0
nist,clean,primary,evaluation,raw,4,3978,0.05772795132360548,0.10534304852386311,0.38235294117647056,0.6762192056309704,0.8172448466566113,0.38754609515280086,0
nist,clean,primary,evaluation,recency,1,3978,0.03176673094797148,0.05283412882899899,0.5032679738562091,0.801659125188537,0.9044746103569633,0.2562495282262126,0
nist,clean,primary,evaluation,recency,2,3978,0.043391667687496,0.07438842186513044,0.504524886877828,0.806184012066365,0.9047259929612871,0.3494030301433645,0
nist,clean,primary,evaluation,recency,3,3978,0.051082864425888004,0.09098876002305792,0.4974861739567622,0.8021618903971846,0.9012066365007542,0.39590117751239345,0
nist,clean,primary,evaluation,recency,4,3978,0.05706651461390679,0.10534304852386311,0.5032679738562091,0.7961287078934137,0.8991955756661639,0.4195641142463162,0
nist,clean,primary,evaluation,rolling,1,3978,0.03179268437248268,0.05283412882899899,0.5017596782302665,0.8026646556058321,0.9042232277526395,0.25588725138627005,0
nist,clean,primary,evaluation,rolling,2,3978,0.04347181432592887,0.07438842186513044,0.5025138260432378,0.8024132730015083,0.9027149321266968,0.3500127135633816,0
nist,clean,primary,evaluation,rolling,3,3978,0.05118803167232194,0.09098876002305792,0.4984917043740573,0.7996480643539468,0.8984414278531926,0.39675474866900035,0
nist,clean,primary,evaluation,rolling,4,3978,0.05718189834253234,0.10534304852386311,0.49949723479135244,0.7941176470588235,0.8949220713926597,0.41965193161736924,0
nist,clean,primary,evaluation,single_imputation,1,3978,0.03564120487841595,0.05524247885410789,0.6018099547511312,0.8117144293614882,0.8687782805429864,0.21071776980375181,0
nist,clean,primary,evaluation,single_imputation,2,3978,0.04908742153818209,0.07822954080072353,0.528657616892911,0.7566616390145802,0.8343388637506285,0.2654304593576391,0
nist,clean,primary,evaluation,single_imputation,3,3978,0.05894513996565919,0.09463552452845014,0.48994469582704875,0.722473604826546,0.8089492207139266,0.2973066224855526,0
nist,clean,primary,evaluation,single_imputation,4,3978,0.06760019541456022,0.10764087437229711,0.4763700351935646,0.700603318250377,0.7890899949723479,0.32043546977527604,0
nist,clean,primary,warmup,aci_bounded,1,272,0.03318994445376898,0.054990586184100985,0.5,0.8014705882352942,0.9044117647058824,0.25062839324453884,0
nist,clean,primary,warmup,aci_bounded,2,272,0.04839222925185794,0.08643765082977718,0.5294117647058824,0.8088235294117647,0.8970588235294118,0.3836326007118554,0
nist,clean,primary,warmup,aci_bounded,3,272,0.05852638251375573,0.10607536066430935,0.5625,0.8125,0.9080882352941176,0.44048729175136053,0
nist,clean,primary,warmup,aci_bounded,4,272,0.06421827558952477,0.12285793411022829,0.5441176470588235,0.8161764705882353,0.9117647058823529,0.4671901157112803,0
nist,clean,primary,warmup,carry_forward,1,272,0.035810881963393694,0.05645409463221224,0.39338235294117646,0.6948529411764706,0.8455882352941176,0.33191666419088733,0
nist,clean,primary,warmup,carry_forward,2,272,0.05230929248651487,0.08865800308962368,0.3860294117647059,0.6544117647058824,0.8088235294117647,0.39421598713458084,0
nist,clean,primary,warmup,carry_forward,3,272,0.062130372018572265,0.11397427573468075,0.3492647058823529,0.7022058823529411,0.8308823529411765,0.43136303744232996,0
nist,clean,primary,warmup,carry_forward,4,272,0.06676682306657047,0.13170799552605839,0.3713235294117647,0.6875,0.8345588235294118,0.4427721362533037,0
nist,clean,primary,warmup,geometric_persistence,1,272,0.039310418642506784,0.05999021104390302,0.5735294117647058,0.8235294117647058,0.875,0.2684666879590487,0
nist,clean,primary,warmup,geometric_persistence,2,272,0.05802073074549618,0.09289684945772014,0.5735294117647058,0.8088235294117647,0.8897058823529411,0.40784882049614835,0
nist,clean,primary,warmup,geometric_persistence,3,272,0.07147654482454097,0.11945843362247457,0.5588235294117647,0.8125,0.8860294117647058,0.4876906674675528,0
nist,clean,primary,warmup,geometric_persistence,4,272,0.07879506239500186,0.13762075479973304,0.5551470588235294,0.8272058823529411,0.8897058823529411,0.5293769451729559,0
nist,clean,primary,warmup,mask50,1,272,0.033201586194998224,0.054990586184100985,0.5036764705882353,0.7941176470588235,0.9007352941176471,0.2491580687898909,0
nist,clean,primary,warmup,mask50,2,272,0.04841122610321221,0.08643765082977718,0.5183823529411765,0.8014705882352942,0.8933823529411765,0.38298330278960213,0
nist,clean,primary,warmup,mask50,3,272,0.05851374294077402,0.10607536066430935,0.5367647058823529,0.8014705882352942,0.9044117647058824,0.43894975665406244,0
nist,clean,primary,warmup,mask50,4,272,0.06415906510124735,0.12285793411022829,0.5330882352941176,0.8014705882352942,0.9007352941176471,0.46445242933244146,0
nist,clean,primary,warmup,mi_recency,1,272,0.03748213038920253,0.05903823824023924,0.5220588235294118,0.7977941176470589,0.8970588235294118,0.2617861514941281,0
nist,clean,primary,warmup,mi_recency,2,272,0.052311483324371716,0.08976471650028618,0.5220588235294118,0.8014705882352942,0.9044117647058824,0.32753732773820826,0
nist,clean,primary,warmup,mi_recency,3,272,0.0659187863391009,0.11513432624242301,0.5,0.8088235294117647,0.8933823529411765,0.4101653215262719,0
nist,clean,primary,warmup,mi_recency,4,272,0.07329713153702913,0.13082323911256546,0.5036764705882353,0.7757352941176471,0.8713235294117647,0.4504448378160649,0
nist,clean,primary,warmup,multiple_imputation,1,272,0.037911274197174855,0.05903823824023924,0.6213235294117647,0.7904411764705882,0.8492647058823529,0.20355435790117252,0
nist,clean,primary,warmup,multiple_imputation,2,272,0.05315258120608551,0.08976471650028618,0.43014705882352944,0.7389705882352942,0.8382352941176471,0.26166053915803733,0
nist,clean,primary,warmup,multiple_imputation,3,272,0.06929515215949027,0.11513432624242301,0.36764705882352944,0.6433823529411765,0.7389705882352942,0.2977016453397602,0
nist,clean,primary,warmup,multiple_imputation,4,272,0.07839496266540558,0.13082323911256546,0.33455882352941174,0.5919117647058824,0.7132352941176471,0.3208494225157162,0
nist,clean,primary,warmup,persistence,1,272,0.05068896107514857,0.08739122518235222,0.6544117647058824,0.8713235294117647,0.9191176470588235,0.36474168416396846,0
nist,clean,primary,warmup,persistence,2,272,0.07435877708928973,0.1428644262424216,0.6102941176470589,0.875,0.9448529411764706,0.5295103483072209,0
nist,clean,primary,warmup,persistence,3,272,0.08691659092802248,0.17264462085859464,0.6139705882352942,0.8566176470588235,0.9411764705882353,0.5887803993549765,0
nist,clean,primary,warmup,persistence,4,272,0.09202514123776127,0.18565880261413767,0.6176470588235294,0.8676470588235294,0.9301470588235294,0.60738730225559,0
nist,clean,primary,warmup,physical,1,272,0.0331165274755881,0.054990586184100985,0.5110294117647058,0.7904411764705882,0.9007352941176471,0.2500724720168344,0
nist,clean,primary,warmup,physical,2,272,0.048353198465811424,0.08643765082977718,0.5294117647058824,0.7977941176470589,0.8970588235294118,0.38455081214945835,0
nist,clean,primary,warmup,physical,3,272,0.05851787148264309,0.10607536066430935,0.5404411764705882,0.7867647058823529,0.9044117647058824,0.44090689811866257,0
nist,clean,primary,warmup,physical,4,272,0.0641982131163655,0.12285793411022829,0.5330882352941176,0.8051470588235294,0.9044117647058824,0.46589787506138525,0
nist,clean,primary,warmup,physical_availability,1,272,0.0331140180202248,0.054990586184100985,0.5110294117647058,0.7904411764705882,0.9007352941176471,0.249884076928978,0
nist,clean,primary,warmup,physical_availability,2,272,0.04835014801436288,0.08643765082977718,0.5294117647058824,0.7977941176470589,0.8970588235294118,0.3844919753891735,0
nist,clean,primary,warmup,physical_availability,3,272,0.05849602584759646,0.10607536066430935,0.5404411764705882,0.7867647058823529,0.9007352941176471,0.4409207664780627,0
nist,clean,primary,warmup,physical_availability,4,272,0.06419107577326828,0.12285793411022829,0.5330882352941176,0.8051470588235294,0.9044117647058824,0.46598055371821107,0
nist,clean,primary,warmup,physical_recovery,1,272,0.03308843595733305,0.054990586184100985,0.5110294117647058,0.7904411764705882,0.9007352941176471,0.25060437320741535,0
nist,clean,primary,warmup,physical_recovery,2,272,0.04834206622689332,0.08643765082977718,0.5294117647058824,0.7977941176470589,0.8970588235294118,0.384869048614153,0
nist,clean,primary,warmup,physical_recovery,3,272,0.058491135622442285,0.10607536066430935,0.5404411764705882,0.7867647058823529,0.9044117647058824,0.44123757550209003,0
nist,clean,primary,warmup,physical_recovery,4,272,0.06420370138715883,0.12285793411022829,0.5294117647058824,0.8014705882352942,0.9044117647058824,0.4661864718962104,0
nist,clean,primary,warmup,previous_day,1,272,0.10043118065849355,0.17428029319411548,0.3088235294117647,0.6654411764705882,0.8272058823529411,0.4878229833284441,0
nist,clean,primary,warmup,previous_day,2,272,0.0995689633590784,0.17428029319411548,0.3161764705882353,0.6727941176470589,0.8308823529411765,0.495659750365791,0
nist,clean,primary,warmup,previous_day,3,272,0.09905047738611976,0.17428029319411548,0.3235294117647059,0.6764705882352942,0.8419117647058824,0.4998828076786218,0
nist,clean,primary,warmup,previous_day,4,272,0.09878662613071179,0.17428029319411548,0.3235294117647059,0.6875,0.8419117647058824,0.5026859470069428,0
nist,clean,primary,warmup,raw,1,272,0.03331696816406609,0.054990586184100985,0.43014705882352944,0.6948529411764706,0.8161764705882353,0.2248530795941177,0
nist,clean,primary,warmup,raw,2,272,0.048655968536251135,0.08643765082977718,0.39338235294117646,0.6654411764705882,0.8235294117647058,0.3651614625124749,0
nist,clean,primary,warmup,raw,3,272,0.05883769233303887,0.10607536066430935,0.34191176470588236,0.6691176470588235,0.8088235294117647,0.4171326040195213,0
nist,clean,primary,warmup,raw,4,272,0.06438349861279132,0.12285793411022829,0.3713235294117647,0.6727941176470589,0.8235294117647058,0.4424663277634333,0
nist,clean,primary,warmup,recency,1,272,0.033205900050337314,0.054990586184100985,0.5036764705882353,0.7941176470588235,0.9007352941176471,0.24897841343575658,0
nist,clean,primary,warmup,recency,2,272,0.04841499769630072,0.08643765082977718,0.5183823529411765,0.8014705882352942,0.8933823529411765,0.3827117665948362,0
nist,clean,primary,warmup,recency,3,272,0.05851594404075684,0.10607536066430935,0.5367647058823529,0.8014705882352942,0.9044117647058824,0.4386630432639227,0
nist,clean,primary,warmup,recency,4,272,0.06416036561695038,0.12285793411022829,0.5330882352941176,0.8014705882352942,0.9007352941176471,0.46429734951250673,0
nist,clean,primary,warmup,rolling,1,272,0.03316948326659408,0.054990586184100985,0.5036764705882353,0.7977941176470589,0.9044117647058824,0.2506205750898192,0
nist,clean,primary,warmup,rolling,2,272,0.04838285047345897,0.08643765082977718,0.5330882352941176,0.8125,0.8970588235294118,0.3830045593255955,0
nist,clean,primary,warmup,rolling,3,272,0.05852003070912763,0.10607536066430935,0.5661764705882353,0.8088235294117647,0.9080882352941176,0.44006998572574496,0
nist,clean,primary,warmup,rolling,4,272,0.06422418029430388,0.12285793411022829,0.5404411764705882,0.8161764705882353,0.9117647058823529,0.46708254028713875,0
nist,clean,primary,warmup,single_imputation,1,272,0.037820060941308464,0.058697446728697845,0.6176470588235294,0.7941176470588235,0.8492647058823529,0.20374545351920056,0
nist,clean,primary,warmup,single_imputation,2,272,0.05292589257926587,0.08932374938707374,0.43014705882352944,0.7389705882352942,0.8382352941176471,0.2609806005725838,0
nist,clean,primary,warmup,single_imputation,3,272,0.06887252457970881,0.11391096958273292,0.375,0.6507352941176471,0.7389705882352942,0.2965158751014418,0
nist,clean,primary,warmup,single_imputation,4,272,0.07832499212617992,0.13083336010007218,0.33455882352941174,0.5955882352941176,0.7095588235294118,0.32019587014675255,0
nist,pv_only,primary,evaluation,aci_bounded,1,3978,0.03279010345583509,0.05473391192133981,0.4984917043740573,0.7991452991452992,0.8996983408748115,0.26700337213899644,48
nist,pv_only,primary,evaluation,aci_bounded,2,3978,0.04413804241663312,0.07565826268707239,0.5,0.8001508295625943,0.9007038712921066,0.3552640082349646,48
nist,pv_only,primary,evaluation,aci_bounded,3,3978,0.051671780341029004,0.09225892452534831,0.4949723479135244,0.7966314731020613,0.8966817496229261,0.399849598989029,48
nist,pv_only,primary,evaluation,aci_bounded,4,3978,0.05750093528249652,0.10632356276695486,0.4962292609351433,0.7968828557063852,0.8976872800402212,0.4234335071582151,48
nist,pv_only,primary,evaluation,carry_forward,1,3978,0.03565015757857135,0.05852282144811816,0.41452991452991456,0.7031171442936148,0.8421317244846657,0.29003019506534383,48
nist,pv_only,primary,evaluation,carry_forward,2,3978,0.046712499817655025,0.08034237810412974,0.40874811463046756,0.688034188034188,0.8298139768728005,0.34255068159928787,48
nist,pv_only,primary,evaluation,carry_forward,3,3978,0.054115920068308745,0.09763634080857167,0.39215686274509803,0.6845148315736551,0.8149824032176973,0.3740713028719053,48
nist,pv_only,primary,evaluation,carry_forward,4,3978,0.05976697068371206,0.11199172887545991,0.3851181498240322,0.678984414278532,0.8114630467571644,0.38649582690481965,48
nist,pv_only,primary,evaluation,geometric_persistence,1,3978,0.049526437546598884,0.07674803953274795,0.5027652086475616,0.8014077425842132,0.9097536450477627,0.3385761462443225,48
nist,pv_only,primary,evaluation,geometric_persistence,2,3978,0.06654700041295825,0.11186997777449449,0.5007541478129713,0.8124685771744595,0.9102564102564102,0.4604292096047626,48
nist,pv_only,primary,evaluation,geometric_persistence,3,3978,0.08101257575012584,0.14290436924254238,0.5057817998994469,0.799396681749623,0.9062342885872298,0.5531505961759471,48
nist,pv_only,primary,evaluation,geometric_persistence,4,3978,0.09150890334887567,0.1681008697060571,0.5085470085470085,0.808446455505279,0.9079939668174962,0.6212153046785853,48
nist,pv_only,primary,evaluation,mask50,1,3978,0.032754412163535404,0.05473391192133981,0.502262443438914,0.8054298642533937,0.9054801407742584,0.2680302548650108,48
nist,pv_only,primary,evaluation,mask50,2,3978,0.04406504143397887,0.07565826268707239,0.5020110608345902,0.8069381598793364,0.9042232277526395,0.3550240925443727,48
nist,pv_only,primary,evaluation,mask50,3,3978,0.05157038786329515,0.09225892452534831,0.5005027652086476,0.8041729512317748,0.9017094017094017,0.39785304854899517,48
nist,pv_only,primary,evaluation,mask50,4,3978,0.05738487572515693,0.10632356276695486,0.5047762694821518,0.803921568627451,0.9007038712921066,0.42083812094292683,48
nist,pv_only,primary,evaluation,mi_recency,1,3978,0.03537662406541116,0.055828623043570814,0.5065359477124183,0.8104575163398693,0.9049773755656109,0.25241028346069727,48
nist,pv_only,primary,evaluation,mi_recency,2,3978,0.04811883364231067,0.07828141311100009,0.5098039215686274,0.8051784816490699,0.9017094017094017,0.33134913766944873,48
nist,pv_only,primary,evaluation,mi_recency,3,3978,0.05686668890457254,0.09468881784830059,0.5025138260432378,0.8019105077928608,0.900201106083459,0.3979486966795007,48
nist,pv_only,primary,evaluation,mi_recency,4,3978,0.06428307094882389,0.10775019447102319,0.4987430869783811,0.8014077425842132,0.9007038712921066,0.4443109819454556,48
nist,pv_only,primary,evaluation,multiple_imputation,1,3978,0.03564961167092594,0.055828623043570814,0.6063348416289592,0.8190045248868778,0.8748114630467572,0.22029592661504835,48
nist,pv_only,primary,evaluation,multiple_imputation,2,3978,0.048802543270822105,0.07828141311100009,0.5354449472096531,0.7649572649572649,0.8408748114630468,0.2723122789781387,48
nist,pv_only,primary,evaluation,multiple_imputation,3,3978,0.05871768815000203,0.09468881784830059,0.4927099044746104,0.7275012569130216,0.8139768728004022,0.30203273365921474,48
nist,pv_only,primary,evaluation,multiple_imputation,4,3978,0.06739815178324848,0.10775019447102319,0.47561588738059324,0.7038712921065863,0.7921065862242332,0.3234475531345253,48
nist,pv_only,primary,evaluation,persistence,1,3978,0.06680164800540968,0.12043470410369952,0.49120160884866765,0.8049270990447461,0.9140271493212669,0.4243035504233078,48
nist,pv_only,primary,evaluation,persistence,2,3978,0.09387237033474159,0.18541571180898958,0.4904474610356963,0.8031674208144797,0.9117647058823529,0.5823557794690153,48
nist,pv_only,primary,evaluation,persistence,3,3978,0.11143241213042165,0.22866480813480425,0.5025138260432378,0.7983911513323279,0.9074912016088487,0.6757675502574837,48
nist,pv_only,primary,evaluation,persistence,4,3978,0.12150506087406183,0.2520104787171705,0.5075414781297134,0.8026646556058321,0.9042232277526395,0.7290238330365093,48
nist,pv_only,primary,evaluation,physical,1,3978,0.03270809583656286,0.05473391192133981,0.5017596782302665,0.808446455505279,0.9067370537958773,0.27019641492283897,48
nist,pv_only,primary,evaluation,physical,2,3978,0.04398933919309208,0.07565826268707239,0.5060331825037707,0.8109602815485168,0.9095022624434389,0.356705212387382,48
nist,pv_only,primary,evaluation,physical,3,3978,0.051477511286749225,0.09225892452534831,0.4972347913524384,0.8071895424836601,0.9027149321266968,0.40147902466173374,48
nist,pv_only,primary,evaluation,physical,4,3978,0.05729306134663708,0.10632356276695486,0.5050276520864756,0.8071895424836601,0.9052287581699346,0.42372054481118976,48
nist,pv_only,primary,evaluation,physical_availability,1,3978,0.0326961611107971,0.05473391192133981,0.5060331825037707,0.8122171945701357,0.9097536450477627,0.27071555399299363,48
nist,pv_only,primary,evaluation,physical_availability,2,3978,0.043995546823252026,0.07565826268707239,0.5032679738562091,0.8137254901960784,0.912770236299648,0.35759094851145395,48
nist,pv_only,primary,evaluation,physical_availability,3,3978,0.05150714155432661,0.09225892452534831,0.5005027652086476,0.8094519859225742,0.9039718451483157,0.40224779570590846,48
nist,pv_only,primary,evaluation,physical_availability,4,3978,0.05733078387852697,0.10632356276695486,0.510306686777275,0.8059326294620413,0.9042232277526395,0.42425139857572697,48
nist,pv_only,primary,evaluation,physical_recovery,1,3978,0.03269091962102974,0.05473391192133981,0.5077928607340372,0.8124685771744595,0.9092508798391151,0.27104832058063894,48
nist,pv_only,primary,evaluation,physical_recovery,2,3978,0.04400191659933754,0.07565826268707239,0.5082956259426847,0.8109602815485168,0.9107591754650578,0.35803803727462513,48
nist,pv_only,primary,evaluation,physical_recovery,3,3978,0.05152664416529682,0.09225892452534831,0.5037707390648567,0.8089492207139266,0.9044746103569633,0.4032031446426504,48
nist,pv_only,primary,evaluation,physical_recovery,4,3978,0.05733292185174014,0.10632356276695486,0.5110608345902463,0.806184012066365,0.9067370537958773,0.42503124649252344,48
nist,pv_only,primary,evaluation,previous_day,1,3978,0.08705956489592259,0.1440371038061883,0.48868778280542985,0.8089492207139266,0.9145299145299145,0.6296767266140351,48
nist,pv_only,primary,evaluation,previous_day,2,3978,0.08780240123438954,0.145796491248598,0.4924585218702866,0.8144796380090498,0.9183006535947712,0.6348753578278612,48
nist,pv_only,primary,evaluation,previous_day,3,3978,0.08858184026037963,0.1471535704254201,0.49798893916540976,0.8169934640522876,0.922071392659628,0.6467723100451697,48
nist,pv_only,primary,evaluation,previous_day,4,3978,0.08919818903396089,0.14799231597576845,0.49924585218702866,0.821015585721468,0.9248366013071896,0.6579497046788366,48
nist,pv_only,primary,evaluation,raw,1,3978,0.033059888712169305,0.05473391192133981,0.40271493212669685,0.6895424836601307,0.8401206636500754,0.24780042033654584,48
nist,pv_only,primary,evaluation,raw,2,3978,0.04452314664057789,0.07565826268707239,0.40120663650075417,0.6809954751131222,0.8328305681246858,0.33096720547073794,48
nist,pv_only,primary,evaluation,raw,3,3978,0.052183816784145,0.09225892452534831,0.37883358471593764,0.6709401709401709,0.8179989944695827,0.365837143659884,48
nist,pv_only,primary,evaluation,raw,4,3978,0.0580332485655032,0.10632356276695486,0.3841126194067371,0.6777275012569131,0.818753142282554,0.38870466390877395,48
nist,pv_only,primary,evaluation,recency,1,3978,0.032765437940054466,0.05473391192133981,0.502262443438914,0.8024132730015083,0.9052287581699346,0.2678868545152343,48
nist,pv_only,primary,evaluation,recency,2,3978,0.044070532253424555,0.07565826268707239,0.502262443438914,0.8046757164404224,0.9047259929612871,0.3546791926535608,48
nist,pv_only,primary,evaluation,recency,3,3978,0.05157544133213715,0.09225892452534831,0.5010055304172951,0.8011563599798894,0.9012066365007542,0.3974838048782466,48
nist,pv_only,primary,evaluation,recency,4,3978,0.05739126384137221,0.10632356276695486,0.5027652086475616,0.7973856209150327,0.8981900452488688,0.42051947522190963,48
nist,pv_only,primary,evaluation,rolling,1,3978,0.032791022826216036,0.05473391192133981,0.5002513826043238,0.8021618903971846,0.9039718451483157,0.2676136007952915,48
nist,pv_only,primary,evaluation,rolling,2,3978,0.04414536915522234,0.07565826268707239,0.5007541478129713,0.8019105077928608,0.9027149321266968,0.3552593632958243,48
