site,case_id,case_group,period,phase,method,horizon,n,nwis,nmae,coverage50,coverage80,coverage90,nwidth90,events
nist,joint_gradual,primary,warmup,normal,single_imputation,3,210,0.06633572106336176,0.11025658301406681,0.4,0.6619047619047619,0.7571428571428571,0.2989183343304032,0
nist,joint_gradual,primary,warmup,normal,single_imputation,4,212,0.0758054394947855,0.1268723138455976,0.35377358490566035,0.6179245283018868,0.7311320754716981,0.3217020001114231,0
nist,joint_gradual,primary,warmup,outage,aci_bounded,1,27,0.06592451661195149,0.12896053656195544,0.7407407407407407,0.8888888888888888,0.9629629629629629,0.5387785779527822,4
nist,joint_gradual,primary,warmup,outage,aci_bounded,2,26,0.06090178836284573,0.12186411208524342,0.6923076923076923,0.9615384615384616,0.9615384615384616,0.4889796275502646,4
nist,joint_gradual,primary,warmup,outage,aci_bounded,3,24,0.061785653356812915,0.11439348920169244,0.7083333333333334,0.9583333333333334,1.0,0.49354800757544975,3
nist,joint_gradual,primary,warmup,outage,aci_bounded,4,22,0.06187105357470212,0.11949111828020312,0.8636363636363636,1.0,1.0,0.5039212504224567,3
nist,joint_gradual,primary,warmup,outage,carry_forward,1,27,0.08896440244229492,0.19468266023391928,0.4444444444444444,0.8518518518518519,0.8518518518518519,0.4761105674801542,4
nist,joint_gradual,primary,warmup,outage,carry_forward,2,26,0.08265451790067858,0.18141984406530576,0.6923076923076923,0.8846153846153846,0.9615384615384616,0.4888313218044118,4
nist,joint_gradual,primary,warmup,outage,carry_forward,3,24,0.07410595394288598,0.15038916056357307,0.7083333333333334,0.875,1.0,0.49229745866313496,3
nist,joint_gradual,primary,warmup,outage,carry_forward,4,22,0.0638947543792653,0.09741794920171004,0.7727272727272727,0.9545454545454546,1.0,0.48942985054852634,3
nist,joint_gradual,primary,warmup,outage,geometric_persistence,1,27,0.18049248477760574,0.2629750243789647,0.14814814814814814,0.2962962962962963,0.4444444444444444,0.20427798425596647,4
nist,joint_gradual,primary,warmup,outage,geometric_persistence,2,26,0.13398631994068247,0.24927098351277965,0.23076923076923078,0.5384615384615384,0.7307692307692307,0.33465757505832,4
nist,joint_gradual,primary,warmup,outage,geometric_persistence,3,24,0.11353764522936353,0.238473823407603,0.375,0.7083333333333334,0.75,0.43606405677956617,3
nist,joint_gradual,primary,warmup,outage,geometric_persistence,4,22,0.10495323925525493,0.22604741958242636,0.45454545454545453,0.7727272727272727,0.8636363636363636,0.5108923913454704,3
nist,joint_gradual,primary,warmup,outage,mask50,1,27,0.06589483047533105,0.12896053656195544,0.7407407407407407,0.8888888888888888,0.9629629629629629,0.536190129990542,4
nist,joint_gradual,primary,warmup,outage,mask50,2,26,0.0608456477269192,0.12186411208524342,0.6923076923076923,0.9615384615384616,0.9615384615384616,0.48713685242738186,4
nist,joint_gradual,primary,warmup,outage,mask50,3,24,0.0616550455807048,0.11439348920169244,0.7083333333333334,0.9583333333333334,1.0,0.49020484687417604,3
nist,joint_gradual,primary,warmup,outage,mask50,4,22,0.06164576799333103,0.11949111828020312,0.8636363636363636,1.0,1.0,0.4996684146192029,3
nist,joint_gradual,primary,warmup,outage,mi_recency,1,27,0.06536487619173802,0.11547033010200528,0.5185185185185185,0.8888888888888888,0.9629629629629629,0.5859962141232885,4
nist,joint_gradual,primary,warmup,outage,mi_recency,2,26,0.0645695379825194,0.12584830910563863,0.46153846153846156,0.9615384615384616,0.9615384615384616,0.5570994067366252,4
nist,joint_gradual,primary,warmup,outage,mi_recency,3,24,0.06093510083130329,0.10557409181738531,0.6666666666666666,0.9166666666666666,1.0,0.5589285037328259,3
nist,joint_gradual,primary,warmup,outage,mi_recency,4,22,0.06211185005762161,0.11871658933844516,0.5454545454545454,0.9090909090909091,0.9545454545454546,0.5343406716484403,3
nist,joint_gradual,primary,warmup,outage,multiple_imputation,1,27,0.06529704417736448,0.11547033010200528,0.5555555555555556,0.8888888888888888,0.9629629629629629,0.5810182726341979,4
nist,joint_gradual,primary,warmup,outage,multiple_imputation,2,26,0.06358040328646045,0.12584830910563863,0.46153846153846156,0.9615384615384616,0.9615384615384616,0.5245886558949299,4
nist,joint_gradual,primary,warmup,outage,multiple_imputation,3,24,0.05928372090388648,0.10557409181738531,0.5833333333333334,0.8333333333333334,0.9583333333333334,0.4909159953336357,3
nist,joint_gradual,primary,warmup,outage,multiple_imputation,4,22,0.05876951071455025,0.11871658933844516,0.3181818181818182,0.8636363636363636,0.9545454545454546,0.44575412284667554,3
nist,joint_gradual,primary,warmup,outage,persistence,1,27,0.15895981776783558,0.2624528748056023,0.18518518518518517,0.48148148148148145,0.5555555555555556,0.2621067648118504,4
nist,joint_gradual,primary,warmup,outage,persistence,2,26,0.12027287577586804,0.24994574370340905,0.3076923076923077,0.6923076923076923,0.7692307692307693,0.38963920225815313,4
nist,joint_gradual,primary,warmup,outage,persistence,3,24,0.10928640455227777,0.23808089110536468,0.375,0.7083333333333334,0.8333333333333334,0.4662491072528014,3
nist,joint_gradual,primary,warmup,outage,persistence,4,22,0.10226144393963384,0.22202607717365755,0.45454545454545453,0.7727272727272727,0.8636363636363636,0.5253436533790062,3
nist,joint_gradual,primary,warmup,outage,physical,1,27,0.06590266926524073,0.12896053656195544,0.7407407407407407,0.8888888888888888,0.9629629629629629,0.5360922300010155,4
nist,joint_gradual,primary,warmup,outage,physical,2,26,0.06083491835446449,0.12186411208524342,0.6923076923076923,0.9230769230769231,0.9230769230769231,0.48817762124147457,4
nist,joint_gradual,primary,warmup,outage,physical,3,24,0.06167673726507094,0.11439348920169244,0.7083333333333334,0.9583333333333334,1.0,0.4909913861921685,3
nist,joint_gradual,primary,warmup,outage,physical,4,22,0.06165859821521698,0.11949111828020312,0.8181818181818182,1.0,1.0,0.4993952465303311,3
nist,joint_gradual,primary,warmup,outage,physical_availability,1,27,0.06595974367275256,0.12896053656195544,0.7407407407407407,0.8148148148148148,0.9629629629629629,0.5331157695156081,4
nist,joint_gradual,primary,warmup,outage,physical_availability,2,26,0.060591155729661755,0.12186411208524342,0.6923076923076923,0.9230769230769231,0.9230769230769231,0.4857189180242625,4
nist,joint_gradual,primary,warmup,outage,physical_availability,3,24,0.06151577340980687,0.11439348920169244,0.7083333333333334,0.9583333333333334,1.0,0.4884995283732106,3
nist,joint_gradual,primary,warmup,outage,physical_availability,4,22,0.06138878119649271,0.11949111828020312,0.8181818181818182,1.0,1.0,0.4975159357547218,3
