native_date,bright_hours,ac_max_w,ac_median_w,dc_max_w,dc_median_w,dc_v_median,poa_median,module_sentinel_fraction,all_observed_bright_ac_below_10w
2016-11-11,9,790.4111350000001,649.241305,854.3027716666667,701.4362766666667,252.625775,801.102285,0.0,False
2016-11-12,9,802.0165016666667,657.314425,868.80086,710.957105,249.985765,819.7410216666667,0.0,False
2016-11-13,6,752.9793283333333,629.6776875,815.5655966666667,684.3772008333333,253.3119458333333,761.5629658333334,0.0,False
2016-11-14,9,810.1140383333334,662.7415983333334,877.7589083333334,718.066325,250.45679333333334,817.5117116666667,0.0,False
2016-11-15,9,803.12471,582.2934018666667,871.4303,632.2923212000001,247.311305,830.9099883333333,0.0,False
2016-11-16,8,794.0634833333334,547.47094475,862.7316416666667,596.8031558333333,250.03168749999998,677.6938933333333,0.0,False
2016-11-18,9,847.0123966666667,347.0022275,910.81695,377.58919266666663,258.3451983333333,896.5773283333333,0.0,False
2016-11-19,9,840.4924916666666,607.1391966666666,904.8352733333334,652.912475,254.95631333333333,725.34119,0.0,False
2016-11-20,7,802.92322,645.49579,869.8309133333333,699.1335816666667,248.190535,795.24645,0.0,False
2016-11-21,6,804.9484316666666,586.9930158333334,870.9072133333334,637.9857466666667,251.00655666666665,719.4803333333334,0.0,False
2016-11-23,9,826.19393,669.8274133333333,891.1074733333334,720.95682,257.27865333333335,815.3610616666666,0.0,False
2016-11-24,9,863.8734883333333,697.0251416666667,930.991575,749.9090683333333,263.6141616666667,833.7524850000001,0.0,False
2016-11-25,9,819.6926216666667,653.9309483333333,886.44441,705.073485,252.46685666666664,806.46909,0.0,False
2016-11-26,8,823.1370933333333,675.69583,889.7733416666667,730.6954450000001,253.7952441666667,837.2829208333334,0.0,False
2016-11-27,6,621.9545266666667,424.97834166666667,673.2165550000001,462.77931916666665,265.4690158333333,502.3639873333334,0.0,False
2016-11-28,5,593.16532,246.81632,639.5260083333334,272.9488866666667,264.70532166666663,294.82291833333335,0.0,False
2016-11-29,7,544.5547666666666,475.80386333333337,587.76837,513.8520316666667,269.567185,561.8629833333333,0.0,False
2016-11-30,9,841.7085566666667,686.7149266666668,906.0181616666666,738.0852816666667,264.5814516666667,822.628715,0.0,False
2016-12-01,7,799.4964349999999,519.4493466666667,860.1654299999999,559.9806516666666,263.2042333333333,609.7936033333333,0.0,False
2016-12-02,2,195.33160166666667,192.3392225,217.11708666666667,214.18423083333334,270.90294166666666,227.10018416666668,0.0,False
2016-12-03,6,653.6403083333333,478.07809083333336,701.8023283333333,517.3240591666666,263.3162425,576.5967575,0.0,False
2016-12-04,9,841.6782316666666,618.6640583333334,908.27298,669.8937549999999,257.21565166666664,721.9429733333333,0.0,False
2016-12-05,8,745.3787649999999,600.7307293333333,805.3240433333334,652.05732775,260.52442499999995,713.9465878333333,0.0,False
2016-12-06,6,670.2711183333333,543.843525,719.3491316666666,584.9681266666666,268.94054083333333,645.5245474999999,0.0,False
2016-12-07,2,7.466206933333334,4.620047630366667,11.787319716666667,9.453665746666667,184.4848975,304.02587525,0.0,True
2016-12-08,8,643.0723733333333,441.6534458333333,686.86742,474.2551608333333,220.75564583333335,910.4936533333333,0.0,False
2016-12-09,8,643.0318383333334,356.4789559166667,693.2030833333333,389.7933688333333,257.1463233333333,499.32845883333334,0.0,False
2016-12-10,5,740.3228799999999,451.07430999999997,799.3142750000001,492.577455,260.83299999999997,531.6289766666666,0.0,False
2016-12-11,5,674.3724216666667,525.7864848333334,726.8862566666667,569.5138979999999,260.925385,541.2939986666667,0.0,False
2016-12-12,7,828.0260983333334,732.0931216666667,891.491615,787.96395,263.75217333333336,883.8340416666667,0.0,False
2016-12-13,7,617.2885769166667,2.7692091999999997,663.8243866333333,0.006623183736833333,1.3978194333333334,851.4370416666666,0.6833333333333333,False
2016-12-14,6,2.8475208333333333,2.802808175,-0.005833996800333334,-0.015815381175,1.4479006416666667,482.7049441666667,1.0,True
2016-12-15,7,2.946910766666667,2.8699369666666663,0.020760100666666666,-0.0012711471483333333,1.3651896716666667,480.68180333333333,1.0,True
2016-12-16,6,2.988185,2.9648244916666666,-0.0007742453366666667,-0.005193790793333333,1.4288114083333334,713.4933016666666,1.0,True
2016-12-17,6,2.8131318833333334,2.7818355416666667,-0.018484826,-0.02031874185,1.4721276333333333,534.84776,1.0,True
2016-12-18,8,2.9792804499999996,2.9157914583333335,0.0003357507043333333,-0.002649779349008675,1.3551072083333333,861.6715274999999,1.0,True
2016-12-19,8,3.0574982333333334,2.985197625,0.014156586566666665,0.009872910625,1.26733785,773.8240575,1.0,True
2016-12-20,7,3.0589712666666666,3.026618216666667,0.024503711833333334,0.01990418085,1.1504430933333334,626.836355,1.0,True
2016-12-21,6,3.0818330166666663,3.04362945,0.0047910322,0.0032918374635000002,1.3066996,442.84740249999993,1.0,True
