phase,event_id,difference,contrast,site,scenario
recovery_0_6,44,0.00035018918766663645,aci_bounded_minus_rolling,nist,joint_gradual
recovery_0_6,45,-0.00019859044660801935,aci_bounded_minus_rolling,nist,joint_gradual
recovery_0_6,46,0.00018900567858094467,aci_bounded_minus_rolling,nist,joint_gradual
recovery_0_6,47,0.00011135013871043246,aci_bounded_minus_rolling,nist,joint_gradual
recovery_0_6,48,0.00014522847769587354,aci_bounded_minus_rolling,nist,joint_gradual
recovery_0_6,49,6.018027743280159e-05,aci_bounded_minus_rolling,nist,joint_gradual
recovery_0_6,50,6.313209037913062e-05,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,26,3.8681665467445774e-05,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,27,-6.948562630648647e-05,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,28,8.370844885605452e-05,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,29,-0.0003059259839474941,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,30,-2.8394026376302245e-05,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,31,3.8053383052279975e-05,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,32,4.659868612279311e-05,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,33,-8.44738386708234e-06,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,34,-2.397682926338772e-05,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,35,0.00022400375005352476,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,36,-8.319825040212763e-05,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,37,-6.134348678534504e-05,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,38,0.00011745845834590314,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,39,6.79641764700516e-05,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,40,1.6147655257482598e-05,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,41,-3.098307035247499e-05,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,42,0.00012096016848493973,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,43,-2.3781602876711123e-05,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,44,4.6226877896036487e-05,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,45,-0.00040997133229815765,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,46,-0.0006146931974611312,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,47,2.9619640439915793e-05,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,48,8.243981240335076e-05,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,49,-2.5414285729032194e-06,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,50,6.527465687997278e-05,aci_bounded_minus_rolling,nist,joint_gradual
recovery_6_24,51,-2.4130413881533793e-06,aci_bounded_minus_rolling,nist,joint_gradual
outage,26,0.0002174561561667373,physical_recovery_minus_physical,colorado,joint_gradual
outage,27,-8.382705704296206e-05,physical_recovery_minus_physical,colorado,joint_gradual
outage,28,-4.135556992109796e-05,physical_recovery_minus_physical,colorado,joint_gradual
outage,29,-0.0001536033402934361,physical_recovery_minus_physical,colorado,joint_gradual
outage,30,-8.572663586148247e-05,physical_recovery_minus_physical,colorado,joint_gradual
outage,31,-0.0002316601510516898,physical_recovery_minus_physical,colorado,joint_gradual
outage,32,-0.00022252678849975533,physical_recovery_minus_physical,colorado,joint_gradual
outage,33,-0.00010123884766096443,physical_recovery_minus_physical,colorado,joint_gradual
outage,34,0.00013182343188561542,physical_recovery_minus_physical,colorado,joint_gradual
outage,35,-0.0005396303955058038,physical_recovery_minus_physical,colorado,joint_gradual
outage,36,6.040123109006751e-05,physical_recovery_minus_physical,colorado,joint_gradual
outage,37,-5.883762461353272e-05,physical_recovery_minus_physical,colorado,joint_gradual
outage,38,1.7536249560071782e-05,physical_recovery_minus_physical,colorado,joint_gradual
outage,39,-0.00015997038179433427,physical_recovery_minus_physical,colorado,joint_gradual
outage,40,-5.8329716061221985e-05,physical_recovery_minus_physical,colorado,joint_gradual
outage,41,-0.00011534226302671915,physical_recovery_minus_physical,colorado,joint_gradual
outage,42,2.7976325574679498e-05,physical_recovery_minus_physical,colorado,joint_gradual
outage,43,0.00013783994472840893,physical_recovery_minus_physical,colorado,joint_gradual
