site,scenario,period,phase,method,horizon,n,nwis,nmae,coverage50,coverage80,coverage90,nwidth90,events
nist,clean,development_evaluation,normal,recency,4,2137,0.05515322109111316,0.09945454367384762,0.5067852129153019,0.8020589611605053,0.9096864763687412,0.41067892769248826,0
nist,clean,development_evaluation,normal,rolling,1,2138,0.03379137229725488,0.0539622780479579,0.4976613657623948,0.7998129092609916,0.901309635173059,0.28984815181848916,0
nist,clean,development_evaluation,normal,rolling,2,2137,0.04406820730143755,0.07507001454839142,0.5049134300421151,0.7959756668226485,0.9059429106223678,0.36130147926544787,0
nist,clean,development_evaluation,normal,rolling,3,2137,0.050940553345712215,0.08785891739246868,0.5058493214787084,0.8086102012166588,0.9148338792700047,0.44138118756034456,0
nist,clean,development_evaluation,normal,rolling,4,2137,0.05520532355104864,0.09945454367384762,0.5109967243799719,0.802526906878802,0.9059429106223678,0.41089013780252015,0
nist,clean,validation,normal,aci_bounded,1,1899,0.034830448108188874,0.05462363116270238,0.4918378093733544,0.7946287519747235,0.9031068983675619,0.2999628877895283,0
nist,clean,validation,normal,aci_bounded,2,1899,0.04727283455933213,0.08023277938866254,0.49921011058451814,0.7977883096366508,0.8999473407056345,0.3954355289368323,0
nist,clean,validation,normal,aci_bounded,3,1899,0.05670950507438363,0.09809786475171993,0.4939441811479726,0.7977883096366508,0.8983675618746709,0.4674087893205119,0
nist,clean,validation,normal,aci_bounded,4,1899,0.06308036032589326,0.11404450402583867,0.4965771458662454,0.7904160084254871,0.8983675618746709,0.4556575253496204,0
nist,clean,validation,normal,mask50,1,1899,0.03478735411651477,0.05462363116270238,0.49973670352817273,0.8025276461295419,0.908899420747762,0.3011255846197009,0
nist,clean,validation,normal,mask50,2,1899,0.04724648211080544,0.08023277938866254,0.507635597682991,0.7983149025803055,0.9010005265929436,0.39565385782796136,0
nist,clean,validation,normal,mask50,3,1899,0.05663812913079285,0.09809786475171993,0.5039494470774092,0.7962085308056872,0.9041600842548709,0.4682833227671316,0
nist,clean,validation,normal,mask50,4,1899,0.06300335311231053,0.11404450402583867,0.49921011058451814,0.8025276461295419,0.9062664560294892,0.4561661301984096,0
nist,clean,validation,normal,physical,1,1899,0.0346944860733704,0.05462363116270238,0.4986835176408636,0.8030542390731964,0.9094260136914165,0.30276585060894323,0
nist,clean,validation,normal,physical,2,1899,0.047024317562495095,0.08023277938866254,0.5002632964718273,0.8109531332280148,0.9062664560294892,0.39905378503248745,0
nist,clean,validation,normal,physical,3,1899,0.05622263236814925,0.09809786475171993,0.5002632964718273,0.809373354397051,0.9104791995787257,0.47199678550422813,0
nist,clean,validation,normal,physical,4,1899,0.0624758056255866,0.11404450402583867,0.5107951553449184,0.8130595050026329,0.9083728278041074,0.4619367256081449,0
nist,clean,validation,normal,physical_recovery,1,1899,0.03468970951264032,0.05462363116270238,0.5071090047393365,0.8056872037914692,0.9094260136914165,0.3031257499819816,0
nist,clean,validation,normal,physical_recovery,2,1899,0.047020686609701684,0.08023277938866254,0.5028962611901,0.8120063191153238,0.9057398630858347,0.39947572128133374,0
nist,clean,validation,normal,physical_recovery,3,1899,0.056232199825249254,0.09809786475171993,0.5013164823591364,0.8067403896787783,0.9083728278041074,0.47211783378770833,0
nist,clean,validation,normal,physical_recovery,4,1899,0.06249393794703367,0.11404450402583867,0.5071090047393365,0.8125329120589784,0.9110057925223802,0.4621721652536121,0
nist,clean,validation,normal,raw,1,1899,0.03518015752225374,0.05462363116270238,0.36808846761453395,0.6972090573986308,0.8183254344391785,0.27507843367567264,0
nist,clean,validation,normal,raw,2,1899,0.048286360323711766,0.08023277938866254,0.34807793575566087,0.6197998946814113,0.7783043707214323,0.3538901489320251,0
nist,clean,validation,normal,raw,3,1899,0.057887538887409905,0.09809786475171993,0.33649289099526064,0.6092680358083201,0.8141126908899421,0.43937949811992505,0
nist,clean,validation,normal,raw,4,1899,0.0647826803224419,0.11404450402583867,0.3175355450236967,0.5839915745129015,0.741969457609268,0.407103014048551,0
nist,clean,validation,normal,recency,1,1899,0.03477632336625792,0.05462363116270238,0.4939441811479726,0.8004212743549236,0.9083728278041074,0.30056850091621884,0
nist,clean,validation,normal,recency,2,1899,0.04722759201074707,0.08023277938866254,0.5007898894154819,0.7972617166929963,0.9010005265929436,0.39550841674620757,0
nist,clean,validation,normal,recency,3,1899,0.05659825117665789,0.09809786475171993,0.5007898894154819,0.7983149025803055,0.9036334913112164,0.4683203806979196,0
nist,clean,validation,normal,recency,4,1899,0.0629756482850496,0.11404450402583867,0.49973670352817273,0.7983149025803055,0.9036334913112164,0.4561571355031535,0
nist,clean,validation,normal,rolling,1,1899,0.03481990994303197,0.05462363116270238,0.49499736703528174,0.7993680884676145,0.9062664560294892,0.3012141604229279,0
nist,clean,validation,normal,rolling,2,1899,0.047256699649755665,0.08023277938866254,0.4976303317535545,0.8030542390731964,0.9025803054239073,0.3963466579461653,0
nist,clean,validation,normal,rolling,3,1899,0.05668509644171077,0.09809786475171993,0.5002632964718273,0.8004212743549236,0.9015271195365983,0.46934564745750873,0
nist,clean,validation,normal,rolling,4,1899,0.06304904642715357,0.11404450402583867,0.5007898894154819,0.7925223802001053,0.9031068983675619,0.4575008070659218,0
nist,clean,warmup,normal,aci_bounded,1,289,0.030941868609207043,0.04830888055433251,0.5397923875432526,0.8373702422145328,0.8961937716262975,0.27995485123563085,0
nist,clean,warmup,normal,aci_bounded,2,289,0.047708686779271134,0.0826675828824267,0.5155709342560554,0.8339100346020761,0.903114186851211,0.3946194363376512,0
nist,clean,warmup,normal,aci_bounded,3,289,0.06027623028857613,0.10805242114854977,0.5605536332179931,0.8131487889273357,0.9273356401384083,0.49079149022356006,0
nist,clean,warmup,normal,aci_bounded,4,289,0.07271172793707475,0.13393656457562994,0.5536332179930796,0.8546712802768166,0.8996539792387543,0.4963126859495571,0
nist,clean,warmup,normal,mask50,1,289,0.03091323168307334,0.04830888055433251,0.5190311418685121,0.8304498269896193,0.889273356401384,0.27789708487694026,0
nist,clean,warmup,normal,mask50,2,289,0.04761158230380993,0.0826675828824267,0.5224913494809689,0.8200692041522492,0.903114186851211,0.3881862303617819,0
nist,clean,warmup,normal,mask50,3,289,0.060114173619674006,0.10805242114854977,0.5432525951557093,0.8062283737024222,0.9204152249134948,0.4859713800774395,0
nist,clean,warmup,normal,mask50,4,289,0.0724683384146316,0.13393656457562994,0.5397923875432526,0.8442906574394463,0.8858131487889274,0.49117473469952605,0
nist,clean,warmup,normal,physical,1,289,0.030829094358946273,0.04830888055433251,0.5294117647058824,0.8269896193771626,0.903114186851211,0.2776136448895695,0
nist,clean,warmup,normal,physical,2,289,0.04749545204667602,0.0826675828824267,0.5190311418685121,0.8269896193771626,0.903114186851211,0.391327406771084,0
nist,clean,warmup,normal,physical,3,289,0.06007128144394207,0.10805242114854977,0.5605536332179931,0.8062283737024222,0.9204152249134948,0.4871511671426544,0
nist,clean,warmup,normal,physical,4,289,0.07256076971286653,0.13393656457562994,0.5640138408304498,0.8442906574394463,0.889273356401384,0.49424061793630975,0
nist,clean,warmup,normal,physical_recovery,1,289,0.03081579859055046,0.04830888055433251,0.5190311418685121,0.8235294117647058,0.903114186851211,0.27766500758760904,0
nist,clean,warmup,normal,physical_recovery,2,289,0.047494268347533425,0.0826675828824267,0.5190311418685121,0.8304498269896193,0.9100346020761245,0.39197885896302864,0
nist,clean,warmup,normal,physical_recovery,3,289,0.06005864340807899,0.10805242114854977,0.5501730103806228,0.8166089965397924,0.9238754325259516,0.4869842086273649,0
nist,clean,warmup,normal,physical_recovery,4,289,0.07256672643802507,0.13393656457562994,0.5640138408304498,0.8477508650519031,0.889273356401384,0.4942342486540768,0
nist,clean,warmup,normal,raw,1,289,0.03130787286588715,0.04830888055433251,0.35986159169550175,0.6920415224913494,0.8166089965397924,0.2437806308792939,0
nist,clean,warmup,normal,raw,2,289,0.04881447472345098,0.0826675828824267,0.35986159169550175,0.5986159169550173,0.7820069204152249,0.33465650222114435,0
nist,clean,warmup,normal,raw,3,289,0.06136852880250617,0.10805242114854977,0.3494809688581315,0.6055363321799307,0.8096885813148789,0.4341090166952678,0
nist,clean,warmup,normal,raw,4,289,0.07354554636768136,0.13393656457562994,0.36678200692041524,0.5951557093425606,0.7508650519031141,0.4230028457110819,0
nist,clean,warmup,normal,recency,1,289,0.03092130228138265,0.04830888055433251,0.5224913494809689,0.8339100346020761,0.8858131487889274,0.2780452424305421,0
nist,clean,warmup,normal,recency,2,289,0.04762333751949641,0.0826675828824267,0.5155709342560554,0.8131487889273357,0.8996539792387543,0.38810010228671604,0
nist,clean,warmup,normal,recency,3,289,0.060151304250121586,0.10805242114854977,0.5570934256055363,0.8027681660899654,0.916955017301038,0.48589123994593486,0
nist,clean,warmup,normal,recency,4,289,0.07250531681514419,0.13393656457562994,0.5432525951557093,0.8373702422145328,0.8823529411764706,0.4913423477955004,0
nist,clean,warmup,normal,rolling,1,289,0.030928294264950383,0.04830888055433251,0.5432525951557093,0.8373702422145328,0.889273356401384,0.27830427062429175,0
nist,clean,warmup,normal,rolling,2,289,0.04767343753823716,0.0826675828824267,0.5017301038062284,0.8304498269896193,0.903114186851211,0.39059556545720747,0
nist,clean,warmup,normal,rolling,3,289,0.060289735796340796,0.10805242114854977,0.5640138408304498,0.8062283737024222,0.9204152249134948,0.4900101512499344,0
nist,clean,warmup,normal,rolling,4,289,0.0727463753163997,0.13393656457562994,0.5570934256055363,0.8546712802768166,0.8927335640138409,0.4934564160120858,0
nist,joint_gradual,development_evaluation,normal,aci_bounded,1,1688,0.03409023981597281,0.05465436183750843,0.504739336492891,0.8110189573459715,0.9075829383886256,0.2929880953063108,0
nist,joint_gradual,development_evaluation,normal,aci_bounded,2,1687,0.043898449654963916,0.0749877631964891,0.5133372851215174,0.7978660343805573,0.9063426200355661,0.3599909865397573,0
nist,joint_gradual,development_evaluation,normal,aci_bounded,3,1686,0.050344448256496484,0.08693322048507997,0.5100830367734283,0.8125741399762753,0.9098457888493475,0.441324890019789,0
nist,joint_gradual,development_evaluation,normal,aci_bounded,4,1686,0.05413563475485576,0.09783882798768373,0.5213523131672598,0.8096085409252669,0.9128113879003559,0.4083540400984745,0
nist,joint_gradual,development_evaluation,normal,mask50,1,1688,0.03409251820513534,0.05465436183750843,0.5023696682464455,0.8127962085308057,0.9052132701421801,0.29205354107041603,0
nist,joint_gradual,development_evaluation,normal,mask50,2,1687,0.043867598579323416,0.0749877631964891,0.5097806757557795,0.7990515708358032,0.9063426200355661,0.35790311355908777,0
nist,joint_gradual,development_evaluation,normal,mask50,3,1686,0.050319752950266444,0.08693322048507997,0.5154211150652431,0.8102016607354685,0.9139976275207592,0.44188377447697064,0
nist,joint_gradual,development_evaluation,normal,mask50,4,1686,0.054094429451657926,0.09783882798768373,0.5207591933570581,0.8066429418742586,0.9145907473309609,0.406035071289649,0
nist,joint_gradual,development_evaluation,normal,physical,1,1688,0.033925245816651746,0.05465436183750843,0.5029620853080569,0.8199052132701422,0.9146919431279621,0.2939799398011599,0
nist,joint_gradual,development_evaluation,normal,physical,2,1687,0.04373264773189099,0.0749877631964891,0.5180794309425015,0.8085358624777712,0.917605216360403,0.36118890302872486,0
nist,joint_gradual,development_evaluation,normal,physical,3,1686,0.05015739055830291,0.08693322048507997,0.5213523131672598,0.8315539739027283,0.9258600237247924,0.4438052809749546,0
nist,joint_gradual,development_evaluation,normal,physical,4,1686,0.05398717034761099,0.09783882798768373,0.5266903914590747,0.8202846975088968,0.9199288256227758,0.4098526128498591,0
nist,joint_gradual,development_evaluation,normal,physical_recovery,1,1688,0.03391619102211561,0.05465436183750843,0.5,0.8193127962085308,0.9135071090047393,0.2933056015952552,0
nist,joint_gradual,development_evaluation,normal,physical_recovery,2,1687,0.04369992215307883,0.0749877631964891,0.5091879075281565,0.8073503260225252,0.915826911677534,0.3606215867838402,0
nist,joint_gradual,development_evaluation,normal,physical_recovery,3,1686,0.05016153856509554,0.08693322048507997,0.5166073546856464,0.8179122182680901,0.924673784104389,0.44291122852377895,0
nist,joint_gradual,development_evaluation,normal,physical_recovery,4,1686,0.05399257745384276,0.09783882798768373,0.5177935943060499,0.8167259786476868,0.9205219454329775,0.40825732616629834,0
nist,joint_gradual,development_evaluation,normal,raw,1,1688,0.03430346046221381,0.05465436183750843,0.38329383886255924,0.7268957345971564,0.8524881516587678,0.2757590842181406,0
nist,joint_gradual,development_evaluation,normal,raw,2,1687,0.04439517177273697,0.0749877631964891,0.3977474807350326,0.6745702430349734,0.8541790160047421,0.3382163684700392,0
nist,joint_gradual,development_evaluation,normal,raw,3,1686,0.05078052485837318,0.08693322048507997,0.40569395017793597,0.7046263345195729,0.8908659549228944,0.43271095887788336,0
nist,joint_gradual,development_evaluation,normal,raw,4,1686,0.05458399498615638,0.09783882798768373,0.3956109134045077,0.6921708185053381,0.8546856465005931,0.38925914233552666,0
nist,joint_gradual,development_evaluation,normal,recency,1,1688,0.03410167815163285,0.05465436183750843,0.5082938388625592,0.8169431279620853,0.909952606635071,0.2944011343049268,0
nist,joint_gradual,development_evaluation,normal,recency,2,1687,0.04388318393091523,0.0749877631964891,0.5210432720806165,0.8032009484291642,0.9087136929460581,0.3605008781978238,0
nist,joint_gradual,development_evaluation,normal,recency,3,1686,0.05035091737114118,0.08693322048507997,0.5225385527876631,0.8185053380782918,0.9217081850533808,0.4445181242786438,0
nist,joint_gradual,development_evaluation,normal,recency,4,1686,0.05413722809213629,0.09783882798768373,0.5302491103202847,0.8137603795966786,0.9187425860023725,0.40937996937078747,0
nist,joint_gradual,development_evaluation,normal,rolling,1,1688,0.03408542353815898,0.05465436183750843,0.5053317535545023,0.8122037914691943,0.9111374407582938,0.2934450054564818,0
nist,joint_gradual,development_evaluation,normal,rolling,2,1687,0.043892492314725265,0.0749877631964891,0.5174866627148785,0.8032009484291642,0.9116775340841731,0.36127741866844143,0
nist,joint_gradual,development_evaluation,normal,rolling,3,1686,0.050340055676352045,0.08693322048507997,0.5243179122182681,0.8208778173190985,0.9187425860023725,0.4440640458518087,0
nist,joint_gradual,development_evaluation,normal,rolling,4,1686,0.054138362117400925,0.09783882798768373,0.5361803084223014,0.8173190984578885,0.9175563463819691,0.40960524631387146,0
nist,joint_gradual,development_evaluation,outage,aci_bounded,1,147,0.07943348975220225,0.1416428745728623,0.4421768707482993,0.673469387755102,0.7891156462585034,0.514775476188752,23
nist,joint_gradual,development_evaluation,outage,aci_bounded,2,147,0.07593017141002364,0.15008884636259895,0.3673469387755102,0.7210884353741497,0.8299319727891157,0.461326868858652,22
nist,joint_gradual,development_evaluation,outage,aci_bounded,3,148,0.07885735053619114,0.1537285939640778,0.3918918918918919,0.6554054054054054,0.7364864864864865,0.41112062003142713,22
nist,joint_gradual,development_evaluation,outage,aci_bounded,4,148,0.07968012381611626,0.1549316457904662,0.39864864864864863,0.668918918918919,0.7972972972972973,0.43703397169346214,24
nist,joint_gradual,development_evaluation,outage,mask50,1,147,0.07932913407762993,0.1416428745728623,0.4489795918367347,0.6802721088435374,0.7959183673469388,0.5180225363845805,23
nist,joint_gradual,development_evaluation,outage,mask50,2,147,0.07563992723689084,0.15008884636259895,0.38095238095238093,0.7278911564625851,0.8435374149659864,0.4648171522448858,22
nist,joint_gradual,development_evaluation,outage,mask50,3,148,0.0784161737061877,0.1537285939640778,0.41216216216216217,0.6891891891891891,0.7702702702702703,0.4169257015947355,22
nist,joint_gradual,development_evaluation,outage,mask50,4,148,0.0792831946570353,0.1549316457904662,0.40540540540540543,0.6756756756756757,0.8040540540540541,0.4397720514853641,24
nist,joint_gradual,development_evaluation,outage,physical,1,147,0.07910541447991508,0.1416428745728623,0.4421768707482993,0.6870748299319728,0.8027210884353742,0.5223267583768384,23
nist,joint_gradual,development_evaluation,outage,physical,2,147,0.07521643638367546,0.15008884636259895,0.3673469387755102,0.7278911564625851,0.8571428571428571,0.46685393581708184,22
nist,joint_gradual,development_evaluation,outage,physical,3,148,0.07767069632076658,0.1537285939640778,0.3918918918918919,0.6824324324324325,0.7702702702702703,0.4238790861686625,22
nist,joint_gradual,development_evaluation,outage,physical,4,148,0.07858008684047761,0.1549316457904662,0.38513513513513514,0.7027027027027027,0.8175675675675675,0.44556473341170155,24
nist,joint_gradual,development_evaluation,outage,physical_recovery,1,147,0.0790059459948464,0.1416428745728623,0.4217687074829932,0.7006802721088435,0.7959183673469388,0.5295898096918087,23
nist,joint_gradual,development_evaluation,outage,physical_recovery,2,147,0.07523572034863987,0.15008884636259895,0.3741496598639456,0.7210884353741497,0.8639455782312925,0.467577673913111,22
nist,joint_gradual,development_evaluation,outage,physical_recovery,3,148,0.07765654874656425,0.1537285939640778,0.41216216216216217,0.7162162162162162,0.7905405405405406,0.43286634208644176,22
nist,joint_gradual,development_evaluation,outage,physical_recovery,4,148,0.07845818540480232,0.1549316457904662,0.44594594594594594,0.7297297297297297,0.8445945945945946,0.45095976397083576,24
nist,joint_gradual,development_evaluation,outage,raw,1,147,0.08003874235485665,0.1416428745728623,0.3877551020408163,0.6122448979591837,0.7210884353741497,0.5016823509935565,23
nist,joint_gradual,development_evaluation,outage,raw,2,147,0.07721201700333531,0.15008884636259895,0.3401360544217687,0.6258503401360545,0.8027210884353742,0.4463587630358143,22
nist,joint_gradual,development_evaluation,outage,raw,3,148,0.0802594958338561,0.1537285939640778,0.30405405405405406,0.5608108108108109,0.7027027027027027,0.3985800633272424,22
nist,joint_gradual,development_evaluation,outage,raw,4,148,0.08138171661794538,0.1549316457904662,0.2905405405405405,0.5472972972972973,0.7702702702702703,0.4160251694596768,24
nist,joint_gradual,development_evaluation,outage,recency,1,147,0.07929965024087184,0.1416428745728623,0.4421768707482993,0.6802721088435374,0.7891156462585034,0.517480308673804,23
nist,joint_gradual,development_evaluation,outage,recency,2,147,0.07568637585816551,0.15008884636259895,0.3741496598639456,0.7278911564625851,0.8435374149659864,0.46410368708978533,22
nist,joint_gradual,development_evaluation,outage,recency,3,148,0.07849956291553907,0.1537285939640778,0.41216216216216217,0.6756756756756757,0.75,0.4146608854079115,22
nist,joint_gradual,development_evaluation,outage,recency,4,148,0.07929567155746499,0.1549316457904662,0.41216216216216217,0.6621621621621622,0.7972972972972973,0.4381951055994855,24
nist,joint_gradual,development_evaluation,outage,rolling,1,147,0.07943450080361164,0.1416428745728623,0.4489795918367347,0.673469387755102,0.7959183673469388,0.515826875022187,23
nist,joint_gradual,development_evaluation,outage,rolling,2,147,0.07602524050569123,0.15008884636259895,0.3673469387755102,0.7278911564625851,0.8367346938775511,0.46341062584045173,22
nist,joint_gradual,development_evaluation,outage,rolling,3,148,0.07884779454762769,0.1537285939640778,0.41216216216216217,0.6756756756756757,0.7567567567567568,0.4145601377648984,22
nist,joint_gradual,development_evaluation,outage,rolling,4,148,0.07969744871681257,0.1549316457904662,0.40540540540540543,0.668918918918919,0.8040540540540541,0.43818945306840706,24
nist,joint_gradual,development_evaluation,recovery_0_6,aci_bounded,1,78,0.032437381257547415,0.053994028758750034,0.4358974358974359,0.7564102564102564,0.8846153846153846,0.26914271739033285,19
nist,joint_gradual,development_evaluation,recovery_0_6,aci_bounded,2,80,0.042643617219009125,0.07548396029866458,0.375,0.7875,0.8875,0.3208021576560653,19
nist,joint_gradual,development_evaluation,recovery_0_6,aci_bounded,3,77,0.050527153293748586,0.09047205595869397,0.4155844155844156,0.7532467532467533,0.8961038961038961,0.3850511392580067,17
nist,joint_gradual,development_evaluation,recovery_0_6,aci_bounded,4,77,0.05549333987473186,0.10620215689065642,0.3246753246753247,0.7272727272727273,0.8441558441558441,0.3617444512892166,20
nist,joint_gradual,development_evaluation,recovery_0_6,mask50,1,78,0.03241486780429648,0.053994028758750034,0.4358974358974359,0.7307692307692307,0.8846153846153846,0.2674667255397121,19
nist,joint_gradual,development_evaluation,recovery_0_6,mask50,2,80,0.04261087303213087,0.07548396029866458,0.4,0.7625,0.8875,0.318374859235135,19
nist,joint_gradual,development_evaluation,recovery_0_6,mask50,3,77,0.050452075000211434,0.09047205595869397,0.44155844155844154,0.7402597402597403,0.8831168831168831,0.3852804977649881,17
nist,joint_gradual,development_evaluation,recovery_0_6,mask50,4,77,0.05543743770436987,0.10620215689065642,0.35064935064935066,0.6883116883116883,0.8441558441558441,0.36090761564555457,20
nist,joint_gradual,development_evaluation,recovery_0_6,physical,1,78,0.03235880623713402,0.053994028758750034,0.4358974358974359,0.7564102564102564,0.8846153846153846,0.2683649976052492,19
nist,joint_gradual,development_evaluation,recovery_0_6,physical,2,80,0.04245636318954575,0.07548396029866458,0.375,0.825,0.9,0.32068423934735246,19
nist,joint_gradual,development_evaluation,recovery_0_6,physical,3,77,0.05039758907128954,0.09047205595869397,0.4155844155844156,0.7662337662337663,0.8831168831168831,0.3855188717388093,17
nist,joint_gradual,development_evaluation,recovery_0_6,physical,4,77,0.05523054804882145,0.10620215689065642,0.3246753246753247,0.7402597402597403,0.8571428571428571,0.36186590711687067,20
nist,joint_gradual,development_evaluation,recovery_0_6,physical_recovery,1,78,0.03235107278129123,0.053994028758750034,0.44871794871794873,0.7564102564102564,0.8846153846153846,0.2695232937754673,19
nist,joint_gradual,development_evaluation,recovery_0_6,physical_recovery,2,80,0.04259218382708636,0.07548396029866458,0.375,0.8125,0.8875,0.32067846194092603,19
nist,joint_gradual,development_evaluation,recovery_0_6,physical_recovery,3,77,0.05038699485300451,0.09047205595869397,0.38961038961038963,0.7662337662337663,0.8831168831168831,0.3832792213229458,17
nist,joint_gradual,development_evaluation,recovery_0_6,physical_recovery,4,77,0.055145974893461465,0.10620215689065642,0.3116883116883117,0.7402597402597403,0.8181818181818182,0.36106096069557525,20
nist,joint_gradual,development_evaluation,recovery_0_6,raw,1,78,0.03290503137662299,0.053994028758750034,0.24358974358974358,0.5897435897435898,0.8205128205128205,0.24896964470671565,19
nist,joint_gradual,development_evaluation,recovery_0_6,raw,2,80,0.0437458829455462,0.07548396029866458,0.225,0.55,0.7625,0.29312612609468264,19
nist,joint_gradual,development_evaluation,recovery_0_6,raw,3,77,0.05179937235569747,0.09047205595869397,0.2857142857142857,0.45454545454545453,0.8571428571428571,0.3718091486276518,17
nist,joint_gradual,development_evaluation,recovery_0_6,raw,4,77,0.05787923484594414,0.10620215689065642,0.16883116883116883,0.5064935064935064,0.7142857142857143,0.34065473140563013,20
nist,joint_gradual,development_evaluation,recovery_0_6,recency,1,78,0.03244424529156877,0.053994028758750034,0.41025641025641024,0.7435897435897436,0.8974358974358975,0.26952636926003953,19
nist,joint_gradual,development_evaluation,recovery_0_6,recency,2,80,0.04263052147146425,0.07548396029866458,0.3625,0.825,0.9,0.32113689298316966,19
nist,joint_gradual,development_evaluation,recovery_0_6,recency,3,77,0.050433333457548135,0.09047205595869397,0.44155844155844154,0.7532467532467533,0.9090909090909091,0.3878906357509036,17
nist,joint_gradual,development_evaluation,recovery_0_6,recency,4,77,0.05539672002145571,0.10620215689065642,0.33766233766233766,0.6883116883116883,0.8441558441558441,0.36260464949221094,20
nist,joint_gradual,development_evaluation,recovery_0_6,rolling,1,78,0.03240029197782335,0.053994028758750034,0.4358974358974359,0.7435897435897436,0.8846153846153846,0.2691092618395198,19
nist,joint_gradual,development_evaluation,recovery_0_6,rolling,2,80,0.04260735620201404,0.07548396029866458,0.3875,0.8,0.8875,0.32181329138668996,19
nist,joint_gradual,development_evaluation,recovery_0_6,rolling,3,77,0.050423733135636514,0.09047205595869397,0.4155844155844156,0.7532467532467533,0.9090909090909091,0.38785863728511216,17
nist,joint_gradual,development_evaluation,recovery_0_6,rolling,4,77,0.055434605210110455,0.10620215689065642,0.3246753246753247,0.7012987012987013,0.8441558441558441,0.3622383649962629,20
nist,joint_gradual,development_evaluation,recovery_6_24,aci_bounded,1,225,0.03217565286569521,0.049443679909681404,0.49777777777777776,0.8088888888888889,0.8933333333333333,0.3040067108212935,26
