phase,event_id,difference,contrast,site
outage,49,0.0,joint_none_minus_immediate__persistence,nist
outage,50,0.0,joint_none_minus_immediate__persistence,nist
outage,51,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,26,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,27,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,28,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,29,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,31,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,32,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,34,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,35,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,36,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,37,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,38,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,39,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,40,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,41,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,42,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,43,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,44,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,45,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,46,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,47,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,48,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,49,0.0,joint_none_minus_immediate__persistence,nist
recovery_0_6,50,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,26,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,27,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,28,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,29,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,30,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,31,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,32,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,33,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,34,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,35,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,36,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,37,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,38,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,39,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,40,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,41,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,42,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,43,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,44,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,45,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,46,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,47,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,48,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,49,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,50,0.0,joint_none_minus_immediate__persistence,nist
recovery_6_24,51,0.0,joint_none_minus_immediate__persistence,nist
outage,26,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,27,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,28,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,29,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,30,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,31,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,32,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,33,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,34,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,35,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,36,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,37,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,38,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,39,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,40,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,42,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,43,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,44,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,45,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,46,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,47,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,48,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,49,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,50,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,51,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,26,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,27,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,28,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,29,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,31,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,32,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,34,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,35,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,36,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,37,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,38,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,39,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,40,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,41,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,42,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,43,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,44,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,45,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,46,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,47,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,48,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,49,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_0_6,50,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,26,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,27,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,28,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,29,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,30,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,31,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,32,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,33,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,34,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,35,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,36,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,37,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,38,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,39,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,40,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,41,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,42,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,43,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,44,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,45,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,46,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,47,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,48,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,49,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,50,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
recovery_6_24,51,0.0,joint_gradual_minus_immediate__geometric_persistence,nist
outage,26,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,27,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,28,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,29,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,30,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,31,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,32,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,33,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,34,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,35,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,36,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,37,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,38,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,39,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,40,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,42,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,43,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,44,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,45,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,46,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,47,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,48,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,49,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,50,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,51,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,26,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,27,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,28,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,29,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,31,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,32,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,34,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,35,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,36,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,37,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,38,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,39,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,40,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,41,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,42,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,43,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,44,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,45,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,46,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,47,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,48,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,49,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_0_6,50,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,26,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,27,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,28,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,29,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,30,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,31,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,32,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,33,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,34,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,35,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,36,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,37,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,38,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,39,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,40,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,41,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,42,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,43,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,44,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,45,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,46,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,47,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,48,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,49,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,50,0.0,joint_none_minus_immediate__geometric_persistence,nist
recovery_6_24,51,0.0,joint_none_minus_immediate__geometric_persistence,nist
outage,26,-0.008097912433109854,MI_minus_SI_compact,colorado
outage,27,-0.0010562899422972367,MI_minus_SI_compact,colorado
outage,28,-0.0006453439425421478,MI_minus_SI_compact,colorado
outage,29,-0.007593522201628405,MI_minus_SI_compact,colorado
outage,30,-0.0038153544471867607,MI_minus_SI_compact,colorado
outage,31,-0.004298271195700434,MI_minus_SI_compact,colorado
outage,32,-0.0031931224115142377,MI_minus_SI_compact,colorado
outage,33,-0.007517039047916033,MI_minus_SI_compact,colorado
outage,34,-0.010088484454599322,MI_minus_SI_compact,colorado
outage,35,0.002952556529496877,MI_minus_SI_compact,colorado
outage,36,0.0012901405776742842,MI_minus_SI_compact,colorado
outage,37,0.009032663769196722,MI_minus_SI_compact,colorado
outage,38,0.0017568030859425761,MI_minus_SI_compact,colorado
outage,39,-0.0015173314255807393,MI_minus_SI_compact,colorado
outage,40,0.015305620169870356,MI_minus_SI_compact,colorado
outage,41,-0.007832671942851296,MI_minus_SI_compact,colorado
outage,42,0.003094494199428955,MI_minus_SI_compact,colorado
outage,43,-0.006850102680621186,MI_minus_SI_compact,colorado
outage,44,0.006847082489527864,MI_minus_SI_compact,colorado
outage,45,-0.02869233946491398,MI_minus_SI_compact,colorado
outage,46,-0.004327453389305169,MI_minus_SI_compact,colorado
outage,47,0.01873248910468908,MI_minus_SI_compact,colorado
outage,48,-0.01020530670995856,MI_minus_SI_compact,colorado
outage,49,0.013158559955121074,MI_minus_SI_compact,colorado
outage,50,0.024505074029481943,MI_minus_SI_compact,colorado
outage,51,-0.02418945328933902,MI_minus_SI_compact,colorado
partial_restoration,26,-0.005122680105473392,MI_minus_SI_compact,colorado
partial_restoration,27,0.0007753944507711603,MI_minus_SI_compact,colorado
partial_restoration,28,-0.00020502593327600423,MI_minus_SI_compact,colorado
partial_restoration,29,0.0016040813100558673,MI_minus_SI_compact,colorado
partial_restoration,30,-0.0001976781623638403,MI_minus_SI_compact,colorado
partial_restoration,31,-0.002639045287581938,MI_minus_SI_compact,colorado
partial_restoration,32,-0.004181356984015747,MI_minus_SI_compact,colorado
partial_restoration,33,-0.0006478712427778363,MI_minus_SI_compact,colorado
partial_restoration,34,0.0009063512854293862,MI_minus_SI_compact,colorado
partial_restoration,35,0.00031110695449724,MI_minus_SI_compact,colorado
partial_restoration,36,0.0027220868564767444,MI_minus_SI_compact,colorado
partial_restoration,37,0.00129009318733043,MI_minus_SI_compact,colorado
partial_restoration,38,0.0009996210621406368,MI_minus_SI_compact,colorado
partial_restoration,39,0.0007017031203545395,MI_minus_SI_compact,colorado
partial_restoration,40,0.004069227259224547,MI_minus_SI_compact,colorado
partial_restoration,41,0.0016741124537984554,MI_minus_SI_compact,colorado
partial_restoration,42,-0.0004890797310450897,MI_minus_SI_compact,colorado
partial_restoration,43,0.0008351877224233931,MI_minus_SI_compact,colorado
partial_restoration,44,0.0004822142137320981,MI_minus_SI_compact,colorado
partial_restoration,45,-0.0028234898029410485,MI_minus_SI_compact,colorado
partial_restoration,46,-0.004803650439358847,MI_minus_SI_compact,colorado
partial_restoration,47,-0.0022056963444492084,MI_minus_SI_compact,colorado
partial_restoration,48,-0.0011940177534853428,MI_minus_SI_compact,colorado
partial_restoration,49,-0.022629929016680303,MI_minus_SI_compact,colorado
partial_restoration,50,-0.004813965248963087,MI_minus_SI_compact,colorado
partial_restoration,51,0.002663543230642945,MI_minus_SI_compact,colorado
recovery_0_6,26,-0.0013106982884762888,MI_minus_SI_compact,colorado
recovery_0_6,27,0.0001259084998508303,MI_minus_SI_compact,colorado
recovery_0_6,28,7.526478990259082e-05,MI_minus_SI_compact,colorado
recovery_0_6,29,4.597574942343849e-05,MI_minus_SI_compact,colorado
recovery_0_6,30,4.8797976392491477e-05,MI_minus_SI_compact,colorado
recovery_0_6,31,0.0004252325871401972,MI_minus_SI_compact,colorado
recovery_0_6,32,-0.0005031055602202334,MI_minus_SI_compact,colorado
recovery_0_6,33,5.39200021908969e-05,MI_minus_SI_compact,colorado
recovery_0_6,34,4.90225992298999e-05,MI_minus_SI_compact,colorado
recovery_0_6,35,-0.00020262212401068316,MI_minus_SI_compact,colorado
recovery_0_6,36,-0.0003142587257823062,MI_minus_SI_compact,colorado
recovery_0_6,37,8.371940674288729e-05,MI_minus_SI_compact,colorado
recovery_0_6,38,4.625929269271485e-18,MI_minus_SI_compact,colorado
recovery_0_6,39,-0.0004983054228378995,MI_minus_SI_compact,colorado
recovery_0_6,40,-2.9355639060238483e-05,MI_minus_SI_compact,colorado
recovery_0_6,41,2.1560710152931533e-05,MI_minus_SI_compact,colorado
recovery_0_6,42,-0.0005347093366783748,MI_minus_SI_compact,colorado
recovery_0_6,43,0.0,MI_minus_SI_compact,colorado
recovery_0_6,44,-4.625929269271485e-18,MI_minus_SI_compact,colorado
recovery_0_6,45,-0.0012658459308739919,MI_minus_SI_compact,colorado
recovery_0_6,46,-0.00019338261537110298,MI_minus_SI_compact,colorado
recovery_0_6,47,-0.0010255406284613413,MI_minus_SI_compact,colorado
recovery_0_6,48,-0.0019717430452148967,MI_minus_SI_compact,colorado
recovery_0_6,49,0.00011979435679948033,MI_minus_SI_compact,colorado
recovery_0_6,50,-0.003479982853533277,MI_minus_SI_compact,colorado
recovery_0_6,51,0.0003316154331262852,MI_minus_SI_compact,colorado
recovery_6_24,26,-1.2019694442029888e-05,MI_minus_SI_compact,colorado
recovery_6_24,27,-0.0004461544777659881,MI_minus_SI_compact,colorado
recovery_6_24,28,-0.00034609825884555944,MI_minus_SI_compact,colorado
recovery_6_24,29,0.00018979326461937958,MI_minus_SI_compact,colorado
recovery_6_24,30,-9.662620287152408e-05,MI_minus_SI_compact,colorado
recovery_6_24,31,-0.00021010465592114752,MI_minus_SI_compact,colorado
recovery_6_24,32,0.00012828273236580617,MI_minus_SI_compact,colorado
recovery_6_24,33,0.00019199074045194066,MI_minus_SI_compact,colorado
recovery_6_24,34,-0.00028939877903321566,MI_minus_SI_compact,colorado
recovery_6_24,35,0.0001393802145270646,MI_minus_SI_compact,colorado
recovery_6_24,36,-0.000399330007423653,MI_minus_SI_compact,colorado
recovery_6_24,37,-0.0004299467802718274,MI_minus_SI_compact,colorado
recovery_6_24,38,0.00022776373579907444,MI_minus_SI_compact,colorado
recovery_6_24,39,1.6231099936277465e-05,MI_minus_SI_compact,colorado
recovery_6_24,40,1.1190688795799026e-05,MI_minus_SI_compact,colorado
recovery_6_24,41,0.00014352752976373235,MI_minus_SI_compact,colorado
recovery_6_24,42,5.011219605482941e-05,MI_minus_SI_compact,colorado
recovery_6_24,43,-0.0001853668036685094,MI_minus_SI_compact,colorado
recovery_6_24,44,2.7382001998255483e-05,MI_minus_SI_compact,colorado
recovery_6_24,45,0.00041702124887464377,MI_minus_SI_compact,colorado
recovery_6_24,46,0.0007051109934634714,MI_minus_SI_compact,colorado
recovery_6_24,47,-0.001093246968184048,MI_minus_SI_compact,colorado
recovery_6_24,48,0.0001222350077954426,MI_minus_SI_compact,colorado
recovery_6_24,49,-5.309758609975564e-05,MI_minus_SI_compact,colorado
recovery_6_24,50,-0.0006938007103079888,MI_minus_SI_compact,colorado
recovery_6_24,51,-0.002323097060536269,MI_minus_SI_compact,colorado
outage,26,-0.02332560137966217,MI_minus_SI_flexible,colorado
outage,27,-0.0036348381856511048,MI_minus_SI_flexible,colorado
outage,28,-0.002062858849964176,MI_minus_SI_flexible,colorado
outage,29,-0.008661830582464121,MI_minus_SI_flexible,colorado
outage,30,-0.0026311444729450427,MI_minus_SI_flexible,colorado
outage,31,-0.0057150574314741315,MI_minus_SI_flexible,colorado
outage,32,-0.005585106122865848,MI_minus_SI_flexible,colorado
outage,33,-0.008522995783773269,MI_minus_SI_flexible,colorado
outage,34,-0.012079678694214889,MI_minus_SI_flexible,colorado
outage,35,0.0001549867575971543,MI_minus_SI_flexible,colorado
outage,36,0.002469366679318415,MI_minus_SI_flexible,colorado
outage,37,0.009961853743914702,MI_minus_SI_flexible,colorado
outage,38,-0.0036164452445521904,MI_minus_SI_flexible,colorado
outage,39,-0.017734565629557456,MI_minus_SI_flexible,colorado
outage,40,0.01737319374265908,MI_minus_SI_flexible,colorado
outage,41,-0.014813302488829833,MI_minus_SI_flexible,colorado
outage,42,0.0066979593285415775,MI_minus_SI_flexible,colorado
outage,43,-0.012609316102962653,MI_minus_SI_flexible,colorado
outage,44,-0.0021786990369392746,MI_minus_SI_flexible,colorado
outage,45,-0.03992861725295625,MI_minus_SI_flexible,colorado
outage,46,-0.014728109611439222,MI_minus_SI_flexible,colorado
outage,47,0.008783057904842266,MI_minus_SI_flexible,colorado
outage,48,-0.0073097411432394635,MI_minus_SI_flexible,colorado
outage,49,0.008286597447024523,MI_minus_SI_flexible,colorado
outage,50,-0.008814183838037186,MI_minus_SI_flexible,colorado
outage,51,-0.035961836324564345,MI_minus_SI_flexible,colorado
partial_restoration,26,-0.0051925499921417805,MI_minus_SI_flexible,colorado
partial_restoration,27,-0.00021774418713227313,MI_minus_SI_flexible,colorado
partial_restoration,28,0.0004879881649161639,MI_minus_SI_flexible,colorado
partial_restoration,29,-0.00014223966861257048,MI_minus_SI_flexible,colorado
partial_restoration,30,-0.000675393477624357,MI_minus_SI_flexible,colorado
partial_restoration,31,-0.002952575046316065,MI_minus_SI_flexible,colorado
partial_restoration,32,-0.008417437460072893,MI_minus_SI_flexible,colorado
partial_restoration,33,-0.0014085721611554768,MI_minus_SI_flexible,colorado
partial_restoration,34,0.0001236103574569229,MI_minus_SI_flexible,colorado
partial_restoration,35,-0.0021803545249114583,MI_minus_SI_flexible,colorado
partial_restoration,36,0.000425694823333966,MI_minus_SI_flexible,colorado
partial_restoration,37,-0.00016201043446340045,MI_minus_SI_flexible,colorado
partial_restoration,38,0.0007450148579098403,MI_minus_SI_flexible,colorado
partial_restoration,39,-0.002354222331676573,MI_minus_SI_flexible,colorado
partial_restoration,40,0.0020880335424310077,MI_minus_SI_flexible,colorado
partial_restoration,41,0.0019857165419365557,MI_minus_SI_flexible,colorado
partial_restoration,42,-0.002910400151840086,MI_minus_SI_flexible,colorado
partial_restoration,43,2.879777306819128e-06,MI_minus_SI_flexible,colorado
partial_restoration,44,0.0004417624567039078,MI_minus_SI_flexible,colorado
partial_restoration,45,-0.006208517203510631,MI_minus_SI_flexible,colorado
partial_restoration,46,-0.0038245355191152777,MI_minus_SI_flexible,colorado
partial_restoration,47,-0.007941947050342681,MI_minus_SI_flexible,colorado
partial_restoration,48,-0.002941388564292851,MI_minus_SI_flexible,colorado
partial_restoration,49,-0.03245689803676099,MI_minus_SI_flexible,colorado
partial_restoration,50,-0.009655694547929652,MI_minus_SI_flexible,colorado
partial_restoration,51,0.0033217067211412273,MI_minus_SI_flexible,colorado
recovery_0_6,26,-0.0018652108241458082,MI_minus_SI_flexible,colorado
recovery_0_6,27,0.0001195114395485838,MI_minus_SI_flexible,colorado
recovery_0_6,28,0.00037798586634752606,MI_minus_SI_flexible,colorado
recovery_0_6,29,-0.0001619658273724131,MI_minus_SI_flexible,colorado
recovery_0_6,30,0.00013434184199833326,MI_minus_SI_flexible,colorado
recovery_0_6,31,0.00032695896332782384,MI_minus_SI_flexible,colorado
recovery_0_6,32,-0.002729485561923067,MI_minus_SI_flexible,colorado
recovery_0_6,33,5.363324721293181e-05,MI_minus_SI_flexible,colorado
recovery_0_6,34,-0.0012187548936856117,MI_minus_SI_flexible,colorado
recovery_0_6,35,-8.06325831431907e-05,MI_minus_SI_flexible,colorado
recovery_0_6,36,-0.002201304850084401,MI_minus_SI_flexible,colorado
recovery_0_6,37,-0.00014515609645615097,MI_minus_SI_flexible,colorado
recovery_0_6,38,-8.0953762212251e-18,MI_minus_SI_flexible,colorado
recovery_0_6,39,-0.0028388934164223735,MI_minus_SI_flexible,colorado
recovery_0_6,40,-0.002306532519733877,MI_minus_SI_flexible,colorado
recovery_0_6,41,1.1386954384976117e-05,MI_minus_SI_flexible,colorado
recovery_0_6,42,-0.001238384415870914,MI_minus_SI_flexible,colorado
recovery_0_6,43,-3.932039878880763e-17,MI_minus_SI_flexible,colorado
recovery_0_6,44,1.0986582014519778e-17,MI_minus_SI_flexible,colorado
recovery_0_6,45,-0.0032461214095291444,MI_minus_SI_flexible,colorado
recovery_0_6,46,-0.0009263047334063231,MI_minus_SI_flexible,colorado
recovery_0_6,47,-0.0023074356621450983,MI_minus_SI_flexible,colorado
recovery_0_6,48,-0.0037298544110293463,MI_minus_SI_flexible,colorado
recovery_0_6,49,-0.0013968422086946975,MI_minus_SI_flexible,colorado
recovery_0_6,50,-0.006187618440809434,MI_minus_SI_flexible,colorado
recovery_0_6,51,0.001673560087590518,MI_minus_SI_flexible,colorado
recovery_6_24,26,-0.0001607278961863886,MI_minus_SI_flexible,colorado
recovery_6_24,27,-0.0008492317077100981,MI_minus_SI_flexible,colorado
recovery_6_24,28,-0.0008204476173703614,MI_minus_SI_flexible,colorado
recovery_6_24,29,0.000555898670809511,MI_minus_SI_flexible,colorado
recovery_6_24,30,-0.0007268874821155923,MI_minus_SI_flexible,colorado
recovery_6_24,31,-0.0007673724001055463,MI_minus_SI_flexible,colorado
recovery_6_24,32,0.0001394851855941988,MI_minus_SI_flexible,colorado
recovery_6_24,33,0.0002658676168984206,MI_minus_SI_flexible,colorado
recovery_6_24,34,-0.0004081612676375529,MI_minus_SI_flexible,colorado
recovery_6_24,35,-0.0011548917850632227,MI_minus_SI_flexible,colorado
recovery_6_24,36,-0.0022620316789764517,MI_minus_SI_flexible,colorado
recovery_6_24,37,-0.0005512621131299355,MI_minus_SI_flexible,colorado
recovery_6_24,38,0.0001927423387765137,MI_minus_SI_flexible,colorado
