phase,event_id,difference,contrast,site
recovery_0_6,36,-0.0030242799961066095,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_0_6,37,-0.002967345101457709,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_0_6,38,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_0_6,39,0.004086662200834989,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_0_6,40,0.003332363509869988,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_0_6,41,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_0_6,42,-0.00650717604270285,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_0_6,43,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_0_6,44,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_0_6,45,-0.0032319216668488062,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_0_6,46,0.0006276189677525433,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_0_6,47,-0.001194155877204027,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_0_6,48,-0.0023843782228097424,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_0_6,49,0.0003610299826730249,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_0_6,50,0.007028883982355579,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,26,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,27,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,28,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,29,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,30,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,31,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,32,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,33,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,34,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,35,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,36,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,37,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,38,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,39,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,40,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,41,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,42,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,43,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,44,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,45,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,46,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,47,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,48,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,49,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,50,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
recovery_6_24,51,0.0,joint_gradual_minus_immediate__single_imputation_compact,nist
outage,26,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,27,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,28,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,29,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,30,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,31,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,32,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,33,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,34,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,35,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,36,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,37,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,38,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,39,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,40,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,42,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,43,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,44,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,45,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,46,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,47,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,48,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,49,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,50,0.0,joint_none_minus_immediate__single_imputation_compact,nist
outage,51,0.0,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,26,0.001768709746390759,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,27,0.00014068821987102336,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,28,0.001416166893094422,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,29,3.1675853073405424e-05,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,31,-0.00048030136722677745,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,32,-0.007486935193606431,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,34,0.013623620700836865,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,35,0.0011678134328871313,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,36,-0.01031861458206893,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,37,-0.003088298759615945,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,38,0.0017731078060056644,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,39,0.00521288810373894,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,40,0.0025160917506750345,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,41,0.0,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,42,-0.004770223953965106,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,43,-0.012721547430983486,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,44,-0.0010945835253717388,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,45,7.042248201973287e-05,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,46,0.0003670157701278085,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,47,-0.001680642639509951,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,48,-0.0032345172987787163,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,49,0.0026610030676139378,joint_none_minus_immediate__single_imputation_compact,nist
recovery_0_6,50,0.03086997195358857,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,26,0.005994064700763741,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,27,-0.0023484360077816874,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,28,-0.018450517421446173,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,29,0.0026387728473006747,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,30,-0.0011557807013362436,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,31,0.010967784924319178,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,32,0.000692966785034767,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,33,0.0019318196796468976,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,34,0.005737171168283866,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,35,-0.0009046013788421957,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,36,0.0006646511347979204,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,37,-0.004036185198226781,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,38,-0.015529352107243984,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,39,0.0038732175201457732,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,40,0.005631566666457428,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,41,0.0,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,42,0.004958503416608317,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,43,-0.0052371935387013685,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,44,0.01427420565111424,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,45,-0.0031107614861326724,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,46,0.010515572013496236,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,47,0.0018853411894472014,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,48,0.0015341012884182424,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,49,5.4298883143462576e-05,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,50,0.004135586218390713,joint_none_minus_immediate__single_imputation_compact,nist
recovery_6_24,51,0.005081790249753071,joint_none_minus_immediate__single_imputation_compact,nist
outage,26,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,27,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,28,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,29,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,30,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,31,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,32,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,33,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,34,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,35,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,36,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,37,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,38,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,39,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,40,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,42,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,43,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,44,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,45,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,46,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,47,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,48,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,49,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,50,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,51,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,26,0.0021214229365744794,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,27,-1.8094230958933275e-06,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,28,0.0006147335526906552,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,29,-0.0005279636600047868,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,31,-3.6171807062415456e-05,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,32,-0.0017393312743624815,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,34,0.00257546342629758,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,35,-0.00012971400028144453,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,36,-0.0022279135777731455,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,37,-0.0022610062122347227,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,38,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,39,0.0024488838803791487,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,40,0.0012741527536067499,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,41,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,42,2.8077100281507005e-05,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,43,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,44,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,45,0.011467285909942936,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,46,0.0018866611037763967,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,47,-0.0009630101740773905,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,48,-0.002925782757864057,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,49,-0.0005671876552634974,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,50,0.004616794700800776,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,26,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,27,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,28,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,29,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,30,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,31,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,32,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,33,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,34,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,35,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,36,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,37,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,38,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,39,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,40,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,41,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,42,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,43,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,44,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,45,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,46,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,47,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,48,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,49,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,50,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,51,0.0,joint_gradual_minus_immediate__multiple_imputation_compact,nist
outage,26,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,27,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,28,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,29,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,30,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,31,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,32,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,33,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,34,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,35,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,36,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,37,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,38,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,39,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,40,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,42,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,43,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,44,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,45,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,46,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,47,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,48,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,49,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,50,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,51,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,26,0.0020689374190191352,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,27,6.1783351256569e-05,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,28,0.0005490177475815471,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,29,-0.0005178535361418471,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,31,0.001449779943233267,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,32,-0.0004604750565361253,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,34,0.03719788989580526,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,35,0.015679009304245383,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,36,-0.009079672741492363,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,37,-0.0018858237161970292,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,38,0.0012369632379004378,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,39,0.0038870384945324343,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,40,0.001170776245303377,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,41,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,42,0.0015742973721690895,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,43,-0.009478319659093976,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,44,-0.0009335502059962739,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,45,0.016199409810076084,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,46,0.0017623802857743003,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,47,-0.003481117478023526,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,48,-0.006914534300373999,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,49,0.004076426900254728,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_0_6,50,0.027828416401972995,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,26,0.006804379122678147,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,27,-0.0039178884847813735,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,28,-0.01741399504908789,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,29,0.0009138626421046104,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,30,0.00047037931601041455,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,31,0.00704346276923228,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,32,-0.00026843043528966727,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,33,0.01505534135346154,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,34,0.012988174323317567,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,35,0.012078799832714586,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,36,-2.8169014766113876e-05,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,37,-0.0029093920308150057,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,38,-0.00898847635980372,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,39,0.0019418282153731681,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,40,0.005198795908298088,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,41,0.0,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,42,0.00300024127367499,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,43,-0.0057227996327741315,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,44,0.02235952827779533,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,45,-0.002636838752643114,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,46,0.014056778902118618,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,47,-0.0015823652537727603,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,48,-0.0018494081947159154,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,49,-0.0003362782984542716,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,50,0.00686659659749918,joint_none_minus_immediate__multiple_imputation_compact,nist
recovery_6_24,51,0.0013900045321915664,joint_none_minus_immediate__multiple_imputation_compact,nist
outage,26,0.0,joint_gradual_minus_immediate__persistence,nist
outage,27,0.0,joint_gradual_minus_immediate__persistence,nist
outage,28,0.0,joint_gradual_minus_immediate__persistence,nist
outage,29,0.0,joint_gradual_minus_immediate__persistence,nist
outage,30,0.0,joint_gradual_minus_immediate__persistence,nist
outage,31,0.0,joint_gradual_minus_immediate__persistence,nist
outage,32,0.0,joint_gradual_minus_immediate__persistence,nist
outage,33,0.0,joint_gradual_minus_immediate__persistence,nist
outage,34,0.0,joint_gradual_minus_immediate__persistence,nist
outage,35,0.0,joint_gradual_minus_immediate__persistence,nist
outage,36,0.0,joint_gradual_minus_immediate__persistence,nist
outage,37,0.0,joint_gradual_minus_immediate__persistence,nist
outage,38,0.0,joint_gradual_minus_immediate__persistence,nist
outage,39,0.0,joint_gradual_minus_immediate__persistence,nist
outage,40,0.0,joint_gradual_minus_immediate__persistence,nist
outage,42,0.0,joint_gradual_minus_immediate__persistence,nist
outage,43,0.0,joint_gradual_minus_immediate__persistence,nist
outage,44,0.0,joint_gradual_minus_immediate__persistence,nist
outage,45,0.0,joint_gradual_minus_immediate__persistence,nist
outage,46,0.0,joint_gradual_minus_immediate__persistence,nist
outage,47,0.0,joint_gradual_minus_immediate__persistence,nist
outage,48,0.0,joint_gradual_minus_immediate__persistence,nist
outage,49,0.0,joint_gradual_minus_immediate__persistence,nist
outage,50,0.0,joint_gradual_minus_immediate__persistence,nist
outage,51,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,26,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,27,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,28,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,29,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,31,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,32,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,34,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,35,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,36,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,37,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,38,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,39,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,40,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,41,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,42,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,43,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,44,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,45,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,46,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,47,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,48,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,49,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_0_6,50,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,26,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,27,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,28,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,29,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,30,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,31,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,32,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,33,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,34,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,35,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,36,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,37,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,38,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,39,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,40,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,41,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,42,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,43,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,44,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,45,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,46,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,47,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,48,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,49,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,50,0.0,joint_gradual_minus_immediate__persistence,nist
recovery_6_24,51,0.0,joint_gradual_minus_immediate__persistence,nist
outage,26,0.0,joint_none_minus_immediate__persistence,nist
outage,27,0.0,joint_none_minus_immediate__persistence,nist
outage,28,0.0,joint_none_minus_immediate__persistence,nist
outage,29,0.0,joint_none_minus_immediate__persistence,nist
outage,30,0.0,joint_none_minus_immediate__persistence,nist
outage,31,0.0,joint_none_minus_immediate__persistence,nist
outage,32,0.0,joint_none_minus_immediate__persistence,nist
outage,33,0.0,joint_none_minus_immediate__persistence,nist
outage,34,0.0,joint_none_minus_immediate__persistence,nist
outage,35,0.0,joint_none_minus_immediate__persistence,nist
outage,36,0.0,joint_none_minus_immediate__persistence,nist
outage,37,0.0,joint_none_minus_immediate__persistence,nist
outage,38,0.0,joint_none_minus_immediate__persistence,nist
outage,39,0.0,joint_none_minus_immediate__persistence,nist
outage,40,0.0,joint_none_minus_immediate__persistence,nist
outage,42,0.0,joint_none_minus_immediate__persistence,nist
outage,43,0.0,joint_none_minus_immediate__persistence,nist
outage,44,0.0,joint_none_minus_immediate__persistence,nist
outage,45,0.0,joint_none_minus_immediate__persistence,nist
outage,46,0.0,joint_none_minus_immediate__persistence,nist
outage,47,0.0,joint_none_minus_immediate__persistence,nist
outage,48,0.0,joint_none_minus_immediate__persistence,nist
