site,case_id,case_group,phase,method,n,fallback_fraction,global_fallback_fraction,mean_pool,mean_effective_n,mean_score_age_h,nesting_repaired_fraction
nist,irradiance_first,primary,outage,physical_availability,1191,0.0,0.012594458438287154,355.48026868178,122.53790331012432,13.932829554995802,0.21158690176322417
nist,irradiance_first,primary,outage,physical_recovery,1191,0.0,0.012594458438287154,355.48026868178,122.53790331012432,13.932829554995802,0.21158690176322417
nist,irradiance_first,primary,outage,recency,1191,0.0,0.0,355.48026868178,263.77766890485015,13.932829554995802,0.2073887489504618
nist,irradiance_first,primary,outage,rolling,1191,0.0,0.0,355.48026868178,355.48026868178,13.932829554995802,0.19479429051217464
nist,irradiance_first,primary,partial_restoration,aci_bounded,254,0.0,0.0,363.3267716535433,363.3267716535433,19.011811023622048,0.20866141732283464
nist,irradiance_first,primary,partial_restoration,mask50,254,0.0,0.5118110236220472,363.3267716535433,253.87559287903002,19.011811023622048,0.2204724409448819
nist,irradiance_first,primary,partial_restoration,mi_recency,254,0.0,0.0,363.3267716535433,270.77363604232033,19.011811023622048,0.36220472440944884
nist,irradiance_first,primary,partial_restoration,physical,254,0.0,0.0,363.3267716535433,193.33730102083612,19.011811023622048,0.2125984251968504
nist,irradiance_first,primary,partial_restoration,physical_availability,254,0.0,0.08267716535433071,363.3267716535433,159.8296542303424,19.011811023622048,0.22440944881889763
nist,irradiance_first,primary,partial_restoration,physical_recovery,254,0.0,0.08267716535433071,363.3267716535433,159.8296542303424,19.011811023622048,0.22440944881889763
nist,irradiance_first,primary,partial_restoration,recency,254,0.0,0.0,363.3267716535433,270.77363604232033,19.011811023622048,0.21653543307086615
nist,irradiance_first,primary,partial_restoration,rolling,254,0.0,0.0,363.3267716535433,363.3267716535433,19.011811023622048,0.2047244094488189
nist,irradiance_first,primary,recovery_0_6,aci_bounded,567,0.0,0.0,367.8395061728395,367.8395061728395,5.268077601410935,0.20811287477954143
nist,irradiance_first,primary,recovery_0_6,mask50,567,0.0,0.31040564373897706,367.8395061728395,244.0126115646458,5.268077601410935,0.21869488536155202
nist,irradiance_first,primary,recovery_0_6,mi_recency,567,0.0,0.0,367.8395061728395,272.85544888452597,5.268077601410935,0.36507936507936506
nist,irradiance_first,primary,recovery_0_6,physical,567,0.0,0.0,367.8395061728395,193.2287774381749,5.268077601410935,0.2345679012345679
nist,irradiance_first,primary,recovery_0_6,physical_availability,567,0.0,0.08112874779541446,367.8395061728395,153.96126423217632,5.268077601410935,0.25044091710758376
nist,irradiance_first,primary,recovery_0_6,physical_recovery,567,0.0,0.11816578483245149,367.8395061728395,160.45991558158275,5.268077601410935,0.2275132275132275
nist,irradiance_first,primary,recovery_0_6,recency,567,0.0,0.0,367.8395061728395,272.85544888452597,5.268077601410935,0.21516754850088182
nist,irradiance_first,primary,recovery_0_6,rolling,567,0.0,0.0,367.8395061728395,367.8395061728395,5.268077601410935,0.20282186948853614
nist,irradiance_first,primary,recovery_6_24,aci_bounded,1741,0.0,0.0,361.45031591039634,361.45031591039634,4.624928202182653,0.20964962665134979
nist,irradiance_first,primary,recovery_6_24,mask50,1741,0.0,0.06031016657093624,361.45031591039634,214.05925547454171,4.624928202182653,0.23549684089603676
nist,irradiance_first,primary,recovery_6_24,mi_recency,1741,0.0,0.0,361.45031591039634,266.8948131156089,4.624928202182653,0.32395175186674324
nist,irradiance_first,primary,recovery_6_24,physical,1741,0.0,0.0,361.45031591039634,194.0880192501642,4.624928202182653,0.23492245835726594
nist,irradiance_first,primary,recovery_6_24,physical_availability,1741,0.0,0.0,361.45031591039634,148.46946467403305,4.624928202182653,0.2533026995979322
nist,irradiance_first,primary,recovery_6_24,physical_recovery,1741,0.0,0.015508328546812177,361.45031591039634,146.4910005323632,4.624928202182653,0.25157955198161974
nist,irradiance_first,primary,recovery_6_24,recency,1741,0.0,0.0,361.45031591039634,266.8948131156089,4.624928202182653,0.2148190695002872
nist,irradiance_first,primary,recovery_6_24,rolling,1741,0.0,0.0,361.45031591039634,361.45031591039634,4.624928202182653,0.20333141872487076
nist,pv_first,primary,normal,aci_bounded,12159,0.0,0.0,363.09811662143267,363.09811662143267,4.8171724648408585,0.2179455547331195
nist,pv_first,primary,normal,mask50,12159,0.0,0.07796693807056501,363.09811662143267,217.70527313852256,4.8171724648408585,0.22937741590591332
nist,pv_first,primary,normal,mi_recency,12159,0.0,0.0,363.09811662143267,268.38352601649035,4.8171724648408585,0.34673904103955916
nist,pv_first,primary,normal,physical,12159,0.0,0.0,363.09811662143267,190.30799169925282,4.8171724648408585,0.23431203223949337
nist,pv_first,primary,normal,physical_availability,12159,0.0,0.0023850645612303644,363.09811662143267,146.64310382448764,4.8171724648408585,0.24779998355127889
nist,pv_first,primary,normal,physical_recovery,12159,0.0,0.003783205855744716,363.09811662143267,144.0243266741489,4.8171724648408585,0.24714203470680154
nist,pv_first,primary,normal,recency,12159,0.0,0.0,363.09811662143267,268.38352601649035,4.8171724648408585,0.2176988239164405
nist,pv_first,primary,normal,rolling,12159,0.0,0.0,363.09811662143267,363.09811662143267,4.8171724648408585,0.21268196397730077
nist,pv_first,primary,outage,aci_bounded,1191,0.0,0.0,355.48026868178,355.48026868178,13.932829554995802,0.2031905961376994
nist,pv_first,primary,outage,mask50,1191,0.0,0.40890008396305627,355.48026868178,243.55571015912912,13.932829554995802,0.2040302267002519
nist,pv_first,primary,outage,mi_recency,1191,0.0,0.0,355.48026868178,263.77766890485015,13.932829554995802,0.44920235096557515
nist,pv_first,primary,outage,physical,1191,0.0,0.0,355.48026868178,190.6498927419436,13.932829554995802,0.2031905961376994
nist,pv_first,primary,outage,physical_availability,1191,0.0,0.012594458438287154,355.48026868178,122.76091941563871,13.932829554995802,0.21242653232577666
nist,pv_first,primary,outage,physical_recovery,1191,0.0,0.012594458438287154,355.48026868178,122.76091941563871,13.932829554995802,0.21242653232577666
nist,pv_first,primary,outage,recency,1191,0.0,0.0,355.48026868178,263.77766890485015,13.932829554995802,0.20822837951301426
nist,pv_first,primary,outage,rolling,1191,0.0,0.0,355.48026868178,355.48026868178,13.932829554995802,0.19479429051217464
nist,pv_first,primary,partial_restoration,aci_bounded,254,0.0,0.0,365.6377952755906,365.6377952755906,4.846456692913386,0.2125984251968504
nist,pv_first,primary,partial_restoration,mask50,254,0.0,0.5118110236220472,365.6377952755906,254.6057013139943,4.846456692913386,0.23622047244094488
nist,pv_first,primary,partial_restoration,mi_recency,254,0.0,0.0,365.6377952755906,271.5536384316405,4.846456692913386,0.3464566929133858
nist,pv_first,primary,partial_restoration,physical,254,0.0,0.0,365.6377952755906,178.98416419377213,4.846456692913386,0.22440944881889763
nist,pv_first,primary,partial_restoration,physical_availability,254,0.0,0.07874015748031496,365.6377952755906,142.05324879769066,4.846456692913386,0.2204724409448819
nist,pv_first,primary,partial_restoration,physical_recovery,254,0.0,0.07874015748031496,365.6377952755906,142.05324879769066,4.846456692913386,0.2204724409448819
nist,pv_first,primary,partial_restoration,recency,254,0.0,0.0,365.6377952755906,271.5536384316405,4.846456692913386,0.24015748031496062
nist,pv_first,primary,partial_restoration,rolling,254,0.0,0.0,365.6377952755906,365.6377952755906,4.846456692913386,0.2204724409448819
nist,pv_first,primary,recovery_0_6,aci_bounded,567,0.0,0.0,369.64550264550263,369.64550264550263,4.873015873015873,0.21869488536155202
nist,pv_first,primary,recovery_0_6,mask50,567,0.0,0.31040564373897706,369.64550264550263,244.63641220872503,4.873015873015873,0.2310405643738977
nist,pv_first,primary,recovery_0_6,mi_recency,567,0.0,0.0,369.64550264550263,273.54715602510805,4.873015873015873,0.37037037037037035
nist,pv_first,primary,recovery_0_6,physical,567,0.0,0.0,369.64550264550263,193.4707557224335,4.873015873015873,0.2345679012345679
nist,pv_first,primary,recovery_0_6,physical_availability,567,0.0,0.08112874779541446,369.64550264550263,154.3013968926504,4.873015873015873,0.25044091710758376
nist,pv_first,primary,recovery_0_6,physical_recovery,567,0.0,0.11816578483245149,369.64550264550263,160.76034819006688,4.873015873015873,0.2328042328042328
nist,pv_first,primary,recovery_0_6,recency,567,0.0,0.0,369.64550264550263,273.54715602510805,4.873015873015873,0.2310405643738977
nist,pv_first,primary,recovery_0_6,rolling,567,0.0,0.0,369.64550264550263,369.64550264550263,4.873015873015873,0.21164021164021163
nist,pv_first,primary,recovery_6_24,aci_bounded,1741,0.0,0.0,361.45031591039634,361.45031591039634,4.624928202182653,0.21309592188397472
nist,pv_first,primary,recovery_6_24,mask50,1741,0.0,0.06031016657093624,361.45031591039634,214.05925547454171,4.624928202182653,0.2366456059735784
nist,pv_first,primary,recovery_6_24,mi_recency,1741,0.0,0.0,361.45031591039634,266.8948131156089,4.624928202182653,0.32337736932797245
nist,pv_first,primary,recovery_6_24,physical,1741,0.0,0.0,361.45031591039634,193.37262542853875,4.624928202182653,0.23549684089603676
nist,pv_first,primary,recovery_6_24,physical_availability,1741,0.0,0.0,361.45031591039634,148.15313847872622,4.624928202182653,0.25387708213670307
nist,pv_first,primary,recovery_6_24,physical_recovery,1741,0.0,0.015508328546812177,361.45031591039634,146.06775975387387,4.624928202182653,0.2533026995979322
nist,pv_first,primary,recovery_6_24,recency,1741,0.0,0.0,361.45031591039634,266.8948131156089,4.624928202182653,0.2205628948879954
nist,pv_first,primary,recovery_6_24,rolling,1741,0.0,0.0,361.45031591039634,361.45031591039634,4.624928202182653,0.20390580126364158
nist,duration_6h,sensitivity,normal,physical,12992,0.0,0.0,363.06611761083747,193.63838779356797,4.7944889162561575,0.234375
nist,duration_6h,sensitivity,normal,physical_availability,12992,0.0,0.0023860837438423647,363.06611761083747,152.4948386834707,4.7944889162561575,0.24630541871921183
nist,duration_6h,sensitivity,normal,physical_recovery,12992,0.0,0.0026169950738916255,363.06611761083747,149.26944003159323,4.7944889162561575,0.2465363300492611
nist,duration_6h,sensitivity,normal,recency,12992,0.0,0.0,363.06611761083747,268.3484664053809,4.7944889162561575,0.22067426108374386
nist,duration_6h,sensitivity,outage,physical,627,0.0,0.0,355.09250398724083,195.32029084760765,10.49920255183413,0.21850079744816586
nist,duration_6h,sensitivity,outage,physical_availability,627,0.0,0.0,355.09250398724083,138.28864027214223,10.49920255183413,0.22488038277511962
nist,duration_6h,sensitivity,outage,physical_recovery,627,0.0,0.0,355.09250398724083,138.28864027214223,10.49920255183413,0.22488038277511962
nist,duration_6h,sensitivity,outage,recency,627,0.0,0.0,355.09250398724083,262.96406592888746,10.49920255183413,0.21850079744816586
nist,duration_6h,sensitivity,recovery_0_6,physical,564,0.0,0.0,359.73581560283685,190.96704792619556,4.365248226950355,0.22872340425531915
nist,duration_6h,sensitivity,recovery_0_6,physical_availability,564,0.0,0.0,359.73581560283685,136.36302127428954,4.365248226950355,0.2375886524822695
nist,duration_6h,sensitivity,recovery_0_6,physical_recovery,564,0.0,0.03546099290780142,359.73581560283685,137.7792838317659,4.365248226950355,0.21808510638297873
nist,duration_6h,sensitivity,recovery_0_6,recency,564,0.0,0.0,359.73581560283685,266.0660604717674,4.365248226950355,0.21453900709219859
nist,duration_6h,sensitivity,recovery_6_24,physical,1729,0.0,0.0,364.6414112203586,196.62947478981732,4.784268363215731,0.23192596876807403
nist,duration_6h,sensitivity,recovery_6_24,physical_availability,1729,0.0,0.0,364.6414112203586,152.76821227361594,4.784268363215731,0.253903990746096
nist,duration_6h,sensitivity,recovery_6_24,physical_recovery,1729,0.0,0.000578368999421631,364.6414112203586,143.64896484225028,4.784268363215731,0.24927703875072296
nist,duration_6h,sensitivity,recovery_6_24,recency,1729,0.0,0.0,364.6414112203586,269.4742249443055,4.784268363215731,0.22556390977443608
nist,duration_24h,sensitivity,normal,physical,11296,0.0,0.0,362.71379249291783,181.6276080836393,4.818077195467422,0.23433073654390935
nist,duration_24h,sensitivity,normal,physical_availability,11296,0.0,0.00017705382436260624,362.71379249291783,137.6542729764573,4.818077195467422,0.24787535410764872
nist,duration_24h,sensitivity,normal,physical_recovery,11296,0.0,0.000708215297450425,362.71379249291783,136.0169989419303,4.818077195467422,0.24805240793201133
nist,duration_24h,sensitivity,normal,recency,11296,0.0,0.0,362.71379249291783,268.10510422400324,4.818077195467422,0.21892705382436262
nist,duration_24h,sensitivity,outage,physical,2312,0.0,0.0,357.50735294117646,163.61686997420802,18.037629757785467,0.22750865051903113
nist,duration_24h,sensitivity,outage,physical_availability,2312,0.0,0.0,357.50735294117646,99.77217311965678,18.037629757785467,0.2530276816608997
nist,duration_24h,sensitivity,outage,physical_recovery,2312,0.0,0.0,357.50735294117646,99.77217311965678,18.037629757785467,0.2530276816608997
nist,duration_24h,sensitivity,outage,recency,2312,0.0,0.0,357.50735294117646,266.2836379859105,18.037629757785467,0.21539792387543252
nist,duration_24h,sensitivity,recovery_0_6,physical,608,0.0,0.0,353.20230263157896,186.5153873560516,6.868421052631579,0.31085526315789475
nist,duration_24h,sensitivity,recovery_0_6,physical_availability,608,0.0,0.013157894736842105,353.20230263157896,126.49233684039243,6.868421052631579,0.30756578947368424
nist,duration_24h,sensitivity,recovery_0_6,physical_recovery,608,0.0,0.013157894736842105,353.20230263157896,135.7997320341611,6.868421052631579,0.30756578947368424
nist,duration_24h,sensitivity,recovery_0_6,recency,608,0.0,0.0,353.20230263157896,262.4095484246845,6.868421052631579,0.2746710526315789
nist,duration_24h,sensitivity,recovery_6_24,physical,1696,0.0,0.0,365.4127358490566,184.96830596540016,4.637382075471698,0.2358490566037736
nist,duration_24h,sensitivity,recovery_6_24,physical_availability,1696,0.0,0.0,365.4127358490566,142.9210178838181,4.637382075471698,0.2529481132075472
nist,duration_24h,sensitivity,recovery_6_24,physical_recovery,1696,0.0,0.0,365.4127358490566,136.80793882216727,4.637382075471698,0.2429245283018868
nist,duration_24h,sensitivity,recovery_6_24,recency,1696,0.0,0.0,365.4127358490566,269.9693503681416,4.637382075471698,0.21580188679245282
nist,backfill_60min,sensitivity,normal,physical,12416,0.0,0.0,363.20207796391753,191.4676907668721,4.813305412371134,0.23115335051546393
nist,backfill_60min,sensitivity,normal,physical_availability,12416,0.0,0.0023356958762886597,363.20207796391753,145.39393909696045,4.813305412371134,0.24436211340206185
nist,backfill_60min,sensitivity,normal,physical_recovery,12416,0.0,0.002577319587628866,363.20207796391753,144.84581843913398,4.813305412371134,0.24557023195876287
nist,backfill_60min,sensitivity,normal,recency,12416,0.0,0.0,363.20207796391753,268.4589006947524,4.813305412371134,0.21617268041237114
nist,backfill_60min,sensitivity,outage,physical,1191,0.0,0.0,355.48026868178,190.8891493836009,13.932829554995802,0.20906801007556675
nist,backfill_60min,sensitivity,outage,physical_availability,1191,0.0,0.012594458438287154,355.48026868178,122.63547143902063,13.932829554995802,0.20990764063811923
nist,backfill_60min,sensitivity,outage,physical_recovery,1191,0.0,0.012594458438287154,355.48026868178,122.63547143902063,13.932829554995802,0.20990764063811923
nist,backfill_60min,sensitivity,outage,recency,1191,0.0,0.0,355.48026868178,263.77766890485015,13.932829554995802,0.2073887489504618
nist,backfill_60min,sensitivity,recovery_0_6,physical,518,0.0,0.0,367.6467181467182,195.14473260824732,5.638996138996139,0.2528957528957529
