horizon,n,nwis,nmae,coverage50,coverage80,coverage90,nwidth90,events,site,case_id,population,method,reference_case,window
3,292,0.10198432561294035,0.19425054478556,0.07191780821917808,0.13356164383561644,0.2226027397260274,0.42030257473959703,44,colorado,pv_only,exclude_bright_zero,raw,joint_gradual,"scheduled interruption, before final channel return"
4,291,0.10184397716727578,0.2210791490854303,0.05154639175257732,0.09621993127147767,0.2542955326460481,0.4102567312924792,43,colorado,pv_only,exclude_bright_zero,raw,joint_gradual,"scheduled interruption, before final channel return"
1,297,0.02136263502620897,0.027805321854257603,0.11784511784511785,0.2222222222222222,0.37037037037037035,0.15156061541018978,46,colorado,irradiance_only,recorded_ac,raw,joint_gradual,"scheduled interruption, before final channel return"
2,293,0.04905825181037069,0.08362120745266592,0.06143344709897611,0.15017064846416384,0.3515358361774744,0.4210974946558256,45,colorado,irradiance_only,recorded_ac,raw,joint_gradual,"scheduled interruption, before final channel return"
3,292,0.06623671792805494,0.11195535390814351,0.07876712328767123,0.1678082191780822,0.2979452054794521,0.41429283067098843,44,colorado,irradiance_only,recorded_ac,raw,joint_gradual,"scheduled interruption, before final channel return"
4,291,0.07926238281184725,0.15203471193767132,0.08247422680412371,0.16494845360824742,0.33676975945017185,0.4175988468221055,43,colorado,irradiance_only,recorded_ac,raw,joint_gradual,"scheduled interruption, before final channel return"
1,297,0.02136263502620897,0.027805321854257603,0.11784511784511785,0.2222222222222222,0.37037037037037035,0.15156061541018978,46,colorado,irradiance_only,exclude_bright_zero,raw,joint_gradual,"scheduled interruption, before final channel return"
2,293,0.04905825181037069,0.08362120745266592,0.06143344709897611,0.15017064846416384,0.3515358361774744,0.4210974946558256,45,colorado,irradiance_only,exclude_bright_zero,raw,joint_gradual,"scheduled interruption, before final channel return"
3,292,0.06623671792805494,0.11195535390814351,0.07876712328767123,0.1678082191780822,0.2979452054794521,0.41429283067098843,44,colorado,irradiance_only,exclude_bright_zero,raw,joint_gradual,"scheduled interruption, before final channel return"
4,291,0.07926238281184725,0.15203471193767132,0.08247422680412371,0.16494845360824742,0.33676975945017185,0.4175988468221055,43,colorado,irradiance_only,exclude_bright_zero,raw,joint_gradual,"scheduled interruption, before final channel return"
