site,case_id,case_group,horizon,n,events,days,population,endpoint,low_event_support,low_case_support
colorado,pv_only,primary,2,440,46,62,exclude_bright_zero,recovery_6_24,False,False
colorado,pv_only,primary,3,443,46,55,exclude_bright_zero,recovery_6_24,False,False
colorado,pv_only,primary,4,444,46,57,exclude_bright_zero,recovery_6_24,False,False
colorado,pv_only,primary,1,567,46,86,exclude_bright_zero,recovery,False,False
colorado,pv_only,primary,2,568,46,77,exclude_bright_zero,recovery,False,False
colorado,pv_only,primary,3,568,46,68,exclude_bright_zero,recovery,False,False
colorado,pv_only,primary,4,568,46,65,exclude_bright_zero,recovery,False,False
colorado,pv_only,primary,1,864,46,110,exclude_bright_zero,failure_recovery,False,False
colorado,pv_only,primary,2,861,46,100,exclude_bright_zero,failure_recovery,False,False
colorado,pv_only,primary,3,860,46,92,exclude_bright_zero,failure_recovery,False,False
colorado,pv_only,primary,4,859,46,91,exclude_bright_zero,failure_recovery,False,False
colorado,pv_only,primary,1,3957,46,322,exclude_bright_zero,all,False,False
colorado,pv_only,primary,2,3957,46,322,exclude_bright_zero,all,False,False
colorado,pv_only,primary,3,3957,46,322,exclude_bright_zero,all,False,False
colorado,pv_only,primary,4,3957,46,322,exclude_bright_zero,all,False,False
colorado,irradiance_only,primary,1,297,46,64,recorded_ac,partial_restoration,False,False
colorado,irradiance_only,primary,2,293,45,54,recorded_ac,partial_restoration,False,False
colorado,irradiance_only,primary,3,292,44,46,recorded_ac,partial_restoration,False,False
colorado,irradiance_only,primary,4,291,43,45,recorded_ac,partial_restoration,False,False
colorado,irradiance_only,primary,1,132,31,40,recorded_ac,recovery_0_6,False,True
colorado,irradiance_only,primary,2,128,31,35,recorded_ac,recovery_0_6,False,True
colorado,irradiance_only,primary,3,125,34,34,recorded_ac,recovery_0_6,False,True
colorado,irradiance_only,primary,4,124,31,31,recorded_ac,recovery_0_6,False,True
colorado,irradiance_only,primary,1,435,46,72,recorded_ac,recovery_6_24,False,False
colorado,irradiance_only,primary,2,440,46,62,recorded_ac,recovery_6_24,False,False
colorado,irradiance_only,primary,3,443,46,55,recorded_ac,recovery_6_24,False,False
colorado,irradiance_only,primary,4,444,46,57,recorded_ac,recovery_6_24,False,False
colorado,irradiance_only,primary,1,567,46,86,recorded_ac,recovery,False,False
colorado,irradiance_only,primary,2,568,46,77,recorded_ac,recovery,False,False
colorado,irradiance_only,primary,3,568,46,68,recorded_ac,recovery,False,False
colorado,irradiance_only,primary,4,568,46,65,recorded_ac,recovery,False,False
colorado,irradiance_only,primary,1,864,46,110,recorded_ac,failure_recovery,False,False
colorado,irradiance_only,primary,2,861,46,100,recorded_ac,failure_recovery,False,False
colorado,irradiance_only,primary,3,860,46,92,recorded_ac,failure_recovery,False,False
colorado,irradiance_only,primary,4,859,46,91,recorded_ac,failure_recovery,False,False
colorado,irradiance_only,primary,1,3957,46,322,recorded_ac,all,False,False
colorado,irradiance_only,primary,2,3957,46,322,recorded_ac,all,False,False
colorado,irradiance_only,primary,3,3957,46,322,recorded_ac,all,False,False
colorado,irradiance_only,primary,4,3957,46,322,recorded_ac,all,False,False
colorado,irradiance_only,primary,1,297,46,64,exclude_bright_zero,partial_restoration,False,False
colorado,irradiance_only,primary,2,293,45,54,exclude_bright_zero,partial_restoration,False,False
colorado,irradiance_only,primary,3,292,44,46,exclude_bright_zero,partial_restoration,False,False
colorado,irradiance_only,primary,4,291,43,45,exclude_bright_zero,partial_restoration,False,False
colorado,irradiance_only,primary,1,132,31,40,exclude_bright_zero,recovery_0_6,False,True
colorado,irradiance_only,primary,2,128,31,35,exclude_bright_zero,recovery_0_6,False,True
colorado,irradiance_only,primary,3,125,34,34,exclude_bright_zero,recovery_0_6,False,True
colorado,irradiance_only,primary,4,124,31,31,exclude_bright_zero,recovery_0_6,False,True
colorado,irradiance_only,primary,1,435,46,72,exclude_bright_zero,recovery_6_24,False,False
colorado,irradiance_only,primary,2,440,46,62,exclude_bright_zero,recovery_6_24,False,False
colorado,irradiance_only,primary,3,443,46,55,exclude_bright_zero,recovery_6_24,False,False
colorado,irradiance_only,primary,4,444,46,57,exclude_bright_zero,recovery_6_24,False,False
colorado,irradiance_only,primary,1,567,46,86,exclude_bright_zero,recovery,False,False
colorado,irradiance_only,primary,2,568,46,77,exclude_bright_zero,recovery,False,False
colorado,irradiance_only,primary,3,568,46,68,exclude_bright_zero,recovery,False,False
colorado,irradiance_only,primary,4,568,46,65,exclude_bright_zero,recovery,False,False
colorado,irradiance_only,primary,1,864,46,110,exclude_bright_zero,failure_recovery,False,False
colorado,irradiance_only,primary,2,861,46,100,exclude_bright_zero,failure_recovery,False,False
colorado,irradiance_only,primary,3,860,46,92,exclude_bright_zero,failure_recovery,False,False
colorado,irradiance_only,primary,4,859,46,91,exclude_bright_zero,failure_recovery,False,False
colorado,irradiance_only,primary,1,3957,46,322,exclude_bright_zero,all,False,False
colorado,irradiance_only,primary,2,3957,46,322,exclude_bright_zero,all,False,False
colorado,irradiance_only,primary,3,3957,46,322,exclude_bright_zero,all,False,False
colorado,irradiance_only,primary,4,3957,46,322,exclude_bright_zero,all,False,False
colorado,joint_immediate,primary,1,297,46,64,recorded_ac,outage,False,False
colorado,joint_immediate,primary,2,293,45,54,recorded_ac,outage,False,False
colorado,joint_immediate,primary,3,292,44,46,recorded_ac,outage,False,False
colorado,joint_immediate,primary,4,291,43,45,recorded_ac,outage,False,False
colorado,joint_immediate,primary,1,132,31,40,recorded_ac,recovery_0_6,False,True
colorado,joint_immediate,primary,2,128,31,35,recorded_ac,recovery_0_6,False,True
colorado,joint_immediate,primary,3,125,34,34,recorded_ac,recovery_0_6,False,True
colorado,joint_immediate,primary,4,124,31,31,recorded_ac,recovery_0_6,False,True
colorado,joint_immediate,primary,1,435,46,72,recorded_ac,recovery_6_24,False,False
colorado,joint_immediate,primary,2,440,46,62,recorded_ac,recovery_6_24,False,False
colorado,joint_immediate,primary,3,443,46,55,recorded_ac,recovery_6_24,False,False
colorado,joint_immediate,primary,4,444,46,57,recorded_ac,recovery_6_24,False,False
colorado,joint_immediate,primary,1,567,46,86,recorded_ac,recovery,False,False
colorado,joint_immediate,primary,2,568,46,77,recorded_ac,recovery,False,False
colorado,joint_immediate,primary,3,568,46,68,recorded_ac,recovery,False,False
colorado,joint_immediate,primary,4,568,46,65,recorded_ac,recovery,False,False
colorado,joint_immediate,primary,1,864,46,110,recorded_ac,failure_recovery,False,False
colorado,joint_immediate,primary,2,861,46,100,recorded_ac,failure_recovery,False,False
colorado,joint_immediate,primary,3,860,46,92,recorded_ac,failure_recovery,False,False
colorado,joint_immediate,primary,4,859,46,91,recorded_ac,failure_recovery,False,False
colorado,joint_immediate,primary,1,3957,46,322,recorded_ac,all,False,False
colorado,joint_immediate,primary,2,3957,46,322,recorded_ac,all,False,False
colorado,joint_immediate,primary,3,3957,46,322,recorded_ac,all,False,False
colorado,joint_immediate,primary,4,3957,46,322,recorded_ac,all,False,False
colorado,joint_immediate,primary,1,297,46,64,exclude_bright_zero,outage,False,False
colorado,joint_immediate,primary,2,293,45,54,exclude_bright_zero,outage,False,False
colorado,joint_immediate,primary,3,292,44,46,exclude_bright_zero,outage,False,False
colorado,joint_immediate,primary,4,291,43,45,exclude_bright_zero,outage,False,False
colorado,joint_immediate,primary,1,132,31,40,exclude_bright_zero,recovery_0_6,False,True
colorado,joint_immediate,primary,2,128,31,35,exclude_bright_zero,recovery_0_6,False,True
colorado,joint_immediate,primary,3,125,34,34,exclude_bright_zero,recovery_0_6,False,True
colorado,joint_immediate,primary,4,124,31,31,exclude_bright_zero,recovery_0_6,False,True
colorado,joint_immediate,primary,1,435,46,72,exclude_bright_zero,recovery_6_24,False,False
colorado,joint_immediate,primary,2,440,46,62,exclude_bright_zero,recovery_6_24,False,False
colorado,joint_immediate,primary,3,443,46,55,exclude_bright_zero,recovery_6_24,False,False
colorado,joint_immediate,primary,4,444,46,57,exclude_bright_zero,recovery_6_24,False,False
colorado,joint_immediate,primary,1,567,46,86,exclude_bright_zero,recovery,False,False
colorado,joint_immediate,primary,2,568,46,77,exclude_bright_zero,recovery,False,False
colorado,joint_immediate,primary,3,568,46,68,exclude_bright_zero,recovery,False,False
colorado,joint_immediate,primary,4,568,46,65,exclude_bright_zero,recovery,False,False
colorado,joint_immediate,primary,1,864,46,110,exclude_bright_zero,failure_recovery,False,False
colorado,joint_immediate,primary,2,861,46,100,exclude_bright_zero,failure_recovery,False,False
colorado,joint_immediate,primary,3,860,46,92,exclude_bright_zero,failure_recovery,False,False
colorado,joint_immediate,primary,4,859,46,91,exclude_bright_zero,failure_recovery,False,False
colorado,joint_immediate,primary,1,3957,46,322,exclude_bright_zero,all,False,False
colorado,joint_immediate,primary,2,3957,46,322,exclude_bright_zero,all,False,False
colorado,joint_immediate,primary,3,3957,46,322,exclude_bright_zero,all,False,False
colorado,joint_immediate,primary,4,3957,46,322,exclude_bright_zero,all,False,False
colorado,joint_gradual,primary,1,297,46,64,recorded_ac,outage,False,False
colorado,joint_gradual,primary,2,293,45,54,recorded_ac,outage,False,False
colorado,joint_gradual,primary,3,292,44,46,recorded_ac,outage,False,False
colorado,joint_gradual,primary,4,291,43,45,recorded_ac,outage,False,False
colorado,joint_gradual,primary,1,132,31,40,recorded_ac,recovery_0_6,False,True
colorado,joint_gradual,primary,2,128,31,35,recorded_ac,recovery_0_6,False,True
colorado,joint_gradual,primary,3,125,34,34,recorded_ac,recovery_0_6,False,True
colorado,joint_gradual,primary,4,124,31,31,recorded_ac,recovery_0_6,False,True
colorado,joint_gradual,primary,1,435,46,72,recorded_ac,recovery_6_24,False,False
colorado,joint_gradual,primary,2,440,46,62,recorded_ac,recovery_6_24,False,False
colorado,joint_gradual,primary,3,443,46,55,recorded_ac,recovery_6_24,False,False
colorado,joint_gradual,primary,4,444,46,57,recorded_ac,recovery_6_24,False,False
colorado,joint_gradual,primary,1,567,46,86,recorded_ac,recovery,False,False
colorado,joint_gradual,primary,2,568,46,77,recorded_ac,recovery,False,False
colorado,joint_gradual,primary,3,568,46,68,recorded_ac,recovery,False,False
colorado,joint_gradual,primary,4,568,46,65,recorded_ac,recovery,False,False
colorado,joint_gradual,primary,1,864,46,110,recorded_ac,failure_recovery,False,False
colorado,joint_gradual,primary,2,861,46,100,recorded_ac,failure_recovery,False,False
colorado,joint_gradual,primary,3,860,46,92,recorded_ac,failure_recovery,False,False
colorado,joint_gradual,primary,4,859,46,91,recorded_ac,failure_recovery,False,False
colorado,joint_gradual,primary,1,3957,46,322,recorded_ac,all,False,False
colorado,joint_gradual,primary,2,3957,46,322,recorded_ac,all,False,False
colorado,joint_gradual,primary,3,3957,46,322,recorded_ac,all,False,False
colorado,joint_gradual,primary,4,3957,46,322,recorded_ac,all,False,False
colorado,joint_gradual,primary,1,297,46,64,exclude_bright_zero,outage,False,False
colorado,joint_gradual,primary,2,293,45,54,exclude_bright_zero,outage,False,False
colorado,joint_gradual,primary,3,292,44,46,exclude_bright_zero,outage,False,False
colorado,joint_gradual,primary,4,291,43,45,exclude_bright_zero,outage,False,False
colorado,joint_gradual,primary,1,132,31,40,exclude_bright_zero,recovery_0_6,False,True
colorado,joint_gradual,primary,2,128,31,35,exclude_bright_zero,recovery_0_6,False,True
colorado,joint_gradual,primary,3,125,34,34,exclude_bright_zero,recovery_0_6,False,True
colorado,joint_gradual,primary,4,124,31,31,exclude_bright_zero,recovery_0_6,False,True
colorado,joint_gradual,primary,1,435,46,72,exclude_bright_zero,recovery_6_24,False,False
colorado,joint_gradual,primary,2,440,46,62,exclude_bright_zero,recovery_6_24,False,False
colorado,joint_gradual,primary,3,443,46,55,exclude_bright_zero,recovery_6_24,False,False
colorado,joint_gradual,primary,4,444,46,57,exclude_bright_zero,recovery_6_24,False,False
colorado,joint_gradual,primary,1,567,46,86,exclude_bright_zero,recovery,False,False
colorado,joint_gradual,primary,2,568,46,77,exclude_bright_zero,recovery,False,False
colorado,joint_gradual,primary,3,568,46,68,exclude_bright_zero,recovery,False,False
colorado,joint_gradual,primary,4,568,46,65,exclude_bright_zero,recovery,False,False
colorado,joint_gradual,primary,1,864,46,110,exclude_bright_zero,failure_recovery,False,False
colorado,joint_gradual,primary,2,861,46,100,exclude_bright_zero,failure_recovery,False,False
colorado,joint_gradual,primary,3,860,46,92,exclude_bright_zero,failure_recovery,False,False
colorado,joint_gradual,primary,4,859,46,91,exclude_bright_zero,failure_recovery,False,False
colorado,joint_gradual,primary,1,3957,46,322,exclude_bright_zero,all,False,False
colorado,joint_gradual,primary,2,3957,46,322,exclude_bright_zero,all,False,False
colorado,joint_gradual,primary,3,3957,46,322,exclude_bright_zero,all,False,False
colorado,joint_gradual,primary,4,3957,46,322,exclude_bright_zero,all,False,False
colorado,joint_none,primary,1,297,46,64,recorded_ac,outage,False,False
colorado,joint_none,primary,2,293,45,54,recorded_ac,outage,False,False
colorado,joint_none,primary,3,292,44,46,recorded_ac,outage,False,False
colorado,joint_none,primary,4,291,43,45,recorded_ac,outage,False,False
colorado,joint_none,primary,1,132,31,40,recorded_ac,recovery_0_6,False,True
colorado,joint_none,primary,2,128,31,35,recorded_ac,recovery_0_6,False,True
colorado,joint_none,primary,3,125,34,34,recorded_ac,recovery_0_6,False,True
colorado,joint_none,primary,4,124,31,31,recorded_ac,recovery_0_6,False,True
colorado,joint_none,primary,1,435,46,72,recorded_ac,recovery_6_24,False,False
colorado,joint_none,primary,2,440,46,62,recorded_ac,recovery_6_24,False,False
colorado,joint_none,primary,3,443,46,55,recorded_ac,recovery_6_24,False,False
colorado,joint_none,primary,4,444,46,57,recorded_ac,recovery_6_24,False,False
colorado,joint_none,primary,1,567,46,86,recorded_ac,recovery,False,False
colorado,joint_none,primary,2,568,46,77,recorded_ac,recovery,False,False
colorado,joint_none,primary,3,568,46,68,recorded_ac,recovery,False,False
colorado,joint_none,primary,4,568,46,65,recorded_ac,recovery,False,False
colorado,joint_none,primary,1,864,46,110,recorded_ac,failure_recovery,False,False
colorado,joint_none,primary,2,861,46,100,recorded_ac,failure_recovery,False,False
colorado,joint_none,primary,3,860,46,92,recorded_ac,failure_recovery,False,False
colorado,joint_none,primary,4,859,46,91,recorded_ac,failure_recovery,False,False
colorado,joint_none,primary,1,3957,46,322,recorded_ac,all,False,False
colorado,joint_none,primary,2,3957,46,322,recorded_ac,all,False,False
colorado,joint_none,primary,3,3957,46,322,recorded_ac,all,False,False
colorado,joint_none,primary,4,3957,46,322,recorded_ac,all,False,False
colorado,joint_none,primary,1,297,46,64,exclude_bright_zero,outage,False,False
colorado,joint_none,primary,2,293,45,54,exclude_bright_zero,outage,False,False
colorado,joint_none,primary,3,292,44,46,exclude_bright_zero,outage,False,False
colorado,joint_none,primary,4,291,43,45,exclude_bright_zero,outage,False,False
colorado,joint_none,primary,1,132,31,40,exclude_bright_zero,recovery_0_6,False,True
colorado,joint_none,primary,2,128,31,35,exclude_bright_zero,recovery_0_6,False,True
colorado,joint_none,primary,3,125,34,34,exclude_bright_zero,recovery_0_6,False,True
colorado,joint_none,primary,4,124,31,31,exclude_bright_zero,recovery_0_6,False,True
colorado,joint_none,primary,1,435,46,72,exclude_bright_zero,recovery_6_24,False,False
colorado,joint_none,primary,2,440,46,62,exclude_bright_zero,recovery_6_24,False,False
colorado,joint_none,primary,3,443,46,55,exclude_bright_zero,recovery_6_24,False,False
colorado,joint_none,primary,4,444,46,57,exclude_bright_zero,recovery_6_24,False,False
colorado,joint_none,primary,1,567,46,86,exclude_bright_zero,recovery,False,False
colorado,joint_none,primary,2,568,46,77,exclude_bright_zero,recovery,False,False
colorado,joint_none,primary,3,568,46,68,exclude_bright_zero,recovery,False,False
colorado,joint_none,primary,4,568,46,65,exclude_bright_zero,recovery,False,False
colorado,joint_none,primary,1,864,46,110,exclude_bright_zero,failure_recovery,False,False
colorado,joint_none,primary,2,861,46,100,exclude_bright_zero,failure_recovery,False,False
colorado,joint_none,primary,3,860,46,92,exclude_bright_zero,failure_recovery,False,False
colorado,joint_none,primary,4,859,46,91,exclude_bright_zero,failure_recovery,False,False
colorado,joint_none,primary,1,3957,46,322,exclude_bright_zero,all,False,False
colorado,joint_none,primary,2,3957,46,322,exclude_bright_zero,all,False,False
colorado,joint_none,primary,3,3957,46,322,exclude_bright_zero,all,False,False
colorado,joint_none,primary,4,3957,46,322,exclude_bright_zero,all,False,False
colorado,irradiance_first,primary,1,297,46,64,recorded_ac,outage,False,False
colorado,irradiance_first,primary,2,293,45,54,recorded_ac,outage,False,False
colorado,irradiance_first,primary,3,292,44,46,recorded_ac,outage,False,False
colorado,irradiance_first,primary,4,291,43,45,recorded_ac,outage,False,False
colorado,irradiance_first,primary,1,69,26,30,recorded_ac,partial_restoration,True,True
colorado,irradiance_first,primary,2,69,28,30,recorded_ac,partial_restoration,True,True
colorado,irradiance_first,primary,3,67,27,27,recorded_ac,partial_restoration,True,True
colorado,irradiance_first,primary,4,63,24,24,recorded_ac,partial_restoration,True,True
colorado,irradiance_first,primary,1,124,31,35,recorded_ac,recovery_0_6,False,True
colorado,irradiance_first,primary,2,129,34,35,recorded_ac,recovery_0_6,False,True
colorado,irradiance_first,primary,3,132,30,30,recorded_ac,recovery_0_6,False,True
colorado,irradiance_first,primary,4,138,30,30,recorded_ac,recovery_0_6,False,True
colorado,irradiance_first,primary,1,444,46,72,recorded_ac,recovery_6_24,False,False
colorado,irradiance_first,primary,2,439,46,63,recorded_ac,recovery_6_24,False,False
colorado,irradiance_first,primary,3,436,46,57,recorded_ac,recovery_6_24,False,False
colorado,irradiance_first,primary,4,430,46,57,recorded_ac,recovery_6_24,False,False
colorado,irradiance_first,primary,1,568,46,81,recorded_ac,recovery,False,False
colorado,irradiance_first,primary,2,568,46,72,recorded_ac,recovery,False,False
colorado,irradiance_first,primary,3,568,46,64,recorded_ac,recovery,False,False
colorado,irradiance_first,primary,4,568,46,63,recorded_ac,recovery,False,False
colorado,irradiance_first,primary,1,934,46,114,recorded_ac,failure_recovery,False,False
colorado,irradiance_first,primary,2,930,46,104,recorded_ac,failure_recovery,False,False
colorado,irradiance_first,primary,3,927,46,97,recorded_ac,failure_recovery,False,False
colorado,irradiance_first,primary,4,922,46,96,recorded_ac,failure_recovery,False,False
colorado,irradiance_first,primary,1,3957,46,322,recorded_ac,all,False,False
colorado,irradiance_first,primary,2,3957,46,322,recorded_ac,all,False,False
colorado,irradiance_first,primary,3,3957,46,322,recorded_ac,all,False,False
colorado,irradiance_first,primary,4,3957,46,322,recorded_ac,all,False,False
colorado,irradiance_first,primary,1,297,46,64,exclude_bright_zero,outage,False,False
colorado,irradiance_first,primary,2,293,45,54,exclude_bright_zero,outage,False,False
colorado,irradiance_first,primary,3,292,44,46,exclude_bright_zero,outage,False,False
colorado,irradiance_first,primary,4,291,43,45,exclude_bright_zero,outage,False,False
colorado,irradiance_first,primary,1,69,26,30,exclude_bright_zero,partial_restoration,True,True
colorado,irradiance_first,primary,2,69,28,30,exclude_bright_zero,partial_restoration,True,True
colorado,irradiance_first,primary,3,67,27,27,exclude_bright_zero,partial_restoration,True,True
colorado,irradiance_first,primary,4,63,24,24,exclude_bright_zero,partial_restoration,True,True
colorado,irradiance_first,primary,1,124,31,35,exclude_bright_zero,recovery_0_6,False,True
colorado,irradiance_first,primary,2,129,34,35,exclude_bright_zero,recovery_0_6,False,True
colorado,irradiance_first,primary,3,132,30,30,exclude_bright_zero,recovery_0_6,False,True
colorado,irradiance_first,primary,4,138,30,30,exclude_bright_zero,recovery_0_6,False,True
colorado,irradiance_first,primary,1,444,46,72,exclude_bright_zero,recovery_6_24,False,False
colorado,irradiance_first,primary,2,439,46,63,exclude_bright_zero,recovery_6_24,False,False
colorado,irradiance_first,primary,3,436,46,57,exclude_bright_zero,recovery_6_24,False,False
colorado,irradiance_first,primary,4,430,46,57,exclude_bright_zero,recovery_6_24,False,False
colorado,irradiance_first,primary,1,568,46,81,exclude_bright_zero,recovery,False,False
colorado,irradiance_first,primary,2,568,46,72,exclude_bright_zero,recovery,False,False
colorado,irradiance_first,primary,3,568,46,64,exclude_bright_zero,recovery,False,False
colorado,irradiance_first,primary,4,568,46,63,exclude_bright_zero,recovery,False,False
colorado,irradiance_first,primary,1,934,46,114,exclude_bright_zero,failure_recovery,False,False
colorado,irradiance_first,primary,2,930,46,104,exclude_bright_zero,failure_recovery,False,False
colorado,irradiance_first,primary,3,927,46,97,exclude_bright_zero,failure_recovery,False,False
colorado,irradiance_first,primary,4,922,46,96,exclude_bright_zero,failure_recovery,False,False
colorado,irradiance_first,primary,1,3957,46,322,exclude_bright_zero,all,False,False
colorado,irradiance_first,primary,2,3957,46,322,exclude_bright_zero,all,False,False
colorado,irradiance_first,primary,3,3957,46,322,exclude_bright_zero,all,False,False
colorado,irradiance_first,primary,4,3957,46,322,exclude_bright_zero,all,False,False
colorado,pv_first,primary,1,297,46,64,recorded_ac,outage,False,False
colorado,pv_first,primary,2,293,45,54,recorded_ac,outage,False,False
colorado,pv_first,primary,3,292,44,46,recorded_ac,outage,False,False
colorado,pv_first,primary,4,291,43,45,recorded_ac,outage,False,False
colorado,pv_first,primary,1,69,26,30,recorded_ac,partial_restoration,True,True
colorado,pv_first,primary,2,69,28,30,recorded_ac,partial_restoration,True,True
colorado,pv_first,primary,3,67,27,27,recorded_ac,partial_restoration,True,True
colorado,pv_first,primary,4,63,24,24,recorded_ac,partial_restoration,True,True
colorado,pv_first,primary,1,124,31,35,recorded_ac,recovery_0_6,False,True
colorado,pv_first,primary,2,129,34,35,recorded_ac,recovery_0_6,False,True
colorado,pv_first,primary,3,132,30,30,recorded_ac,recovery_0_6,False,True
colorado,pv_first,primary,4,138,30,30,recorded_ac,recovery_0_6,False,True
colorado,pv_first,primary,1,444,46,72,recorded_ac,recovery_6_24,False,False
colorado,pv_first,primary,2,439,46,63,recorded_ac,recovery_6_24,False,False
colorado,pv_first,primary,3,436,46,57,recorded_ac,recovery_6_24,False,False
colorado,pv_first,primary,4,430,46,57,recorded_ac,recovery_6_24,False,False
colorado,pv_first,primary,1,568,46,81,recorded_ac,recovery,False,False
colorado,pv_first,primary,2,568,46,72,recorded_ac,recovery,False,False
colorado,pv_first,primary,3,568,46,64,recorded_ac,recovery,False,False
colorado,pv_first,primary,4,568,46,63,recorded_ac,recovery,False,False
colorado,pv_first,primary,1,934,46,114,recorded_ac,failure_recovery,False,False
colorado,pv_first,primary,2,930,46,104,recorded_ac,failure_recovery,False,False
colorado,pv_first,primary,3,927,46,97,recorded_ac,failure_recovery,False,False
colorado,pv_first,primary,4,922,46,96,recorded_ac,failure_recovery,False,False
colorado,pv_first,primary,1,3957,46,322,recorded_ac,all,False,False
colorado,pv_first,primary,2,3957,46,322,recorded_ac,all,False,False
colorado,pv_first,primary,3,3957,46,322,recorded_ac,all,False,False
colorado,pv_first,primary,4,3957,46,322,recorded_ac,all,False,False
colorado,pv_first,primary,1,297,46,64,exclude_bright_zero,outage,False,False
colorado,pv_first,primary,2,293,45,54,exclude_bright_zero,outage,False,False
colorado,pv_first,primary,3,292,44,46,exclude_bright_zero,outage,False,False
colorado,pv_first,primary,4,291,43,45,exclude_bright_zero,outage,False,False
colorado,pv_first,primary,1,69,26,30,exclude_bright_zero,partial_restoration,True,True
colorado,pv_first,primary,2,69,28,30,exclude_bright_zero,partial_restoration,True,True
colorado,pv_first,primary,3,67,27,27,exclude_bright_zero,partial_restoration,True,True
colorado,pv_first,primary,4,63,24,24,exclude_bright_zero,partial_restoration,True,True
colorado,pv_first,primary,1,124,31,35,exclude_bright_zero,recovery_0_6,False,True
colorado,pv_first,primary,2,129,34,35,exclude_bright_zero,recovery_0_6,False,True
colorado,pv_first,primary,3,132,30,30,exclude_bright_zero,recovery_0_6,False,True
colorado,pv_first,primary,4,138,30,30,exclude_bright_zero,recovery_0_6,False,True
colorado,pv_first,primary,1,444,46,72,exclude_bright_zero,recovery_6_24,False,False
colorado,pv_first,primary,2,439,46,63,exclude_bright_zero,recovery_6_24,False,False
colorado,pv_first,primary,3,436,46,57,exclude_bright_zero,recovery_6_24,False,False
colorado,pv_first,primary,4,430,46,57,exclude_bright_zero,recovery_6_24,False,False
colorado,pv_first,primary,1,568,46,81,exclude_bright_zero,recovery,False,False
colorado,pv_first,primary,2,568,46,72,exclude_bright_zero,recovery,False,False
colorado,pv_first,primary,3,568,46,64,exclude_bright_zero,recovery,False,False
colorado,pv_first,primary,4,568,46,63,exclude_bright_zero,recovery,False,False
colorado,pv_first,primary,1,934,46,114,exclude_bright_zero,failure_recovery,False,False
colorado,pv_first,primary,2,930,46,104,exclude_bright_zero,failure_recovery,False,False
colorado,pv_first,primary,3,927,46,97,exclude_bright_zero,failure_recovery,False,False
colorado,pv_first,primary,4,922,46,96,exclude_bright_zero,failure_recovery,False,False
colorado,pv_first,primary,1,3957,46,322,exclude_bright_zero,all,False,False
colorado,pv_first,primary,2,3957,46,322,exclude_bright_zero,all,False,False
colorado,pv_first,primary,3,3957,46,322,exclude_bright_zero,all,False,False
colorado,pv_first,primary,4,3957,46,322,exclude_bright_zero,all,False,False
colorado,duration_6h,sensitivity,1,150,37,44,recorded_ac,outage,False,True
colorado,duration_6h,sensitivity,2,151,36,41,recorded_ac,outage,False,True
colorado,duration_6h,sensitivity,3,149,35,35,recorded_ac,outage,False,True
colorado,duration_6h,sensitivity,4,148,34,34,recorded_ac,outage,False,True
colorado,duration_6h,sensitivity,1,147,35,43,recorded_ac,recovery_0_6,False,True
colorado,duration_6h,sensitivity,2,142,31,35,recorded_ac,recovery_0_6,False,True
colorado,duration_6h,sensitivity,3,143,33,33,recorded_ac,recovery_0_6,False,True
colorado,duration_6h,sensitivity,4,143,34,34,recorded_ac,recovery_0_6,False,True
colorado,duration_6h,sensitivity,1,420,46,72,recorded_ac,recovery_6_24,False,False
colorado,duration_6h,sensitivity,2,425,46,70,recorded_ac,recovery_6_24,False,False
colorado,duration_6h,sensitivity,3,424,46,57,recorded_ac,recovery_6_24,False,False
colorado,duration_6h,sensitivity,4,424,46,54,recorded_ac,recovery_6_24,False,False
colorado,duration_6h,sensitivity,1,567,46,83,recorded_ac,recovery,False,False
colorado,duration_6h,sensitivity,2,567,46,80,recorded_ac,recovery,False,False
colorado,duration_6h,sensitivity,3,567,46,68,recorded_ac,recovery,False,False
colorado,duration_6h,sensitivity,4,567,46,69,recorded_ac,recovery,False,False
colorado,duration_6h,sensitivity,1,717,46,96,recorded_ac,failure_recovery,False,False
colorado,duration_6h,sensitivity,2,718,46,93,recorded_ac,failure_recovery,False,False
colorado,duration_6h,sensitivity,3,716,46,81,recorded_ac,failure_recovery,False,False
colorado,duration_6h,sensitivity,4,715,46,80,recorded_ac,failure_recovery,False,False
colorado,duration_6h,sensitivity,1,3957,46,322,recorded_ac,all,False,False
colorado,duration_6h,sensitivity,2,3957,46,322,recorded_ac,all,False,False
colorado,duration_6h,sensitivity,3,3957,46,322,recorded_ac,all,False,False
colorado,duration_6h,sensitivity,4,3957,46,322,recorded_ac,all,False,False
colorado,duration_6h,sensitivity,1,150,37,44,exclude_bright_zero,outage,False,True
colorado,duration_6h,sensitivity,2,151,36,41,exclude_bright_zero,outage,False,True
colorado,duration_6h,sensitivity,3,149,35,35,exclude_bright_zero,outage,False,True
colorado,duration_6h,sensitivity,4,148,34,34,exclude_bright_zero,outage,False,True
colorado,duration_6h,sensitivity,1,147,35,43,exclude_bright_zero,recovery_0_6,False,True
colorado,duration_6h,sensitivity,2,142,31,35,exclude_bright_zero,recovery_0_6,False,True
colorado,duration_6h,sensitivity,3,143,33,33,exclude_bright_zero,recovery_0_6,False,True
colorado,duration_6h,sensitivity,4,143,34,34,exclude_bright_zero,recovery_0_6,False,True
