site,case_id,case_group,horizon,n,events,days,population,endpoint,low_event_support,low_case_support
nist,clean,primary,1,3978,0,332,recorded_ac,all,False,False
nist,clean,primary,2,3978,0,332,recorded_ac,all,False,False
nist,clean,primary,3,3978,0,332,recorded_ac,all,False,False
nist,clean,primary,4,3978,0,332,recorded_ac,all,False,False
nist,clean,primary,1,3965,0,332,exclude_bright_zero,all,False,False
nist,clean,primary,2,3965,0,332,exclude_bright_zero,all,False,False
nist,clean,primary,3,3965,0,332,exclude_bright_zero,all,False,False
nist,clean,primary,4,3965,0,332,exclude_bright_zero,all,False,False
nist,pv_only,primary,1,299,46,49,recorded_ac,partial_restoration,False,False
nist,pv_only,primary,2,300,46,48,recorded_ac,partial_restoration,False,False
nist,pv_only,primary,3,297,46,46,recorded_ac,partial_restoration,False,False
nist,pv_only,primary,4,295,45,46,recorded_ac,partial_restoration,False,False
nist,pv_only,primary,1,129,35,37,recorded_ac,recovery_0_6,False,True
nist,pv_only,primary,2,127,34,34,recorded_ac,recovery_0_6,False,True
nist,pv_only,primary,3,129,34,34,recorded_ac,recovery_0_6,False,True
nist,pv_only,primary,4,133,31,31,recorded_ac,recovery_0_6,False,True
nist,pv_only,primary,1,447,47,56,recorded_ac,recovery_6_24,False,False
nist,pv_only,primary,2,449,47,58,recorded_ac,recovery_6_24,False,False
nist,pv_only,primary,3,447,47,59,recorded_ac,recovery_6_24,False,False
nist,pv_only,primary,4,444,47,59,recorded_ac,recovery_6_24,False,False
nist,pv_only,primary,1,576,47,70,recorded_ac,recovery,False,False
nist,pv_only,primary,2,576,47,69,recorded_ac,recovery,False,False
nist,pv_only,primary,3,576,47,68,recorded_ac,recovery,False,False
nist,pv_only,primary,4,577,47,66,recorded_ac,recovery,False,False
nist,pv_only,primary,1,875,48,95,recorded_ac,failure_recovery,False,False
nist,pv_only,primary,2,876,48,95,recorded_ac,failure_recovery,False,False
nist,pv_only,primary,3,873,48,93,recorded_ac,failure_recovery,False,False
nist,pv_only,primary,4,872,48,93,recorded_ac,failure_recovery,False,False
nist,pv_only,primary,1,3978,48,332,recorded_ac,all,False,False
nist,pv_only,primary,2,3978,48,332,recorded_ac,all,False,False
nist,pv_only,primary,3,3978,48,332,recorded_ac,all,False,False
nist,pv_only,primary,4,3978,48,332,recorded_ac,all,False,False
nist,pv_only,primary,1,299,46,49,exclude_bright_zero,partial_restoration,False,False
nist,pv_only,primary,2,300,46,48,exclude_bright_zero,partial_restoration,False,False
nist,pv_only,primary,3,297,46,46,exclude_bright_zero,partial_restoration,False,False
nist,pv_only,primary,4,295,45,46,exclude_bright_zero,partial_restoration,False,False
nist,pv_only,primary,1,129,35,37,exclude_bright_zero,recovery_0_6,False,True
nist,pv_only,primary,2,127,34,34,exclude_bright_zero,recovery_0_6,False,True
nist,pv_only,primary,3,129,34,34,exclude_bright_zero,recovery_0_6,False,True
nist,pv_only,primary,4,133,31,31,exclude_bright_zero,recovery_0_6,False,True
nist,pv_only,primary,1,447,47,56,exclude_bright_zero,recovery_6_24,False,False
nist,pv_only,primary,2,449,47,58,exclude_bright_zero,recovery_6_24,False,False
nist,pv_only,primary,3,447,47,59,exclude_bright_zero,recovery_6_24,False,False
nist,pv_only,primary,4,444,47,59,exclude_bright_zero,recovery_6_24,False,False
nist,pv_only,primary,1,576,47,70,exclude_bright_zero,recovery,False,False
nist,pv_only,primary,2,576,47,69,exclude_bright_zero,recovery,False,False
nist,pv_only,primary,3,576,47,68,exclude_bright_zero,recovery,False,False
nist,pv_only,primary,4,577,47,66,exclude_bright_zero,recovery,False,False
nist,pv_only,primary,1,875,48,95,exclude_bright_zero,failure_recovery,False,False
nist,pv_only,primary,2,876,48,95,exclude_bright_zero,failure_recovery,False,False
nist,pv_only,primary,3,873,48,93,exclude_bright_zero,failure_recovery,False,False
nist,pv_only,primary,4,872,48,93,exclude_bright_zero,failure_recovery,False,False
nist,pv_only,primary,1,3965,48,332,exclude_bright_zero,all,False,False
nist,pv_only,primary,2,3965,48,332,exclude_bright_zero,all,False,False
nist,pv_only,primary,3,3965,48,332,exclude_bright_zero,all,False,False
nist,pv_only,primary,4,3965,48,332,exclude_bright_zero,all,False,False
nist,irradiance_only,primary,1,299,46,49,recorded_ac,partial_restoration,False,False
nist,irradiance_only,primary,2,300,46,48,recorded_ac,partial_restoration,False,False
nist,irradiance_only,primary,3,297,46,46,recorded_ac,partial_restoration,False,False
nist,irradiance_only,primary,4,295,45,46,recorded_ac,partial_restoration,False,False
nist,irradiance_only,primary,1,129,35,37,recorded_ac,recovery_0_6,False,True
nist,irradiance_only,primary,2,127,34,34,recorded_ac,recovery_0_6,False,True
nist,irradiance_only,primary,3,129,34,34,recorded_ac,recovery_0_6,False,True
nist,irradiance_only,primary,4,133,31,31,recorded_ac,recovery_0_6,False,True
nist,irradiance_only,primary,1,447,47,56,recorded_ac,recovery_6_24,False,False
nist,irradiance_only,primary,2,449,47,58,recorded_ac,recovery_6_24,False,False
nist,irradiance_only,primary,3,447,47,59,recorded_ac,recovery_6_24,False,False
nist,irradiance_only,primary,4,444,47,59,recorded_ac,recovery_6_24,False,False
nist,irradiance_only,primary,1,576,47,70,recorded_ac,recovery,False,False
nist,irradiance_only,primary,2,576,47,69,recorded_ac,recovery,False,False
nist,irradiance_only,primary,3,576,47,68,recorded_ac,recovery,False,False
nist,irradiance_only,primary,4,577,47,66,recorded_ac,recovery,False,False
nist,irradiance_only,primary,1,875,48,95,recorded_ac,failure_recovery,False,False
nist,irradiance_only,primary,2,876,48,95,recorded_ac,failure_recovery,False,False
nist,irradiance_only,primary,3,873,48,93,recorded_ac,failure_recovery,False,False
nist,irradiance_only,primary,4,872,48,93,recorded_ac,failure_recovery,False,False
nist,irradiance_only,primary,1,3978,48,332,recorded_ac,all,False,False
nist,irradiance_only,primary,2,3978,48,332,recorded_ac,all,False,False
nist,irradiance_only,primary,3,3978,48,332,recorded_ac,all,False,False
nist,irradiance_only,primary,4,3978,48,332,recorded_ac,all,False,False
nist,irradiance_only,primary,1,299,46,49,exclude_bright_zero,partial_restoration,False,False
nist,irradiance_only,primary,2,300,46,48,exclude_bright_zero,partial_restoration,False,False
nist,irradiance_only,primary,3,297,46,46,exclude_bright_zero,partial_restoration,False,False
nist,irradiance_only,primary,4,295,45,46,exclude_bright_zero,partial_restoration,False,False
nist,irradiance_only,primary,1,129,35,37,exclude_bright_zero,recovery_0_6,False,True
nist,irradiance_only,primary,2,127,34,34,exclude_bright_zero,recovery_0_6,False,True
nist,irradiance_only,primary,3,129,34,34,exclude_bright_zero,recovery_0_6,False,True
nist,irradiance_only,primary,4,133,31,31,exclude_bright_zero,recovery_0_6,False,True
nist,irradiance_only,primary,1,447,47,56,exclude_bright_zero,recovery_6_24,False,False
nist,irradiance_only,primary,2,449,47,58,exclude_bright_zero,recovery_6_24,False,False
nist,irradiance_only,primary,3,447,47,59,exclude_bright_zero,recovery_6_24,False,False
nist,irradiance_only,primary,4,444,47,59,exclude_bright_zero,recovery_6_24,False,False
nist,irradiance_only,primary,1,576,47,70,exclude_bright_zero,recovery,False,False
nist,irradiance_only,primary,2,576,47,69,exclude_bright_zero,recovery,False,False
nist,irradiance_only,primary,3,576,47,68,exclude_bright_zero,recovery,False,False
nist,irradiance_only,primary,4,577,47,66,exclude_bright_zero,recovery,False,False
nist,irradiance_only,primary,1,875,48,95,exclude_bright_zero,failure_recovery,False,False
nist,irradiance_only,primary,2,876,48,95,exclude_bright_zero,failure_recovery,False,False
nist,irradiance_only,primary,3,873,48,93,exclude_bright_zero,failure_recovery,False,False
nist,irradiance_only,primary,4,872,48,93,exclude_bright_zero,failure_recovery,False,False
nist,irradiance_only,primary,1,3965,48,332,exclude_bright_zero,all,False,False
nist,irradiance_only,primary,2,3965,48,332,exclude_bright_zero,all,False,False
nist,irradiance_only,primary,3,3965,48,332,exclude_bright_zero,all,False,False
nist,irradiance_only,primary,4,3965,48,332,exclude_bright_zero,all,False,False
nist,joint_immediate,primary,1,299,46,49,recorded_ac,outage,False,False
nist,joint_immediate,primary,2,300,46,48,recorded_ac,outage,False,False
nist,joint_immediate,primary,3,297,46,46,recorded_ac,outage,False,False
nist,joint_immediate,primary,4,295,45,46,recorded_ac,outage,False,False
nist,joint_immediate,primary,1,129,35,37,recorded_ac,recovery_0_6,False,True
nist,joint_immediate,primary,2,127,34,34,recorded_ac,recovery_0_6,False,True
nist,joint_immediate,primary,3,129,34,34,recorded_ac,recovery_0_6,False,True
nist,joint_immediate,primary,4,133,31,31,recorded_ac,recovery_0_6,False,True
nist,joint_immediate,primary,1,447,47,56,recorded_ac,recovery_6_24,False,False
nist,joint_immediate,primary,2,449,47,58,recorded_ac,recovery_6_24,False,False
nist,joint_immediate,primary,3,447,47,59,recorded_ac,recovery_6_24,False,False
nist,joint_immediate,primary,4,444,47,59,recorded_ac,recovery_6_24,False,False
nist,joint_immediate,primary,1,576,47,70,recorded_ac,recovery,False,False
nist,joint_immediate,primary,2,576,47,69,recorded_ac,recovery,False,False
nist,joint_immediate,primary,3,576,47,68,recorded_ac,recovery,False,False
nist,joint_immediate,primary,4,577,47,66,recorded_ac,recovery,False,False
nist,joint_immediate,primary,1,875,48,95,recorded_ac,failure_recovery,False,False
nist,joint_immediate,primary,2,876,48,95,recorded_ac,failure_recovery,False,False
nist,joint_immediate,primary,3,873,48,93,recorded_ac,failure_recovery,False,False
nist,joint_immediate,primary,4,872,48,93,recorded_ac,failure_recovery,False,False
nist,joint_immediate,primary,1,3978,48,332,recorded_ac,all,False,False
nist,joint_immediate,primary,2,3978,48,332,recorded_ac,all,False,False
nist,joint_immediate,primary,3,3978,48,332,recorded_ac,all,False,False
nist,joint_immediate,primary,4,3978,48,332,recorded_ac,all,False,False
nist,joint_immediate,primary,1,299,46,49,exclude_bright_zero,outage,False,False
nist,joint_immediate,primary,2,300,46,48,exclude_bright_zero,outage,False,False
nist,joint_immediate,primary,3,297,46,46,exclude_bright_zero,outage,False,False
nist,joint_immediate,primary,4,295,45,46,exclude_bright_zero,outage,False,False
nist,joint_immediate,primary,1,129,35,37,exclude_bright_zero,recovery_0_6,False,True
nist,joint_immediate,primary,2,127,34,34,exclude_bright_zero,recovery_0_6,False,True
nist,joint_immediate,primary,3,129,34,34,exclude_bright_zero,recovery_0_6,False,True
nist,joint_immediate,primary,4,133,31,31,exclude_bright_zero,recovery_0_6,False,True
nist,joint_immediate,primary,1,447,47,56,exclude_bright_zero,recovery_6_24,False,False
nist,joint_immediate,primary,2,449,47,58,exclude_bright_zero,recovery_6_24,False,False
nist,joint_immediate,primary,3,447,47,59,exclude_bright_zero,recovery_6_24,False,False
nist,joint_immediate,primary,4,444,47,59,exclude_bright_zero,recovery_6_24,False,False
nist,joint_immediate,primary,1,576,47,70,exclude_bright_zero,recovery,False,False
nist,joint_immediate,primary,2,576,47,69,exclude_bright_zero,recovery,False,False
nist,joint_immediate,primary,3,576,47,68,exclude_bright_zero,recovery,False,False
nist,joint_immediate,primary,4,577,47,66,exclude_bright_zero,recovery,False,False
nist,joint_immediate,primary,1,875,48,95,exclude_bright_zero,failure_recovery,False,False
nist,joint_immediate,primary,2,876,48,95,exclude_bright_zero,failure_recovery,False,False
nist,joint_immediate,primary,3,873,48,93,exclude_bright_zero,failure_recovery,False,False
nist,joint_immediate,primary,4,872,48,93,exclude_bright_zero,failure_recovery,False,False
nist,joint_immediate,primary,1,3965,48,332,exclude_bright_zero,all,False,False
nist,joint_immediate,primary,2,3965,48,332,exclude_bright_zero,all,False,False
nist,joint_immediate,primary,3,3965,48,332,exclude_bright_zero,all,False,False
nist,joint_immediate,primary,4,3965,48,332,exclude_bright_zero,all,False,False
nist,joint_gradual,primary,1,299,46,49,recorded_ac,outage,False,False
nist,joint_gradual,primary,2,300,46,48,recorded_ac,outage,False,False
nist,joint_gradual,primary,3,297,46,46,recorded_ac,outage,False,False
nist,joint_gradual,primary,4,295,45,46,recorded_ac,outage,False,False
nist,joint_gradual,primary,1,129,35,37,recorded_ac,recovery_0_6,False,True
nist,joint_gradual,primary,2,127,34,34,recorded_ac,recovery_0_6,False,True
nist,joint_gradual,primary,3,129,34,34,recorded_ac,recovery_0_6,False,True
nist,joint_gradual,primary,4,133,31,31,recorded_ac,recovery_0_6,False,True
nist,joint_gradual,primary,1,447,47,56,recorded_ac,recovery_6_24,False,False
nist,joint_gradual,primary,2,449,47,58,recorded_ac,recovery_6_24,False,False
nist,joint_gradual,primary,3,447,47,59,recorded_ac,recovery_6_24,False,False
nist,joint_gradual,primary,4,444,47,59,recorded_ac,recovery_6_24,False,False
nist,joint_gradual,primary,1,576,47,70,recorded_ac,recovery,False,False
nist,joint_gradual,primary,2,576,47,69,recorded_ac,recovery,False,False
nist,joint_gradual,primary,3,576,47,68,recorded_ac,recovery,False,False
nist,joint_gradual,primary,4,577,47,66,recorded_ac,recovery,False,False
nist,joint_gradual,primary,1,875,48,95,recorded_ac,failure_recovery,False,False
nist,joint_gradual,primary,2,876,48,95,recorded_ac,failure_recovery,False,False
nist,joint_gradual,primary,3,873,48,93,recorded_ac,failure_recovery,False,False
nist,joint_gradual,primary,4,872,48,93,recorded_ac,failure_recovery,False,False
nist,joint_gradual,primary,1,3978,48,332,recorded_ac,all,False,False
nist,joint_gradual,primary,2,3978,48,332,recorded_ac,all,False,False
nist,joint_gradual,primary,3,3978,48,332,recorded_ac,all,False,False
nist,joint_gradual,primary,4,3978,48,332,recorded_ac,all,False,False
nist,joint_gradual,primary,1,299,46,49,exclude_bright_zero,outage,False,False
nist,joint_gradual,primary,2,300,46,48,exclude_bright_zero,outage,False,False
nist,joint_gradual,primary,3,297,46,46,exclude_bright_zero,outage,False,False
nist,joint_gradual,primary,4,295,45,46,exclude_bright_zero,outage,False,False
nist,joint_gradual,primary,1,129,35,37,exclude_bright_zero,recovery_0_6,False,True
nist,joint_gradual,primary,2,127,34,34,exclude_bright_zero,recovery_0_6,False,True
nist,joint_gradual,primary,3,129,34,34,exclude_bright_zero,recovery_0_6,False,True
nist,joint_gradual,primary,4,133,31,31,exclude_bright_zero,recovery_0_6,False,True
nist,joint_gradual,primary,1,447,47,56,exclude_bright_zero,recovery_6_24,False,False
nist,joint_gradual,primary,2,449,47,58,exclude_bright_zero,recovery_6_24,False,False
nist,joint_gradual,primary,3,447,47,59,exclude_bright_zero,recovery_6_24,False,False
nist,joint_gradual,primary,4,444,47,59,exclude_bright_zero,recovery_6_24,False,False
nist,joint_gradual,primary,1,576,47,70,exclude_bright_zero,recovery,False,False
nist,joint_gradual,primary,2,576,47,69,exclude_bright_zero,recovery,False,False
nist,joint_gradual,primary,3,576,47,68,exclude_bright_zero,recovery,False,False
nist,joint_gradual,primary,4,577,47,66,exclude_bright_zero,recovery,False,False
nist,joint_gradual,primary,1,875,48,95,exclude_bright_zero,failure_recovery,False,False
nist,joint_gradual,primary,2,876,48,95,exclude_bright_zero,failure_recovery,False,False
nist,joint_gradual,primary,3,873,48,93,exclude_bright_zero,failure_recovery,False,False
nist,joint_gradual,primary,4,872,48,93,exclude_bright_zero,failure_recovery,False,False
nist,joint_gradual,primary,1,3965,48,332,exclude_bright_zero,all,False,False
nist,joint_gradual,primary,2,3965,48,332,exclude_bright_zero,all,False,False
nist,joint_gradual,primary,3,3965,48,332,exclude_bright_zero,all,False,False
nist,joint_gradual,primary,4,3965,48,332,exclude_bright_zero,all,False,False
nist,joint_none,primary,1,299,46,49,recorded_ac,outage,False,False
nist,joint_none,primary,2,300,46,48,recorded_ac,outage,False,False
nist,joint_none,primary,3,297,46,46,recorded_ac,outage,False,False
nist,joint_none,primary,4,295,45,46,recorded_ac,outage,False,False
nist,joint_none,primary,1,129,35,37,recorded_ac,recovery_0_6,False,True
nist,joint_none,primary,2,127,34,34,recorded_ac,recovery_0_6,False,True
nist,joint_none,primary,3,129,34,34,recorded_ac,recovery_0_6,False,True
nist,joint_none,primary,4,133,31,31,recorded_ac,recovery_0_6,False,True
nist,joint_none,primary,1,447,47,56,recorded_ac,recovery_6_24,False,False
nist,joint_none,primary,2,449,47,58,recorded_ac,recovery_6_24,False,False
nist,joint_none,primary,3,447,47,59,recorded_ac,recovery_6_24,False,False
nist,joint_none,primary,4,444,47,59,recorded_ac,recovery_6_24,False,False
nist,joint_none,primary,1,576,47,70,recorded_ac,recovery,False,False
nist,joint_none,primary,2,576,47,69,recorded_ac,recovery,False,False
nist,joint_none,primary,3,576,47,68,recorded_ac,recovery,False,False
nist,joint_none,primary,4,577,47,66,recorded_ac,recovery,False,False
nist,joint_none,primary,1,875,48,95,recorded_ac,failure_recovery,False,False
nist,joint_none,primary,2,876,48,95,recorded_ac,failure_recovery,False,False
nist,joint_none,primary,3,873,48,93,recorded_ac,failure_recovery,False,False
nist,joint_none,primary,4,872,48,93,recorded_ac,failure_recovery,False,False
nist,joint_none,primary,1,3978,48,332,recorded_ac,all,False,False
nist,joint_none,primary,2,3978,48,332,recorded_ac,all,False,False
nist,joint_none,primary,3,3978,48,332,recorded_ac,all,False,False
nist,joint_none,primary,4,3978,48,332,recorded_ac,all,False,False
nist,joint_none,primary,1,299,46,49,exclude_bright_zero,outage,False,False
nist,joint_none,primary,2,300,46,48,exclude_bright_zero,outage,False,False
nist,joint_none,primary,3,297,46,46,exclude_bright_zero,outage,False,False
nist,joint_none,primary,4,295,45,46,exclude_bright_zero,outage,False,False
nist,joint_none,primary,1,129,35,37,exclude_bright_zero,recovery_0_6,False,True
nist,joint_none,primary,2,127,34,34,exclude_bright_zero,recovery_0_6,False,True
nist,joint_none,primary,3,129,34,34,exclude_bright_zero,recovery_0_6,False,True
nist,joint_none,primary,4,133,31,31,exclude_bright_zero,recovery_0_6,False,True
nist,joint_none,primary,1,447,47,56,exclude_bright_zero,recovery_6_24,False,False
nist,joint_none,primary,2,449,47,58,exclude_bright_zero,recovery_6_24,False,False
nist,joint_none,primary,3,447,47,59,exclude_bright_zero,recovery_6_24,False,False
nist,joint_none,primary,4,444,47,59,exclude_bright_zero,recovery_6_24,False,False
nist,joint_none,primary,1,576,47,70,exclude_bright_zero,recovery,False,False
nist,joint_none,primary,2,576,47,69,exclude_bright_zero,recovery,False,False
nist,joint_none,primary,3,576,47,68,exclude_bright_zero,recovery,False,False
nist,joint_none,primary,4,577,47,66,exclude_bright_zero,recovery,False,False
nist,joint_none,primary,1,875,48,95,exclude_bright_zero,failure_recovery,False,False
nist,joint_none,primary,2,876,48,95,exclude_bright_zero,failure_recovery,False,False
nist,joint_none,primary,3,873,48,93,exclude_bright_zero,failure_recovery,False,False
nist,joint_none,primary,4,872,48,93,exclude_bright_zero,failure_recovery,False,False
nist,joint_none,primary,1,3965,48,332,exclude_bright_zero,all,False,False
nist,joint_none,primary,2,3965,48,332,exclude_bright_zero,all,False,False
nist,joint_none,primary,3,3965,48,332,exclude_bright_zero,all,False,False
nist,joint_none,primary,4,3965,48,332,exclude_bright_zero,all,False,False
nist,irradiance_first,primary,1,299,46,49,recorded_ac,outage,False,False
nist,irradiance_first,primary,2,300,46,48,recorded_ac,outage,False,False
nist,irradiance_first,primary,3,297,46,46,recorded_ac,outage,False,False
nist,irradiance_first,primary,4,295,45,46,recorded_ac,outage,False,False
nist,irradiance_first,primary,1,70,28,29,recorded_ac,partial_restoration,True,True
nist,irradiance_first,primary,2,66,27,27,recorded_ac,partial_restoration,True,True
nist,irradiance_first,primary,3,59,24,24,recorded_ac,partial_restoration,True,True
nist,irradiance_first,primary,4,59,26,26,recorded_ac,partial_restoration,True,True
nist,irradiance_first,primary,1,133,31,31,recorded_ac,recovery_0_6,False,True
nist,irradiance_first,primary,2,138,29,29,recorded_ac,recovery_0_6,True,True
nist,irradiance_first,primary,3,146,30,30,recorded_ac,recovery_0_6,False,True
nist,irradiance_first,primary,4,150,32,32,recorded_ac,recovery_0_6,False,True
nist,irradiance_first,primary,1,444,47,60,recorded_ac,recovery_6_24,False,False
nist,irradiance_first,primary,2,439,47,58,recorded_ac,recovery_6_24,False,False
nist,irradiance_first,primary,3,431,47,56,recorded_ac,recovery_6_24,False,False
nist,irradiance_first,primary,4,427,47,59,recorded_ac,recovery_6_24,False,False
nist,irradiance_first,primary,1,577,47,67,recorded_ac,recovery,False,False
nist,irradiance_first,primary,2,577,47,64,recorded_ac,recovery,False,False
nist,irradiance_first,primary,3,577,47,63,recorded_ac,recovery,False,False
nist,irradiance_first,primary,4,577,47,68,recorded_ac,recovery,False,False
nist,irradiance_first,primary,1,946,48,102,recorded_ac,failure_recovery,False,False
nist,irradiance_first,primary,2,943,48,100,recorded_ac,failure_recovery,False,False
nist,irradiance_first,primary,3,933,48,96,recorded_ac,failure_recovery,False,False
nist,irradiance_first,primary,4,931,48,100,recorded_ac,failure_recovery,False,False
nist,irradiance_first,primary,1,3978,48,332,recorded_ac,all,False,False
nist,irradiance_first,primary,2,3978,48,332,recorded_ac,all,False,False
nist,irradiance_first,primary,3,3978,48,332,recorded_ac,all,False,False
nist,irradiance_first,primary,4,3978,48,332,recorded_ac,all,False,False
nist,irradiance_first,primary,1,299,46,49,exclude_bright_zero,outage,False,False
nist,irradiance_first,primary,2,300,46,48,exclude_bright_zero,outage,False,False
nist,irradiance_first,primary,3,297,46,46,exclude_bright_zero,outage,False,False
nist,irradiance_first,primary,4,295,45,46,exclude_bright_zero,outage,False,False
nist,irradiance_first,primary,1,70,28,29,exclude_bright_zero,partial_restoration,True,True
nist,irradiance_first,primary,2,66,27,27,exclude_bright_zero,partial_restoration,True,True
nist,irradiance_first,primary,3,59,24,24,exclude_bright_zero,partial_restoration,True,True
nist,irradiance_first,primary,4,59,26,26,exclude_bright_zero,partial_restoration,True,True
nist,irradiance_first,primary,1,133,31,31,exclude_bright_zero,recovery_0_6,False,True
nist,irradiance_first,primary,2,138,29,29,exclude_bright_zero,recovery_0_6,True,True
nist,irradiance_first,primary,3,146,30,30,exclude_bright_zero,recovery_0_6,False,True
nist,irradiance_first,primary,4,150,32,32,exclude_bright_zero,recovery_0_6,False,True
nist,irradiance_first,primary,1,444,47,60,exclude_bright_zero,recovery_6_24,False,False
nist,irradiance_first,primary,2,439,47,58,exclude_bright_zero,recovery_6_24,False,False
nist,irradiance_first,primary,3,431,47,56,exclude_bright_zero,recovery_6_24,False,False
nist,irradiance_first,primary,4,427,47,59,exclude_bright_zero,recovery_6_24,False,False
nist,irradiance_first,primary,1,577,47,67,exclude_bright_zero,recovery,False,False
nist,irradiance_first,primary,2,577,47,64,exclude_bright_zero,recovery,False,False
nist,irradiance_first,primary,3,577,47,63,exclude_bright_zero,recovery,False,False
nist,irradiance_first,primary,4,577,47,68,exclude_bright_zero,recovery,False,False
nist,irradiance_first,primary,1,946,48,102,exclude_bright_zero,failure_recovery,False,False
nist,irradiance_first,primary,2,943,48,100,exclude_bright_zero,failure_recovery,False,False
nist,irradiance_first,primary,3,933,48,96,exclude_bright_zero,failure_recovery,False,False
nist,irradiance_first,primary,4,931,48,100,exclude_bright_zero,failure_recovery,False,False
nist,irradiance_first,primary,1,3965,48,332,exclude_bright_zero,all,False,False
nist,irradiance_first,primary,2,3965,48,332,exclude_bright_zero,all,False,False
nist,irradiance_first,primary,3,3965,48,332,exclude_bright_zero,all,False,False
nist,irradiance_first,primary,4,3965,48,332,exclude_bright_zero,all,False,False
nist,pv_first,primary,1,299,46,49,recorded_ac,outage,False,False
nist,pv_first,primary,2,300,46,48,recorded_ac,outage,False,False
nist,pv_first,primary,3,297,46,46,recorded_ac,outage,False,False
nist,pv_first,primary,4,295,45,46,recorded_ac,outage,False,False
nist,pv_first,primary,1,70,28,29,recorded_ac,partial_restoration,True,True
nist,pv_first,primary,2,66,27,27,recorded_ac,partial_restoration,True,True
nist,pv_first,primary,3,59,24,24,recorded_ac,partial_restoration,True,True
nist,pv_first,primary,4,59,26,26,recorded_ac,partial_restoration,True,True
nist,pv_first,primary,1,133,31,31,recorded_ac,recovery_0_6,False,True
nist,pv_first,primary,2,138,29,29,recorded_ac,recovery_0_6,True,True
nist,pv_first,primary,3,146,30,30,recorded_ac,recovery_0_6,False,True
nist,pv_first,primary,4,150,32,32,recorded_ac,recovery_0_6,False,True
nist,pv_first,primary,1,444,47,60,recorded_ac,recovery_6_24,False,False
nist,pv_first,primary,2,439,47,58,recorded_ac,recovery_6_24,False,False
nist,pv_first,primary,3,431,47,56,recorded_ac,recovery_6_24,False,False
nist,pv_first,primary,4,427,47,59,recorded_ac,recovery_6_24,False,False
nist,pv_first,primary,1,577,47,67,recorded_ac,recovery,False,False
nist,pv_first,primary,2,577,47,64,recorded_ac,recovery,False,False
nist,pv_first,primary,3,577,47,63,recorded_ac,recovery,False,False
nist,pv_first,primary,4,577,47,68,recorded_ac,recovery,False,False
nist,pv_first,primary,1,946,48,102,recorded_ac,failure_recovery,False,False
nist,pv_first,primary,2,943,48,100,recorded_ac,failure_recovery,False,False
nist,pv_first,primary,3,933,48,96,recorded_ac,failure_recovery,False,False
nist,pv_first,primary,4,931,48,100,recorded_ac,failure_recovery,False,False
nist,pv_first,primary,1,3978,48,332,recorded_ac,all,False,False
nist,pv_first,primary,2,3978,48,332,recorded_ac,all,False,False
nist,pv_first,primary,3,3978,48,332,recorded_ac,all,False,False
nist,pv_first,primary,4,3978,48,332,recorded_ac,all,False,False
nist,pv_first,primary,1,299,46,49,exclude_bright_zero,outage,False,False
nist,pv_first,primary,2,300,46,48,exclude_bright_zero,outage,False,False
nist,pv_first,primary,3,297,46,46,exclude_bright_zero,outage,False,False
nist,pv_first,primary,4,295,45,46,exclude_bright_zero,outage,False,False
nist,pv_first,primary,1,70,28,29,exclude_bright_zero,partial_restoration,True,True
nist,pv_first,primary,2,66,27,27,exclude_bright_zero,partial_restoration,True,True
nist,pv_first,primary,3,59,24,24,exclude_bright_zero,partial_restoration,True,True
nist,pv_first,primary,4,59,26,26,exclude_bright_zero,partial_restoration,True,True
nist,pv_first,primary,1,133,31,31,exclude_bright_zero,recovery_0_6,False,True
nist,pv_first,primary,2,138,29,29,exclude_bright_zero,recovery_0_6,True,True
nist,pv_first,primary,3,146,30,30,exclude_bright_zero,recovery_0_6,False,True
nist,pv_first,primary,4,150,32,32,exclude_bright_zero,recovery_0_6,False,True
nist,pv_first,primary,1,444,47,60,exclude_bright_zero,recovery_6_24,False,False
nist,pv_first,primary,2,439,47,58,exclude_bright_zero,recovery_6_24,False,False
nist,pv_first,primary,3,431,47,56,exclude_bright_zero,recovery_6_24,False,False
nist,pv_first,primary,4,427,47,59,exclude_bright_zero,recovery_6_24,False,False
nist,pv_first,primary,1,577,47,67,exclude_bright_zero,recovery,False,False
nist,pv_first,primary,2,577,47,64,exclude_bright_zero,recovery,False,False
nist,pv_first,primary,3,577,47,63,exclude_bright_zero,recovery,False,False
nist,pv_first,primary,4,577,47,68,exclude_bright_zero,recovery,False,False
nist,pv_first,primary,1,946,48,102,exclude_bright_zero,failure_recovery,False,False
nist,pv_first,primary,2,943,48,100,exclude_bright_zero,failure_recovery,False,False
nist,pv_first,primary,3,933,48,96,exclude_bright_zero,failure_recovery,False,False
nist,pv_first,primary,4,931,48,100,exclude_bright_zero,failure_recovery,False,False
nist,pv_first,primary,1,3965,48,332,exclude_bright_zero,all,False,False
nist,pv_first,primary,2,3965,48,332,exclude_bright_zero,all,False,False
nist,pv_first,primary,3,3965,48,332,exclude_bright_zero,all,False,False
nist,pv_first,primary,4,3965,48,332,exclude_bright_zero,all,False,False
nist,duration_6h,sensitivity,1,155,36,37,recorded_ac,outage,False,True
nist,duration_6h,sensitivity,2,156,36,36,recorded_ac,outage,False,True
nist,duration_6h,sensitivity,3,157,36,36,recorded_ac,outage,False,True
nist,duration_6h,sensitivity,4,159,37,37,recorded_ac,outage,False,True
