site,year,variant,month,geometric_daylight_hours,valid_pv_hours,pv_mean_kw,pv_median_kw,pv_min_kw,pv_max_kw,poa_mean_w_m2,exact_zero_hours,below_one_percent_capacity_hours,bright_valid_hours,bright_near_idle_hours
nist,2016,primary,all,4125,4037,85.62909721327719,71.29483333333333,0.0,257.04833333333335,380.9646356370242,113,382,2434,40
nist,2017,primary,all,4112,3978,86.09036906737053,72.23375,0.0,256.7916666666667,377.3897354239987,86,340,2417,16
colorado,2016,primary,all,4104,4103,0.33567345440841323,0.2758353983333333,0.0,0.9455820283333334,465.56154039637414,7,578,2730,174
colorado,2017,primary,all,4091,3957,0.010293810194424225,0.00311559785,0.0018223583738333333,0.8518746766666666,439.1758879381345,0,3876,2471,2417
colorado,2017,narrow_quality,all,4091,3957,0.010293810194424225,0.00311559785,0.0018223583738333333,0.8518746766666666,439.15632383759123,0,3876,2470,2416
colorado,2017,right_aligned,all,4091,3957,0.010293806529703478,0.0031156984666666663,0.0018233288738333335,0.8530456833333333,439.1644696760906,0,3876,2472,2417
