site,case_id,case_group,period,phase,method,horizon,n,nwis,nmae,coverage50,coverage80,coverage90,nwidth90,events
reserve10,clean,primary,evaluation,normal,mask50,3,3959,0.05822872372000351,0.10293251575327553,0.5082091437231624,0.801970194493559,0.9014902753220511,0.4308228693791166,0
reserve10,clean,primary,evaluation,normal,mask50,4,3959,0.061314484324308555,0.11060764603197361,0.4983581712553675,0.8027279616064663,0.8979540287951503,0.43829008269875663,0
reserve10,clean,primary,evaluation,normal,mi_recency,1,3959,0.04467829934101477,0.06802106296469793,0.5117453902500632,0.810558221773175,0.9002273301338722,0.30821062956475864,0
reserve10,clean,primary,evaluation,normal,mi_recency,2,3959,0.059140367574700044,0.09428175625538267,0.5117453902500632,0.7984339479666582,0.9002273301338722,0.4015822495237834,0
reserve10,clean,primary,evaluation,normal,mi_recency,3,3959,0.06543139709469459,0.10459475267897707,0.5099772669866128,0.8027279616064663,0.9004799191715079,0.443249205964398,0
reserve10,clean,primary,evaluation,normal,mi_recency,4,3959,0.06925480455290811,0.11147466396101502,0.5034099520080828,0.8024753725688305,0.8997221520586006,0.4713725153068365,0
reserve10,clean,primary,evaluation,normal,multiple_imputation,1,3959,0.04507368860769569,0.06802106296469793,0.6327355392775954,0.81384187926244,0.8676433442788583,0.25916292210611913,0
reserve10,clean,primary,evaluation,normal,multiple_imputation,2,3959,0.06020489521362117,0.09428175625538267,0.5519070472341501,0.7638292498105582,0.8363223036120232,0.31275200178041906,0
reserve10,clean,primary,evaluation,normal,multiple_imputation,3,3959,0.06704209730095224,0.10459475267897707,0.5344784036372822,0.7441273048749685,0.8204091942409699,0.3324080047764277,0
reserve10,clean,primary,evaluation,normal,multiple_imputation,4,3959,0.0714725849996565,0.11147466396101502,0.5213437736802223,0.73149785299318,0.8095478656226319,0.3452146459640673,0
reserve10,clean,primary,evaluation,normal,persistence,1,3959,0.06907954973814776,0.12526869476306243,0.5572114170245012,0.8605708512250568,0.9472088911341248,0.5504619810569497,0
reserve10,clean,primary,evaluation,normal,persistence,2,3959,0.10636226782879102,0.2100986164658358,0.5564536499115939,0.8403637282141955,0.931800959838343,0.7067710787777095,0
reserve10,clean,primary,evaluation,normal,persistence,3,3959,0.13127507701578697,0.27134876221001125,0.5294266228845668,0.8254609749936853,0.9224551654458196,0.8164139226157586,0
reserve10,clean,primary,evaluation,normal,persistence,4,3959,0.14699114398648286,0.3063850955740161,0.5218489517554938,0.8178833038646123,0.91765597373074,0.8805218310750292,0
reserve10,clean,primary,evaluation,normal,physical,1,3959,0.03883180304187609,0.0638454784439916,0.5029047739328113,0.8072745642839101,0.9083101793382167,0.30789834280591544,0
reserve10,clean,primary,evaluation,normal,physical,2,3959,0.05211941499586046,0.08984076565607398,0.5077039656478909,0.8115685779237181,0.9085627683758525,0.40648016915859114,0
reserve10,clean,primary,evaluation,normal,physical,3,3959,0.0580598918739499,0.10293251575327553,0.5049254862338974,0.8123263450366254,0.908057590300581,0.4346881664855464,0
reserve10,clean,primary,evaluation,normal,physical,4,3959,0.06114962377131079,0.11060764603197361,0.5039151300833544,0.8110633998484466,0.9060368779994948,0.4423769793320328,0
reserve10,clean,primary,evaluation,normal,physical_availability,1,3959,0.03882274649094967,0.0638454784439916,0.5034099520080828,0.8077797423591816,0.9070472341500379,0.30849169747578925,0
reserve10,clean,primary,evaluation,normal,physical_availability,2,3959,0.052112158092472466,0.08984076565607398,0.5099772669866128,0.8108108108108109,0.9083101793382167,0.40673257614298336,0
reserve10,clean,primary,evaluation,normal,physical_availability,3,3959,0.058062009794547856,0.10293251575327553,0.5051780752715332,0.8095478656226319,0.9067946451124022,0.43447494219880906,0
reserve10,clean,primary,evaluation,normal,physical_availability,4,3959,0.06114715472235957,0.11060764603197361,0.5008840616317252,0.8082849204344531,0.9060368779994948,0.4420121143296032,0
reserve10,clean,primary,evaluation,normal,physical_recovery,1,3959,0.03882256001282562,0.0638454784439916,0.5034099520080828,0.8085375094720889,0.9075524122253095,0.30871598265618255,0
reserve10,clean,primary,evaluation,normal,physical_recovery,2,3959,0.05211556231694656,0.08984076565607398,0.509724677948977,0.8118211669613539,0.9095731245263956,0.4066309124837719,0
reserve10,clean,primary,evaluation,normal,physical_recovery,3,3959,0.0580653149770915,0.10293251575327553,0.5046728971962616,0.8110633998484466,0.9070472341500379,0.4343938549961594,0
reserve10,clean,primary,evaluation,normal,physical_recovery,4,3959,0.06114680944438834,0.11060764603197361,0.5001262945188178,0.8085375094720889,0.905784288961859,0.4420275411649028,0
reserve10,clean,primary,evaluation,normal,previous_day,1,3959,0.10109003444500297,0.15702112509175145,0.4839605961101288,0.7779742359181612,0.8777469057842889,0.6562651621509797,0
reserve10,clean,primary,evaluation,normal,previous_day,2,3959,0.10143702157451114,0.15842476707325231,0.4922960343521091,0.7847941399343269,0.8827986865370043,0.673305479169636,0
reserve10,clean,primary,evaluation,normal,previous_day,3,3959,0.10172901997397807,0.15942717353543462,0.49431674665319525,0.7918666329881283,0.893912604192978,0.6922869288415332,0
reserve10,clean,primary,evaluation,normal,previous_day,4,3959,0.10235468527069501,0.16041557552968522,0.49355897954028793,0.7959080575903006,0.8949229603435211,0.7027287262954208,0
reserve10,clean,primary,evaluation,normal,raw,1,3959,0.0391329878937853,0.0638454784439916,0.4175296792119222,0.7062389492296034,0.8557716595099772,0.29068990723397514,0
reserve10,clean,primary,evaluation,normal,raw,2,3959,0.052773212539999635,0.08984076565607398,0.39151300833543823,0.6870421823692852,0.8259661530689568,0.38093148205815713,0
reserve10,clean,primary,evaluation,normal,raw,3,3959,0.058903601375688355,0.10293251575327553,0.3771154331901995,0.6744127304874968,0.8221773175044204,0.4011768458044131,0
reserve10,clean,primary,evaluation,normal,raw,4,3959,0.061974499526640525,0.11060764603197361,0.37686284415256377,0.6686031826218742,0.8188936600151553,0.4064028513875382,0
reserve10,clean,primary,evaluation,normal,recency,1,3959,0.03893602149254597,0.0638454784439916,0.5064410204597121,0.8037383177570093,0.9050265218489517,0.3048413664979119,0
reserve10,clean,primary,evaluation,normal,recency,2,3959,0.05229195956741179,0.08984076565607398,0.5122505683253347,0.8042434958322808,0.9012376862844153,0.4023854691855835,0
reserve10,clean,primary,evaluation,normal,recency,3,3959,0.05823573988324462,0.10293251575327553,0.5069461985349836,0.8027279616064663,0.9025006314725941,0.4309040541930668,0
reserve10,clean,primary,evaluation,normal,recency,4,3959,0.061329346557314916,0.11060764603197361,0.5001262945188178,0.8012124273806517,0.8984592068704218,0.438711451161106,0
reserve10,clean,primary,evaluation,normal,rolling,1,3959,0.03895127191379529,0.0638454784439916,0.5051780752715332,0.8024753725688305,0.9072998231876737,0.30416435113588575,0
reserve10,clean,primary,evaluation,normal,rolling,2,3959,0.0523063246831997,0.08984076565607398,0.5117453902500632,0.8017176054559232,0.9007325082091437,0.40219892318555456,0
reserve10,clean,primary,evaluation,normal,rolling,3,3959,0.05825450100407028,0.10293251575327553,0.5082091437231624,0.798686537004294,0.9022480424349584,0.43110632513359537,0
reserve10,clean,primary,evaluation,normal,rolling,4,3959,0.06133297622550268,0.11060764603197361,0.5008840616317252,0.8007072493053802,0.8997221520586006,0.43839421098240006,0
reserve10,clean,primary,evaluation,normal,single_imputation,1,3959,0.04518217050641428,0.06804648515116346,0.6322303612023238,0.81384187926244,0.8681485223541299,0.25836896287963285,0
reserve10,clean,primary,evaluation,normal,single_imputation,2,3959,0.06027801908528925,0.09427667833908909,0.5524122253094216,0.7645870169234655,0.8358171255367517,0.3122924176002212,0
reserve10,clean,primary,evaluation,normal,single_imputation,3,3959,0.06708419437686305,0.10460439355107913,0.5339732255620107,0.7438747158373327,0.8199040161656984,0.33207292528542437,0
reserve10,clean,primary,evaluation,normal,single_imputation,4,3959,0.07149847552438125,0.11147314238912574,0.5221015407931295,0.7302349078050012,0.8075271533215459,0.3448972026441972,0
reserve10,clean,primary,warmup,normal,aci_bounded,1,286,0.04213812318832184,0.06961039269337761,0.46503496503496505,0.7517482517482518,0.8951048951048951,0.3445563539663226,0
reserve10,clean,primary,warmup,normal,aci_bounded,2,286,0.062293234778026466,0.10887925219921098,0.45104895104895104,0.7727272727272727,0.9020979020979021,0.48659592363922993,0
reserve10,clean,primary,warmup,normal,aci_bounded,3,286,0.07284754778863292,0.1329415955949235,0.5,0.7902097902097902,0.8951048951048951,0.5123407287992993,0
reserve10,clean,primary,warmup,normal,aci_bounded,4,286,0.07747546604782238,0.14523299662975467,0.513986013986014,0.7447552447552448,0.8496503496503497,0.5158893279473392,0
reserve10,clean,primary,warmup,normal,carry_forward,1,286,0.047171243447147945,0.07472008829610513,0.3951048951048951,0.6888111888111889,0.8601398601398601,0.3940022784909573,0
reserve10,clean,primary,warmup,normal,carry_forward,2,286,0.06534729433978799,0.11320031892827129,0.34965034965034963,0.6503496503496503,0.8251748251748252,0.47852199326522304,0
reserve10,clean,primary,warmup,normal,carry_forward,3,286,0.07464310547612171,0.13170151471792838,0.3706293706293706,0.6258741258741258,0.7832167832167832,0.4948163565582252,0
reserve10,clean,primary,warmup,normal,carry_forward,4,286,0.07938616121778609,0.1424002208413471,0.34965034965034963,0.6258741258741258,0.7552447552447552,0.49701333367500355,0
reserve10,clean,primary,warmup,normal,geometric_persistence,1,286,0.05129473326171633,0.0805771639079057,0.44755244755244755,0.8111888111888111,0.8881118881118881,0.37541977702652246,0
reserve10,clean,primary,warmup,normal,geometric_persistence,2,286,0.07884261650912479,0.13143002178215413,0.479020979020979,0.7937062937062938,0.8916083916083916,0.5211883134657005,0
reserve10,clean,primary,warmup,normal,geometric_persistence,3,286,0.09794926037014834,0.17605379113490294,0.45104895104895104,0.7972027972027972,0.9055944055944056,0.6400954187406485,0
reserve10,clean,primary,warmup,normal,geometric_persistence,4,286,0.11403349031942467,0.21669128038791158,0.45454545454545453,0.7972027972027972,0.8951048951048951,0.6838214596160992,0
reserve10,clean,primary,warmup,normal,mask50,1,286,0.042139366089410324,0.06961039269337761,0.46853146853146854,0.7587412587412588,0.8951048951048951,0.34640687907732837,0
reserve10,clean,primary,warmup,normal,mask50,2,286,0.0622852729311615,0.10887925219921098,0.44405594405594406,0.7657342657342657,0.9020979020979021,0.48811017289297065,0
reserve10,clean,primary,warmup,normal,mask50,3,286,0.07286819694484967,0.1329415955949235,0.486013986013986,0.7692307692307693,0.8951048951048951,0.5119542300851644,0
reserve10,clean,primary,warmup,normal,mask50,4,286,0.07751346841044505,0.14523299662975467,0.4825174825174825,0.7377622377622378,0.8566433566433567,0.5165546962522617,0
reserve10,clean,primary,warmup,normal,mi_recency,1,286,0.04609856476705183,0.07523170805405324,0.5664335664335665,0.8076923076923077,0.9020979020979021,0.31033908761057855,0
reserve10,clean,primary,warmup,normal,mi_recency,2,286,0.0654794706932268,0.11170125432071669,0.5,0.8146853146853147,0.8951048951048951,0.4338283960553452,0
reserve10,clean,primary,warmup,normal,mi_recency,3,286,0.07696792501232388,0.13243594821653754,0.486013986013986,0.7692307692307693,0.8706293706293706,0.5044731034618275,0
reserve10,clean,primary,warmup,normal,mi_recency,4,286,0.08313463845803234,0.14461609901151334,0.5104895104895105,0.7552447552447552,0.8811188811188811,0.5375525482665061,0
reserve10,clean,primary,warmup,normal,multiple_imputation,1,286,0.046333802697607535,0.07523170805405324,0.5769230769230769,0.7937062937062938,0.8566433566433567,0.2593769820099139,0
reserve10,clean,primary,warmup,normal,multiple_imputation,2,286,0.06808943247831714,0.11170125432071669,0.4405594405594406,0.6783216783216783,0.7972027972027972,0.31596648021434376,0
reserve10,clean,primary,warmup,normal,multiple_imputation,3,286,0.08119836417174664,0.13243594821653754,0.3776223776223776,0.6538461538461539,0.7622377622377622,0.337528735489988,0
reserve10,clean,primary,warmup,normal,multiple_imputation,4,286,0.08931813543774961,0.14461609901151334,0.36013986013986016,0.5979020979020979,0.7132867132867133,0.35348188502433814,0
reserve10,clean,primary,warmup,normal,persistence,1,286,0.07273404812976457,0.12889964607111637,0.5594405594405595,0.8041958041958042,0.916083916083916,0.47000029463765397,0
reserve10,clean,primary,warmup,normal,persistence,2,286,0.10987862373076328,0.21317118297015483,0.5244755244755245,0.8216783216783217,0.8776223776223776,0.6638040476632742,0
reserve10,clean,primary,warmup,normal,persistence,3,286,0.13221396898655288,0.27126033851721193,0.48951048951048953,0.7902097902097902,0.8846153846153846,0.7675209362431838,0
reserve10,clean,primary,warmup,normal,persistence,4,286,0.14110218527964224,0.30405758958125206,0.486013986013986,0.8181818181818182,0.8916083916083916,0.8051160081486222,0
reserve10,clean,primary,warmup,normal,physical,1,286,0.042124101421797885,0.06961039269337761,0.4755244755244755,0.7622377622377622,0.9055944055944056,0.34937997778688534,0
reserve10,clean,primary,warmup,normal,physical,2,286,0.06222788959011024,0.10887925219921098,0.458041958041958,0.7692307692307693,0.9090909090909091,0.4903624220696668,0
reserve10,clean,primary,warmup,normal,physical,3,286,0.07276949984574789,0.1329415955949235,0.4965034965034965,0.7762237762237763,0.8916083916083916,0.5154013672577317,0
reserve10,clean,primary,warmup,normal,physical,4,286,0.07753628922220754,0.14523299662975467,0.506993006993007,0.7482517482517482,0.8636363636363636,0.5191365140192085,0
reserve10,clean,primary,warmup,normal,physical_availability,1,286,0.04212625490205005,0.06961039269337761,0.46503496503496505,0.7622377622377622,0.9020979020979021,0.3501528359120096,0
reserve10,clean,primary,warmup,normal,physical_availability,2,286,0.06223484433570175,0.10887925219921098,0.44755244755244755,0.7657342657342657,0.916083916083916,0.4910621955152307,0
reserve10,clean,primary,warmup,normal,physical_availability,3,286,0.07281546163393784,0.1329415955949235,0.486013986013986,0.7692307692307693,0.8916083916083916,0.5159071401712508,0
reserve10,clean,primary,warmup,normal,physical_availability,4,286,0.07758464198865768,0.14523299662975467,0.5034965034965035,0.7342657342657343,0.8636363636363636,0.5188166742928371,0
reserve10,clean,primary,warmup,normal,physical_recovery,1,286,0.04213877951454405,0.06961039269337761,0.4825174825174825,0.7727272727272727,0.9020979020979021,0.3494039233884532,0
reserve10,clean,primary,warmup,normal,physical_recovery,2,286,0.06225708746293322,0.10887925219921098,0.45454545454545453,0.7657342657342657,0.9195804195804196,0.4913590606585126,0
reserve10,clean,primary,warmup,normal,physical_recovery,3,286,0.07285308230762517,0.1329415955949235,0.5,0.7797202797202797,0.8951048951048951,0.5177928306661015,0
reserve10,clean,primary,warmup,normal,physical_recovery,4,286,0.07772324384213602,0.14523299662975467,0.506993006993007,0.7622377622377622,0.8776223776223776,0.5260615031777672,0
reserve10,clean,primary,warmup,normal,previous_day,1,286,0.1196394734008365,0.18443303204295702,0.3006993006993007,0.6258741258741258,0.8076923076923077,0.5582789159733496,0
reserve10,clean,primary,warmup,normal,previous_day,2,286,0.11851716458505036,0.18464018180829586,0.3006993006993007,0.6398601398601399,0.8181818181818182,0.5792188746342198,0
reserve10,clean,primary,warmup,normal,previous_day,3,286,0.11770556337817688,0.18464699880171911,0.3006993006993007,0.6468531468531469,0.8356643356643356,0.6007625293888402,0
reserve10,clean,primary,warmup,normal,previous_day,4,286,0.11732130149844201,0.1846477818379537,0.3006993006993007,0.6538461538461539,0.8356643356643356,0.6063743993631369,0
reserve10,clean,primary,warmup,normal,raw,1,286,0.0422608576643953,0.06961039269337761,0.3916083916083916,0.7062937062937062,0.8706293706293706,0.33757798371526565,0
reserve10,clean,primary,warmup,normal,raw,2,286,0.06270055888462638,0.10887925219921098,0.33916083916083917,0.6083916083916084,0.8461538461538461,0.47559075014523783,0
reserve10,clean,primary,warmup,normal,raw,3,286,0.07325511950105057,0.1329415955949235,0.3776223776223776,0.5944055944055944,0.8006993006993007,0.4889361749551026,0
reserve10,clean,primary,warmup,normal,raw,4,286,0.07821424430028732,0.14523299662975467,0.3951048951048951,0.5804195804195804,0.7657342657342657,0.4938612127803784,0
reserve10,clean,primary,warmup,normal,recency,1,286,0.04213631114994207,0.06961039269337761,0.47202797202797203,0.7587412587412588,0.8951048951048951,0.346078395442071,0
reserve10,clean,primary,warmup,normal,recency,2,286,0.06227815810186928,0.10887925219921098,0.44755244755244755,0.7657342657342657,0.9020979020979021,0.4873927259665314,0
reserve10,clean,primary,warmup,normal,recency,3,286,0.07283385406037925,0.1329415955949235,0.493006993006993,0.7797202797202797,0.8916083916083916,0.5114954281570816,0
reserve10,clean,primary,warmup,normal,recency,4,286,0.07746721246946706,0.14523299662975467,0.4965034965034965,0.7447552447552448,0.8531468531468531,0.5169986719435509,0
reserve10,clean,primary,warmup,normal,rolling,1,286,0.042146488342264095,0.06961039269337761,0.46153846153846156,0.7412587412587412,0.8951048951048951,0.34444577301666957,0
reserve10,clean,primary,warmup,normal,rolling,2,286,0.06226885812666215,0.10887925219921098,0.44405594405594406,0.7727272727272727,0.8986013986013986,0.48561029587864657,0
reserve10,clean,primary,warmup,normal,rolling,3,286,0.07281873862150387,0.1329415955949235,0.4965034965034965,0.7832167832167832,0.8916083916083916,0.5104131552369471,0
reserve10,clean,primary,warmup,normal,rolling,4,286,0.07747538057695084,0.14523299662975467,0.5034965034965035,0.7412587412587412,0.8496503496503497,0.5130433931831347,0
reserve10,clean,primary,warmup,normal,single_imputation,1,286,0.04691812591831072,0.07578729011281804,0.5734265734265734,0.7972027972027972,0.8566433566433567,0.25670942800770824,0
reserve10,clean,primary,warmup,normal,single_imputation,2,286,0.06824848015017525,0.111536845740053,0.4405594405594406,0.6748251748251748,0.7972027972027972,0.3132866788504653,0
reserve10,clean,primary,warmup,normal,single_imputation,3,286,0.0818433332519048,0.13288545090593915,0.3776223776223776,0.6468531468531469,0.7552447552447552,0.33573610160247763,0
reserve10,clean,primary,warmup,normal,single_imputation,4,286,0.08993620113409842,0.1450998235228099,0.36013986013986016,0.5979020979020979,0.7132867132867133,0.35258797256935526,0
reserve10,pv_only,primary,evaluation,normal,aci_bounded,1,3111,0.03920396180023404,0.06462650868284732,0.49855351976856316,0.7955641272902604,0.896817743490839,0.29891272241650896,0
reserve10,pv_only,primary,evaluation,normal,aci_bounded,2,3113,0.05237297922811911,0.08986230285398311,0.49887568262126564,0.793768069386444,0.8972052682300032,0.3994351605380803,0
reserve10,pv_only,primary,evaluation,normal,aci_bounded,3,3113,0.05828032483506198,0.10267084460972248,0.49534211371667203,0.7963379376806938,0.9017025377449406,0.428962197536785,0
reserve10,pv_only,primary,evaluation,normal,aci_bounded,4,3113,0.061378521223401705,0.11021058209581264,0.4921297783488596,0.8001927401220688,0.9039511725024093,0.4392235220062275,0
reserve10,pv_only,primary,evaluation,normal,carry_forward,1,3111,0.04170291473493954,0.06733307411119771,0.40822886531661845,0.6955962712954034,0.8444230151076824,0.3173287504738635,0
reserve10,pv_only,primary,evaluation,normal,carry_forward,2,3113,0.05384291678421041,0.09157832650468868,0.39158368133633153,0.680051397365885,0.8336010279473177,0.3824704419032796,0
reserve10,pv_only,primary,evaluation,normal,carry_forward,3,3113,0.05992292486300567,0.10562244534267623,0.38676517828461293,0.6768390619980726,0.8210729200128494,0.3989647280464445,0
reserve10,pv_only,primary,evaluation,normal,carry_forward,4,3113,0.062406329400330744,0.11072273427550615,0.37648570510761326,0.6758753613877289,0.8181818181818182,0.40391895230353403,0
reserve10,pv_only,primary,evaluation,normal,geometric_persistence,1,3111,0.05218059504778093,0.08080049740999089,0.5390549662487946,0.8592092574734812,0.9405335904853744,0.4772556552781465,0
reserve10,pv_only,primary,evaluation,normal,geometric_persistence,2,3113,0.07881885458649227,0.13161820893186776,0.5387086411821395,0.8448442017346611,0.9299710889816897,0.5968514792055301,0
reserve10,pv_only,primary,evaluation,normal,geometric_persistence,3,3113,0.10007820905345864,0.17745392761848208,0.527465467394796,0.8345647285576614,0.9206553164150337,0.7062553969664953,0
reserve10,pv_only,primary,evaluation,normal,geometric_persistence,4,3113,0.11625615473486307,0.21608497978845514,0.52071956312239,0.8255701895277867,0.9161580469000964,0.7731373985355269,0
reserve10,pv_only,primary,evaluation,normal,mask50,1,3111,0.03918184497153841,0.06462650868284732,0.5081967213114754,0.8023143683702989,0.9016393442622951,0.30294125520968995,0
reserve10,pv_only,primary,evaluation,normal,mask50,2,3113,0.0523436470072247,0.08986230285398311,0.5130099582396402,0.7995502730485062,0.9026662383552843,0.40132186355289806,0
reserve10,pv_only,primary,evaluation,normal,mask50,3,3113,0.05822905995741997,0.10267084460972248,0.5075489881143591,0.8050112431737874,0.904914873112753,0.42977127340936644,0
reserve10,pv_only,primary,evaluation,normal,mask50,4,3113,0.061351931945694486,0.11021058209581264,0.49726951493735944,0.80051397365885,0.9013813042081593,0.4380669147667734,0
reserve10,pv_only,primary,evaluation,normal,mi_recency,1,3111,0.04516346388301708,0.06860097813518296,0.5120540019286403,0.8119575699132112,0.9000321440051431,0.308332641517688,0
reserve10,pv_only,primary,evaluation,normal,mi_recency,2,3113,0.059157865699993845,0.09382001262588728,0.5178284612913588,0.8043687761002248,0.9017025377449406,0.3999135680014751,0
reserve10,pv_only,primary,evaluation,normal,mi_recency,3,3113,0.06557340219477466,0.1045302051655915,0.5146161259235464,0.809829746225506,0.9023450048185031,0.4432735740088896,0
reserve10,pv_only,primary,evaluation,normal,mi_recency,4,3113,0.06932768428060675,0.11112506463380227,0.5101188564086091,0.8056537102473498,0.9000963700610344,0.4708877469253012,0
reserve10,pv_only,primary,evaluation,normal,multiple_imputation,1,3111,0.04559665110685975,0.06860097813518296,0.6300225008036001,0.8148505303760849,0.8675666988106718,0.2595145656459626,0
reserve10,pv_only,primary,evaluation,normal,multiple_imputation,2,3113,0.060262550042477006,0.09382001262588728,0.5592675875361388,0.7664632187600385,0.8400256986829425,0.31299696944928135,0
reserve10,pv_only,primary,evaluation,normal,multiple_imputation,3,3113,0.06731324435358663,0.1045302051655915,0.5358175393511082,0.7468679730163829,0.8226790876967556,0.3328123367880498,0
reserve10,pv_only,primary,evaluation,normal,multiple_imputation,4,3113,0.0716862803379573,0.11112506463380227,0.5255380661741086,0.734982332155477,0.8082235785415998,0.3457706777350321,0
reserve10,pv_only,primary,evaluation,normal,persistence,1,3111,0.06975091471213485,0.12650478564444903,0.5564127290260367,0.859852137576342,0.9459980713596914,0.5512141227230372,0
reserve10,pv_only,primary,evaluation,normal,persistence,2,3113,0.10736042198126468,0.21179620447451547,0.5538066174108577,0.8380982974622551,0.9286861548345647,0.7070871021255907,0
reserve10,pv_only,primary,evaluation,normal,persistence,3,3113,0.132305650440661,0.27363330967328825,0.5258592997108898,0.8239640218438805,0.9203340828782525,0.8168404908351522,0
reserve10,pv_only,primary,evaluation,normal,persistence,4,3113,0.14805107310016108,0.30888000653949255,0.5162222936074526,0.8168968840346932,0.9171217475104401,0.8812252537445217,0
reserve10,pv_only,primary,evaluation,normal,physical,1,3111,0.03907054316527547,0.06462650868284732,0.5004821600771456,0.8045644487303117,0.9061395049823208,0.30426643206660614,0
reserve10,pv_only,primary,evaluation,normal,physical,2,3113,0.052138047760346945,0.08986230285398311,0.5040154192097654,0.8114359139094122,0.9052361066495342,0.40393860128082343,0
reserve10,pv_only,primary,evaluation,normal,physical,3,3113,0.058022855692930725,0.10267084460972248,0.5040154192097654,0.8133633151300996,0.9087696755541278,0.4325686819481716,0
reserve10,pv_only,primary,evaluation,normal,physical,4,3113,0.061134451246157864,0.11021058209581264,0.503372952136203,0.8091872791519434,0.9071635078702216,0.4410263865680028,0
reserve10,pv_only,primary,evaluation,normal,physical_availability,1,3111,0.03906753557294038,0.06462650868284732,0.500803600128576,0.8052073288331726,0.9061395049823208,0.3061340118510987,0
reserve10,pv_only,primary,evaluation,normal,physical_availability,2,3113,0.052141705105953236,0.08986230285398311,0.5091551557982653,0.8101509797622872,0.9068422743334404,0.40547474896091956,0
reserve10,pv_only,primary,evaluation,normal,physical_availability,3,3113,0.058035924273681046,0.10267084460972248,0.5062640539672342,0.8111146803726309,0.911660777385159,0.433853171977749,0
reserve10,pv_only,primary,evaluation,normal,physical_availability,4,3113,0.06114194414633878,0.11021058209581264,0.49887568262126564,0.8091872791519434,0.9084484420173466,0.4421401114585784,0
reserve10,pv_only,primary,evaluation,normal,physical_recovery,1,3111,0.03905513335989321,0.06462650868284732,0.5049823207971713,0.8071359691417551,0.9083895853423336,0.3072914996074225,0
reserve10,pv_only,primary,evaluation,normal,physical_recovery,2,3113,0.05214142778288709,0.08986230285398311,0.508833922261484,0.8114359139094122,0.9126244779955027,0.4074709646750092,0
reserve10,pv_only,primary,evaluation,normal,physical_recovery,3,3113,0.05804546251597853,0.10267084460972248,0.5075489881143591,0.8172181175714744,0.9132669450690653,0.43495848788094704,0
reserve10,pv_only,primary,evaluation,normal,physical_recovery,4,3113,0.06115690412183302,0.11021058209581264,0.5024092515258592,0.8091872791519434,0.9071635078702216,0.442922591340531,0
reserve10,pv_only,primary,evaluation,normal,previous_day,1,3111,0.10126659853486414,0.15688080866266588,0.48633879781420764,0.7804564448730312,0.8794599807135969,0.6599615232429139,0
reserve10,pv_only,primary,evaluation,normal,previous_day,2,3113,0.10136583164239368,0.15782652923402052,0.49630581432701576,0.7847735303565693,0.8846771602955349,0.6763677540993486,0
reserve10,pv_only,primary,evaluation,normal,previous_day,3,3113,0.10173164385440293,0.15897992275595427,0.49887568262126564,0.792483135239319,0.8952778670093158,0.6954758525941995,0
